date,symbol,r4a_reco,market_bin,above_ma200,sent7_gt_0_2,prev_rule_ok,f10_T,avg_a_1_10,delta,hit
2026-01-07,W,YES,0-2,>0,NO,NO,109.74140767606862,113.95400000000002,4.212592323931403,1
2026-01-07,FSLR,NO,0-2,>0,NO,NO,269.1244703258678,241.34399999999997,-27.78047032586781,0
2026-01-07,DBRG,YES,0-2,>0,NO,NO,15.379631434421675,15.354,-0.025631434421676147,0
2026-01-07,TX,NO,0-2,>0,NO,NO,39.5017206076094,41.715,2.2132793923906036,1
2026-01-07,HLF,NO,0-2,>0,NO,NO,14.096932588371612,16.131999999999998,2.0350674116283862,1
2026-01-07,TXG,YES,0-2,>0,NO,NO,19.276871954413423,21.063,1.786128045586576,1
2026-01-07,DDL,YES,0-2,>0,NO,NO,2.803313042650117,2.816,0.0126869573498829,1
2026-01-07,PACS,YES,0-2,>0,NO,NO,40.6604339613657,39.08,-1.5804339613656992,0
2026-01-07,TSLA,NO,0-2,>0,NO,NO,427.2729596752432,439.229,11.95604032475677,1
2026-01-07,ERIE,NO,0-2,<0,NO,NO,241.0488699782543,283.18500000000006,42.13613002174577,1
2026-01-08,CHA,NO,0-2,<0,NO,NO,13.790542134251837,12.287,-1.5035421342518358,0
2026-01-08,DHR,YES,0-2,>0,NO,NO,242.73551435691496,237.82299999999995,-4.912514356915011,0
2026-01-08,RCKT,YES,0-2,<0,NO,NO,4.005334677227346,3.7269999999999994,-0.2783346772273463,0
2026-01-08,ZM,NO,0-2,>0,NO,NO,89.16452691227123,83.329,-5.835526912271234,0
2026-01-08,HAL,YES,0-2,>0,NO,NO,31.214412152188057,32.861999999999995,1.6475878478119377,1
2026-01-08,ZBH,YES,0-2,<0,NO,NO,95.20452691227123,88.54299999999999,-6.661526912271242,0
2026-01-08,AAPL,NO,0-2,>0,NO,NO,267.3416696163553,254.51100000000002,-12.830669616355294,0
2026-01-08,BILL,NO,0-2,>0,NO,NO,57.7936891081094,48.923,-8.870689108109396,0
2026-01-08,WMT,NO,0-2,>0,NO,NO,115.61697469087792,118.543,2.926025309122082,1
2026-01-08,GE,YES,0-2,>0,NO,NO,331.77030340788235,315.66399999999993,-16.10630340788242,0
2026-01-08,AHL,NO,0-2,<0,NO,NO,38.09177798765099,37.277,-0.8147779876509915,0
2026-01-08,SNDX,YES,0-2,>0,NO,NO,22.63759480008254,20.660999999999998,-1.976594800082541,0
2026-01-08,NX,YES,0-2,<0,NO,NO,16.13545118331455,18.36,2.2245488166854486,1
2026-01-08,UIS,NO,0-2,<0,NO,NO,2.945029126521801,3.1539999999999995,0.20897087347819854,1
2026-01-08,XPO,NO,0-2,>0,NO,NO,147.0759812542658,148.766,1.6900187457341929,1
2026-01-08,BHVN,YES,0-2,<0,NO,NO,11.991221012364884,12.350000000000001,0.35877898763511773,1
2026-01-08,ASML,YES,0-2,>0,NO,NO,1254.0343023126618,1324.9360000000001,70.90169768733836,1
2026-01-08,SHOP,NO,0-2,>0,NO,NO,170.0646109188743,152.97299999999996,-17.091610918874352,0
2026-01-08,ENOV,YES,0-2,<0,NO,NO,28.234772305201503,24.712,-3.522772305201503,0
2026-01-08,SNPS,YES,0-2,>0,NO,NO,529.0740990222378,514.402,-14.672099022237717,0
2026-01-08,ASIX,YES,0-2,<0,NO,NO,18.074102950746816,17.57,-0.504102950746816,0
2026-01-08,CVNA,NO,0-2,>0,NO,NO,458.7303832875669,460.784,2.0536167124330973,1
2026-01-08,TEAD,NO,0-2,<0,NO,NO,0.6504610863319629,0.6783600000000001,0.027898913668037206,1
2026-01-08,CBZ,NO,0-2,<0,NO,NO,53.93642132664561,49.123000000000005,-4.813421326645603,0
2026-01-08,GOOGL,YES,0-2,>0,NO,NO,327.0308010587134,330.38699999999994,3.35619894128655,1
2026-01-08,IMVT,NO,0-2,>0,NO,NO,27.146554499134933,26.199,-0.947554499134931,0
2026-01-08,ITGR,YES,0-2,<0,NO,NO,82.10293531055062,85.03,2.927064689449381,1
2026-01-08,BWMX,YES,0-2,>0,NO,NO,16.088644624688495,17.375000000000004,1.2863553753115085,1
2026-01-08,MATV,NO,0-2,>0,NO,NO,12.501897509563342,12.909,0.40710249043665847,1
2026-01-08,UTZ,NO,0-2,<0,NO,NO,10.082941381882826,10.312000000000001,0.22905861811717543,1
2026-01-08,BRZE,NO,0-2,>0,NO,NO,32.42182973286138,26.447000000000003,-5.97482973286138,0
2026-01-08,STZ,NO,0-2,<0,NO,NO,141.4175852764242,155.9967821146562,14.579196838232008,1
2026-01-08,FLOC,NO,0-2,>0,NO,NO,18.93723337724798,20.093,1.1557666227520187,1
2026-01-08,NESR,YES,0-2,>0,NO,NO,16.498523356772115,18.6815,2.182976643227885,1
2026-01-08,LKQ,YES,0-2,<0,NO,NO,31.51612768051301,33.527499999999996,2.0113723194869877,1
2026-01-08,AENT,NO,0-2,>0,NO,NO,7.940611696639737,7.6315,-0.3091116966397367,0
2026-01-08,MD,NO,0-2,>0,NO,NO,22.12295781019349,22.127,0.0040421898065083894,1
2026-01-08,IMXI,NO,0-2,>0,NO,NO,15.622984436754972,15.495000000000001,-0.1279844367549714,0
2026-01-08,KINS,NO,0-2,>0,NO,NO,16.982941381882824,16.061,-0.9219413818828244,0
2026-01-08,AHCO,NO,0-2,>0,NO,NO,10.588341454897542,10.5,-0.08834145489754164,0
2026-01-08,MU,YES,0-2,>0,NO,NO,342.3687485516103,361.31600000000003,18.94725144838975,1
2026-01-08,HBM,YES,0-2,>0,NO,NO,21.36514920398089,23.278,1.9128507960191072,1
2026-01-08,CHE,NO,0-2,<0,NO,NO,442.84494579451115,449.62700000000007,6.782054205488919,1
2026-01-08,ZTS,NO,0-2,<0,NO,NO,126.14681327426568,124.6426065282379,-1.5042067460277764,0
2026-01-08,GDYN,YES,0-2,<0,NO,NO,9.99913922001238,9.127,-0.8721392200123788,0
2026-01-08,SPB,YES,0-2,>0,NO,NO,62.859927461468864,63.754999999999995,0.8950725385311316,1
2026-01-08,DOX,YES,0-2,<0,NO,NO,83.27826772590912,83.327,0.04873227409088088,1
2026-01-08,ARCO,YES,0-2,>0,NO,NO,7.775213409310963,7.7010000000000005,-0.07421340931096232,0
2026-01-08,EFX,NO,0-2,<0,NO,NO,215.01070022698053,216.88999999999996,1.8792997730194259,1
2026-01-08,CSTM,YES,0-2,>0,NO,NO,20.136806558626052,22.335,2.198193441373949,1
2026-01-08,LFST,YES,0-2,>0,NO,NO,7.348771844891351,7.315,-0.03377184489135043,0
2026-01-08,UTL,NO,0-2,<0,NO,NO,48.94809058586373,49.873000000000005,0.9249094141362733,1
2026-01-08,LNTH,YES,0-2,<0,NO,NO,69.81416120379042,66.316,-3.498161203790417,0
2026-01-08,IBM,NO,0-2,>0,NO,NO,298.6256801082523,300.821,2.1953198917477152,1
2026-01-08,HTO,NO,0-2,>0,NO,NO,50.84146473865494,52.73199999999999,1.8905352613450503,1
2026-01-08,SLGN,NO,0-2,<0,NO,NO,40.98367494166759,42.807,1.823325058332415,1
2026-01-08,COP,NO,0-2,>0,NO,NO,94.5037902572975,97.483,2.9792097427025084,1
2026-01-08,BIIB,YES,0-2,>0,NO,NO,187.95823026618623,173.724,-14.234230266186245,0
2026-01-08,PRU,NO,0-2,>0,NO,NO,117.5044920318725,113.253,-4.251492031872502,0
2026-01-08,CDE,YES,0-2,>0,NO,NO,19.371531324899607,22.519,3.1474686751003915,1
2026-01-08,AMTM,YES,0-2,>0,NO,NO,31.343063840256505,34.631,3.287936159743495,1
2026-01-08,MDB,NO,0-2,>0,NO,NO,442.725143450104,398.294,-44.431143450104,0
2026-01-08,TCOM,YES,0-2,>0,NO,NO,76.4931209028428,66.37,-10.1231209028428,0
2026-01-08,CHMI,NO,0-2,>0,NO,NO,2.5308893112807733,2.67,0.1391106887192266,1
2026-01-08,KRO,NO,0-2,<0,NO,NO,4.8505516579101915,5.414,0.5634483420898082,1
2026-01-08,CWAN,YES,0-2,>0,NO,NO,24.195580784431993,24.206,0.010419215568006734,1
2026-01-08,INSW,YES,0-2,>0,NO,NO,54.29680536816876,56.121,1.82419463183124,1
2026-01-08,SBUX,NO,0-2,>0,NO,NO,86.95471762352977,93.036,6.081282376470227,1
2026-01-08,CG,YES,0-2,>0,NO,NO,63.88668290979509,64.187,0.3003170902049064,1
2026-01-08,CCJ,YES,0-2,>0,NO,NO,104.16238734305804,115.03800000000001,10.875612656941968,1
2026-01-08,DBRG,YES,0-2,>0,NO,NO,15.40871121093316,15.36,-0.048711210933159776,0
2026-01-08,W,YES,0-2,>0,NO,NO,110.11944477071792,113.58699999999999,3.4675552292820697,1
2026-01-08,TWLO,NO,0-2,>0,NO,NO,142.98803471373472,124.982,-18.00603471373472,0
2026-01-08,HLF,NO,0-2,>0,NO,NO,14.23263821209187,16.328999999999997,2.096361787908126,1
2026-01-08,TX,NO,0-2,>0,NO,NO,40.63779217790194,42.06099999999999,1.4232078220980497,1
2026-01-08,TXG,YES,0-2,>0,NO,NO,19.93601355534039,21.372,1.4359864446596085,1
2026-01-08,DDL,YES,0-2,>0,NO,NO,3.026257995904827,2.809,-0.21725799590482664,0
2026-01-08,PACS,YES,0-2,>0,NO,NO,40.980311502992016,38.440999999999995,-2.539311502992021,0
2026-01-08,TSLA,NO,0-2,>0,NO,NO,426.12712806145936,440.555,14.427871938540648,1
2026-01-08,ERIE,NO,0-2,<0,NO,NO,276.78048999222233,282.234,5.453510007777652,1
