symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
ALAB,0.9955273430984527,1.5224055932600469,243.2804138029555,159.8
NX,1.0120559959523663,1.3909282405909447,20.342325518642564,14.625
MAX,1.0401350578388142,1.3211482145188203,14.03059403818987,10.62
CIVI,1.045928101717127,1.3210278870230603,36.53963135505785,27.66
KRO,1.0099875125928421,1.2672088645525577,6.095274638497802,4.81
ALK,1.0073671458323703,1.2192763023023934,57.6717690989032,47.3
CAL,1.011334188519324,1.2096169550751268,15.08392342978683,12.47
CHMI,1.0119288229992822,1.2042789298503855,2.9143550102379328,2.42
TEAD,1.0241399850044646,1.2019420657344064,1.730796574657545,1.44
MATV,1.008043212901796,1.178930538517529,12.378770654434055,10.5
AMTM,1.0346412139670398,1.1474494053878397,25.70286668068761,22.4
CVNA,1.0383987925537768,1.1410691782029574,380.8774809923652,333.79
COUR,1.0237463837446685,1.1397114337051881,11.442702794400088,10.04
HLF,0.998088648030553,1.1323810772980618,9.930982047904001,8.77
KELYA,1.0315198949722737,1.1282041267945337,13.854346677036874,12.28
PFE,1.011550249835319,1.1237590502266297,27.55457191155696,24.52
DVN,1.0119345684983656,1.1161193311989903,35.40330518563197,31.72
CG,1.0051947992641217,1.1117285324909727,63.52416834653418,57.14
AMZN,1.0450150616037222,1.1097576015787005,236.42275944032636,213.04
TCOM,1.023911717237642,1.1095080579441605,77.82089518420342,70.14
UPWK,1.003793129004047,1.0973565626334367,17.777176314661673,16.2
SNPS,1.0046920530915602,1.0947381731211228,490.0485958159394,447.64
MA,1.0218090380415836,1.08230427868896,607.5190377136871,561.32
ZM,1.0229105623421604,1.0816306972001348,86.5412720829828,80.01
BA,1.0370188304773154,1.078672026132674,229.70320796495292,212.95
IMCR,1.0260383047078223,1.0755677577927467,36.09605395152458,33.56
TMUS,1.0371041309972733,1.0750972605807,246.55205476897194,229.33
UBER,1.0259157113674309,1.0750027416201393,99.22275305153886,92.3
NKE,1.0419302423845624,1.0731131213009928,72.2956309820479,67.37
SMP,1.0324473241048133,1.0730965589309382,42.47852728528119,39.585
META,1.0459879358764224,1.0726483253438723,768.9976741639022,716.915
MANH,1.0280127411061204,1.0717566910637166,210.95386950207137,196.83
DIS,1.0432496240214866,1.0709177965736076,118.50776336883541,110.66
TXN,1.03168808415437,1.0663965321892273,188.30429965397374,176.58
HRTG,1.0094519079246804,1.0584629628925017,24.307601942826302,22.965
PFGC,1.0419520647096154,1.0553591642895097,106.84456179266996,101.24
BABA,1.018299941909911,1.0541148361261123,176.08988337486707,167.05
HQY,1.0086108415190846,1.0536046337058098,96.36267979873335,91.46
EFX,1.0056075130286166,1.0528499267119493,238.90217687020842,226.91
SBUX,1.033381771412544,1.0510010964851764,89.71345359597466,85.36
PRU,1.034084872735143,1.0485426975248076,105.53057979238424,100.645
INSW,1.0477637158785762,1.0459832439533265,48.24597712734719,46.125
KINS,1.0145861491919939,1.0454374211784816,15.127479484452628,14.47
XOM,1.0232101579149668,1.0426381097177426,116.99963548197648,112.215
NFLX,1.0299822045684275,1.0407871644838413,1248.2784935953398,1199.36
CVX,1.0231380203947356,1.038982901396069,159.0578923747242,153.09
W,0.9876498769073125,1.0368883693843307,85.37738833510579,82.34
PG,1.0301982804645142,1.0357593915548131,156.81397188139871,151.4
MNKD,1.0313230018188486,1.0356875737470521,5.665211028396374,5.47
WDAY,1.0052752395387037,1.0330839206580669,241.99990841415215,234.25
QCOM,1.0191176419621617,1.0317863029836587,168.64547122267902,163.45
SLP,1.0213336282520364,1.0292203154062491,15.849992857256236,15.4
AHL,1.0220511578132303,1.0276673708697597,37.699977500357136,36.685
DAR,1.0135581517116785,1.0209190097758933,32.332505039602545,31.67
AHCO,1.0133088788685198,1.0144175319088575,9.271776241646958,9.14
MDB,1.0237225469518352,1.0115032356412246,322.19412564879923,318.53
IBM,1.003574107884536,1.0098281655859704,284.2161372041714,281.45
MD,1.0031040773321915,1.009375875203216,16.604233147092902,16.45
LNTH,1.0175145588717864,1.0092792791686873,56.11592792177902,55.6
CVE,0.9999065561240191,1.0083961628663525,16.93601355534039,16.795
KO,1.0482022691605708,1.0069579850026373,68.91116970365549,68.435
UHS,1.0047580970272616,1.006867786219872,205.91453095982604,204.51
WELL,1.004895993253649,1.003696278492539,175.81747710353804,175.17
MCD,1.0270522231758334,1.0031793881520366,308.9892833447088,308.01
IMXI,1.00584395373206,0.9973231594508609,14.720489833494707,14.76
