symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x,a1_T,a1_over_prev_pct
TXN,1.031078679171958,188.08054070570307,20251003,180.39,20251002,1.0426328549570547,182.32,1.0699040966794193
KELYA,0.9990842670279542,13.507539681909812,20251003,12.96,20251002,1.0422484322461274,12.96,0.0
RCI,1.0321696753688276,36.299598101617434,20251003,34.84,20251002,1.0418943197938413,35.15,0.8897818599310936
PFGC,1.0408014707235784,106.67949691274742,20251003,102.48,20251002,1.040978697431181,102.43,-0.04879000780639853
SHOP,1.0140155722887545,155.4837343851685,20251003,149.57,20251002,1.0395382388525003,151.3,1.1566490606405244
TEAD,0.9992248293908405,1.693984658973667,20251003,1.63,20251002,1.0392543920083848,1.63,0.0
TCOM,1.0237103049230611,77.7498188123998,20251003,74.94,20251002,1.0374942462289805,73.32,-2.1617293835068163
CVX,1.022977104799841,158.9170071109982,20251003,153.4,20251002,1.035964844269871,153.37,-0.019556714471968828
SNPS,0.999848950885587,487.98353038047014,20251003,471.14,20251002,1.035750584498175,469.17,-0.4181347370208366
SMP,1.0312822056322095,42.42773059157791,20251003,40.97,20251002,1.0355804391402956,41.35,0.9275079326336311
PRU,1.0333493653214652,105.39632442342185,20251003,101.94,20251002,1.0339054779617602,101.94,0.0
KINS,0.9995310370732032,14.931241527912254,20251003,14.48,20251002,1.0311630889442165,14.8,2.20994475138121
HRTG,0.999695906944806,24.102230202695193,20251003,23.39,20251002,1.0304502010558012,23.37,-0.08550662676357623
KO,1.046720626164321,68.78997912731543,20251003,66.78,20251002,1.030098519426706,66.1,-1.0182689427972513
PG,1.0296671747770936,156.63584220885383,20251003,152.06,20251002,1.0300923465004197,152.05,-0.0065763514402128465
MCD,1.026686252881481,308.67260837129567,20251003,299.89,20251002,1.0292860994741262,299.88,-0.003334556003864453
CG,0.999926749727256,63.394081125696424,20251003,61.72,20251002,1.0271238030735002,63.48,2.8515878159429686
UBER,1.0256093256501515,99.12505960222852,20251003,96.61,20251002,1.026033118747837,96.575,-0.03622813373356237
AHL,1.0265969457963078,37.66146561165696,20251003,36.73,20251002,1.025359804292321,36.72,-0.027225701061794894
GOOGL,0.985071641749522,250.85704917382265,20251003,244.9,20251002,1.0243244147563195,245.69,0.3225806451612856
DVN,0.9997034804149836,35.11157767337026,20251003,34.33,20251002,1.0227666086038527,34.57,0.6990969997087149
ARCO,0.9994979303316286,6.835411045062777,20251003,6.69,20251002,1.0217355822216407,6.645,-0.672645739910327
COUR,1.0235536267474512,11.4323192092189,20251003,11.19,20251002,1.0216549784824756,10.245,-8.445040214477217
AMTM,1.0338764119321058,25.669668457643528,20251003,25.16,20251002,1.02025709291111,25.95,3.1399046104928496
PFE,1.016597335671654,27.536827193219157,20251003,27.09,20251002,1.0164941747220064,27.08,-0.036913990402365204
UNH,1.000031122321385,353.68662473611533,20251003,348.3,20251002,1.0154654744074514,360.17,3.407981625035883
DAR,0.9995640303764372,31.94224337708925,20251003,31.47,20251002,1.015006144807412,31.47,0.0
CVE,1.0001023977647905,16.98472706782432,20251003,16.74,20251002,1.0146192991531853,16.975,1.4038231780167498
QCOM,1.0191668810947252,168.52038070824273,20251003,166.49,20251002,1.0121952111733,168.85,1.4175025527058516
UHS,0.9999413175210462,205.5765809669688,20251003,203.51,20251002,1.0101546900249068,207.26,1.8426612942852971
ENOV,0.9993891342271224,30.72193867954477,20251003,30.46,20251002,1.0085994313704782,32.06,5.252790544977026
PEP,1.0213281154307985,143.48467794161996,20251003,142.31,20251002,1.008254359789333,142.31,0.0
SLP,0.9993801115999706,15.579300725385313,20251003,15.48,20251002,1.0064147755416868,15.55,0.4521963824289488
MNKD,0.9990959243275014,5.525159680005078,20251003,5.49,20251002,1.0064043132978284,5.49,0.0
IMCR,0.9992478513258698,35.35068185425628,20251003,35.29,20251002,1.001719519814573,35.29,0.0
MDB,1.028188247663551,321.8458611768067,20251003,321.53,20251002,1.0009823692246655,326.29,1.4804217335863123
UPWK,0.9998778752866396,17.716561205377694,20251003,17.71,20251002,1.0003704802584807,17.27,-2.4844720496894457
IBM,1.000010635057123,284.30083228837634,20251003,286.49,20251002,0.9923586592494548,288.42,0.6736709832803944
UTL,0.99973949542439,46.71691052522976,20251003,47.22,20251002,0.9893458391620024,46.85,-0.783566285472248
GE,0.9999640634708566,295.01214691036654,20251003,299.52,20251002,0.9849497426227516,297.1,-0.8079594017093905
TX,1.0015044349741808,34.532710829986826,20251003,35.36,20251002,0.9766038130652382,36.185,2.3331447963800933
MD,1.0000014876324617,16.60492510039523,20251003,17.04,20251002,0.9744674354692038,17.04,0.0
AHCO,0.999572032046376,9.161894057237186,20251003,9.44,20251002,0.970539624707329,9.09,-3.7076271186440635
BIIB,1.0488800397125535,149.5833315344201,20251003,154.22,20251002,0.9699347136196348,159.88,3.670081701465433
NKE,1.0407808022608198,72.18399525404358,20251003,74.56,20251002,0.9681329835574516,74.57,0.013412017167380164
CSTM,0.9997561961614784,14.951055181663785,20251003,15.45,20251002,0.9677058370008922,15.445,-0.03236245954691963
CVNA,1.0374358972727051,380.33577959080014,20251003,394.61,20251002,0.9638270180451588,394.71,0.025341476394413753
DBRG,0.9995403933246786,11.270713937080366,20251003,11.79,20251002,0.9559553805835764,11.78,-0.08481764206954567
HBM,1.0424642511258022,14.766194623894858,20251003,15.45,20251002,0.9557407523556544,15.45,0.0
DHR,0.9997816595535824,199.57215286265296,20251003,210.3,20251002,0.9489878880772846,214.78,2.130290061816442
CVS,0.9998763495914508,73.34750313487086,20251003,77.44,20251002,0.9471526747788076,77.45,0.012913223140498253
LW,1.0317895784291955,58.36730877287662,20251003,62.13,20251002,0.9394384157874878,62.14,0.01609528408175187
EFX,0.9998195013522624,237.7001155934033,20251003,253.84,20251002,0.9364170957823956,236.68,-6.760163882760795
AAPL,1.0048888411141006,239.654738654942,20251003,257.13,20251002,0.9320372521873838,258.02,0.34612841753198786
BABA,1.0230251778337236,175.93359335566103,20251003,189.35,20251002,0.9291449345427042,187.98,-0.7235278584631688
NESR,0.9995952955135096,9.371504579292392,20251003,10.16,20251002,0.9223921830012196,10.16,0.0
CCJ,0.9998698691832592,77.2104691592197,20251003,84.18,20251002,0.9172068087339,84.19,0.01187930624850786
CLDX,0.9986414969448824,23.707788923985333,20251003,25.85,20251002,0.917129165337924,25.85,0.0
AMRK,0.9993656926686176,23.895988357327663,20251003,26.53,20251002,0.9007157315238471,26.69,0.6030908405578517
SMCI,1.02155687512951,46.82401580927287,20251003,52.5,20251002,0.8918860154147213,51.96,-1.0285714285714231
FSLR,0.9998968656081556,201.55303550737293,20251003,232.13,20251002,0.8682765498099037,230.13,-0.8615861801576696
BILL,0.9997219195571508,46.178947794479456,20251003,54.44,20251002,0.8482540006333479,53.37,-1.965466568699481
CRNX,0.9987058880073504,34.786676798780974,20251003,41.51,20251002,0.838031240635533,40.86,-1.565887737894478
CLS,0.9998225357460716,200.7380351899176,20251003,250.95,20251002,0.7999124733608991,233.73,-6.8619246861924665
CDE,0.9998807066570048,13.6649433739147,20251003,18.88,20251002,0.7237787803980245,18.73,-0.7944915254237239
ASML,0.9998360900376444,737.1864388263679,20251003,1030.17,20251002,0.7155968809287475,1032.22,0.1989962821670188
GDEV,0.9965256641595056,15.493790455707051,20251003,35.2,20251002,0.4401645015825867,35.01,-0.539772727272736
META,1.0446237068601254,767.7032847097665,20251003,,20251002,,727.05,
MRVL,0.99994508554031,82.40372160759354,20251003,,20251002,,86.2,
W,0.989327819583884,85.41375525785304,20251003,,20251002,,88.57,
WDAY,0.9998301894863084,240.8540337454961,20251003,,20251002,,236.48,
WELL,0.9999417423297526,175.53100843637404,20251003,,20251002,,175.08,
WMT,1.026997690147179,104.49116394977858,20251003,,20251002,,102.07,
XOM,1.0230454672425324,116.8957021317122,20251003,,20251002,,,
XPO,1.0261900899997896,129.40592284249456,20251003,,20251002,,128.54,
ZBH,1.0313393834485287,101.37001928540816,20251003,,20251002,,100.78,
ZM,1.0227615490215876,86.46532078855891,20251003,,20251002,,80.96,
