bin,count,mean_delta_f10_act_pct
<0%,53,0.27837055008474937
0-2%,12,1.5848038500685393
2-5%,25,1.3878715181308119
5-10%,38,8.60992870563616
10-20%,18,15.368359103928391
>20%,23,39.095943860599576
