symbol,actual1_T
AAPL,278.85
ACCO,3.44
ADV,0.9496
AENT,6.7
AHCO,9.66
AHL,37.05
AII,21.14
ALAB,157.57
ALIT,2.31
ALK,42.86
AMTM,28.63
AMZN,233.22
ARCO,7.59
ARDT,8.78
ASIX,15.39
ASML,1060.0
ATR,124.75
AVGO,402.96
AVNW,22.11
AXON,540.14
BA,189.0
BHVN,10.03
BIIB,182.09
BILL,50.15
BMRN,55.93
BRZE,28.7
BTM,1.53
BWMX,14.39
CAL,11.71
CBZ,48.7
CCJ,88.51
CDE,17.27
CG,54.53
CHA,14.99
CHE,439.19
CHMI,2.49
CIVI,29.37
CLDX,27.02
CLS,344.41
CMPS,5.55
CON,20.56
COP,88.69
COUR,7.95
CPRX,23.41
CRM,230.54
CRNT,2.04
CRNX,45.56
CRTO,19.88
CSTM,16.81
CTRA,26.84
CVE,17.86
CVNA,374.5
CVS,80.36
CWAN,22.06
CWT,45.37
DAR,36.61
DAVA,6.46
DBRG,9.71
DDI,9.31
DDL,1.72
DDOG,160.01
DHR,226.78
DIS,104.47
DOX,76.48
DUOL,191.41
DVN,37.06
DXCM,63.47
EEFT,74.09
EFX,212.37
ENOV,30.27
ERIE,295.49
EVH,4.2
FANG,152.59
FINV,4.99
FLOC,16.97
FSLR,272.92
GDEV,17.21
GDYN,8.76
GE,298.45
GOOGL,319.965819131654
GPCR,35.81
HAL,26.22
HBM,16.96
HLF,12.73
HQY,105.18
HRTG,29.05
HTO,46.43
IBM,308.58
IDYA,35.62
IMCR,39.5
IMVT,24.15
IMXI,15.24
INSW,52.97
ITGR,72.18
JANX,34.09
KELYA,8.64
KINS,15.22
KNF,74.84
KO,73.12
KOP,29.67
KRO,5.07
LFST,6.5
LKQ,29.69
LNTH,58.87
LVO,4.7
LW,59.06
MA,550.53
MANH,176.45
MATV,12.49
MAX,12.76
MD,24.09
MDB,332.37
MDLZ,57.57
MDXG,6.88
META,647.95
MNKD,5.35
MPAA,13.18
MRVL,89.4
MSFT,492.01
MTDR,42.4
MU,236.48
NESR,13.94
NRDS,15.01
NVDA,176.990348437756
NX,12.96
PACS,33.41
PAR,34.51
PEP,148.74
PFE,25.74
PFGC,97.07
PG,148.16
PMTS,13.51
PRCT,31.68
PRU,108.25
QUAD,5.74
RARE,34.75
RCI,39.12
RCKT,3.42
SBUX,87.11
SHOP,158.64
SLB,36.24
SLGN,39.64
SLP,17.0
SLVM,47.37
SMCI,33.85
SMP,37.54
SNDX,19.82
SNPS,418.01
SPB,59.35
SPGI,498.83
SPNT,20.8
SPRY,9.54
SSTK,20.82
STZ,136.38
TBLA,4.08
TCOM,69.92
TEAD,0.708
TNC,73.13
TRVG,3.07
TSLA,430.17
TWLO,129.69
TX,36.83
TXG,18.81
TXO,12.49
UAL,101.96
UBER,87.54
UHS,243.63
UIS,2.68
UPWK,19.74
UTL,50.23
UTZ,9.69
VCEL,40.25
VERA,33.75
W,110.8
WDAY,215.62
WELL,208.22
WMT,110.51
XPO,142.06
ZBH,97.52
ZM,84.96
ZTS,128.18
