symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
NRDS,1.0495360841609682,1.0524964149186253,12.703631728067808,12.07
HTO,1.0445919886831734,1.0507617067711352,53.651892747734166,51.06
DIS,1.0494457485229456,1.0506002562469392,118.02443278678116,112.34
CVNA,1.0491023741593961,1.0502565041331768,372.99859744289773,355.15
AXON,1.047562222432702,1.0487146580672877,785.4872788923985,749.0
CG,1.0473975765752972,1.0485498310810213,61.04657116553705,58.22
WDAY,1.0460209109389604,1.047171650958478,250.17977913048998,238.91
MDLZ,1.0455368169468646,1.0466870244088358,64.5387219250488,61.66
UTL,1.0403607933164547,1.0465055205152747,52.3985314121998,50.07
AMZN,1.044655291145568,1.045804528830542,237.3662539086681,226.97
MSFT,1.0427647784606633,1.0439119363701939,554.8600724194854,531.52
SMP,1.0398939449854632,1.041037944657013,41.67274892462024,40.03
META,1.0391531088910633,1.0402962935600328,781.0752631307439,750.82
TWLO,1.0323245783409922,1.0384218409015322,118.88891656481643,114.49
BIIB,1.0318839063397238,1.0379785661404815,156.14311570451264,150.43
NVDA,1.0356540617709502,1.0367933970966523,198.53556761003796,191.49
HLF,1.0347947552809094,1.0359331452733425,8.494651791241408,8.2
PRU,1.0342212824158385,1.035359041523966,105.82404763416454,102.21
BA,1.0338831341344479,1.0350205212416375,230.80957623688514,223.0
TCOM,1.0336406718095128,1.034777792181021,76.22690606101492,73.665
MA,1.0332320245664133,1.034368695380239,592.0312664878336,572.36
XPO,1.0327358453883277,1.0338719703495503,129.49246428628118,125.25
UBER,1.0316418471384972,1.0327767685792604,99.58033602641228,96.42
ITGR,1.0300099473842748,1.0300099473842748,72.30669830637609,70.2
CWT,1.0235403492519426,1.0295857291466317,51.08804388025587,49.62
PG,1.0279105645575402,1.0290413811700487,156.14673917874322,151.74
MNMD,1.0288810073818495,1.0288810073818495,13.20054332470913,12.83
DHR,1.0217384152659597,1.0277731523213132,227.14814439453343,221.01
KO,1.0216194159220189,1.0276534501264865,71.99740071586164,70.06
AHL,1.0264082540211508,1.027537417924007,37.751724734528025,36.74
ALAB,1.0263428550025318,1.0274719469591516,174.95792312820433,170.28
TXG,1.0183529790863324,1.0243677205959998,13.921157322899637,13.59
ZM,1.022143449210324,1.0232679213507883,87.15172886144664,85.17
TEAD,1.0231839250982726,1.0231839250982726,1.759876351169029,1.72
AVGO,1.014712935653895,1.0207061778202309,369.5466716798146,362.05
CHMI,1.020237280037905,1.020237280037905,2.458771844891351,2.41
IMXI,1.014014873373484,1.0200039925448854,15.157259329216997,14.86
ZBH,1.013208056208551,1.0191924100414185,105.09912132347107,103.12
GDYN,1.01651683184516,1.01651683184516,8.32527285281186,8.19
SSTK,1.0102850210731502,1.0162521104592843,25.761991000142856,25.35
CAL,1.0158018174795687,1.0158018174795687,12.73815479119379,12.54
CSTM,1.008435586632065,1.0143917526249053,17.092501031729658,16.85
AMRK,1.0126253204582145,1.0126253204582145,28.120605149124618,27.77
UHS,1.0064336359884511,1.0123779777750646,216.67925858319708,214.03
MATV,1.0117766696446995,1.0117766696446995,11.331898700020634,11.2
SPNT,1.010754998091967,1.010754998091967,18.70907501468231,18.51
HRTG,1.010389830292496,1.010389830292496,23.774472706782433,23.53
CVS,1.0037804152597687,1.0097090862159541,83.25051415850542,82.45
HBM,1.0091824451327194,1.0091824451327194,15.64232789955715,15.5
CRM,1.009166094011471,1.009166094011471,257.8116620371105,255.47
DBRG,1.0090529573961808,1.0090529573961808,12.855334677227345,12.74
AII,1.002697684273761,1.0086199602498767,24.408603038047016,24.2
MDB,1.0070404594678777,1.0081483166300664,342.94181286804974,340.17
SLB,1.0077279092739502,1.0077279092739502,36.439441199346035,36.16
GE,1.0014615469652874,1.0073765218910469,315.14767110839506,312.84
SNPS,1.0059969442871213,1.0059969442871213,468.2010378406692,465.41
PFE,1.0050029644645468,1.0050029644645468,24.893923429786827,24.77
INSW,1.0046124595562431,1.0046124595562431,48.90453453119792,48.68
CDE,1.0041639071878554,1.0041639071878554,17.753617879081283,17.68
SBUX,1.0033339901670613,1.0033339901670613,87.51079062237108,87.22
WMT,1.0025397827687896,1.0025397827687896,104.73533110585545,104.47
MPAA,1.0025269716962657,1.0025269716962657,16.6720235393089,16.63
DDOG,1.0017417417887362,1.0017417417887362,157.89453334074062,157.62
PEP,0.9957248085615649,1.001605900345314,152.87510856970525,152.63
CCJ,1.0014164911698855,1.0014164911698855,86.74269646513548,86.62
HAL,1.000915645262205,1.000915645262205,26.824539293027094,26.8
WELL,1.0008096448194965,1.0008096448194965,182.75784924048827,182.61
MRVL,1.0003319485022264,1.0003319485022264,88.7394471516325,88.71
SMCI,0.9989590904887189,0.9989590904887189,51.51632029650323,51.57
RCI,0.992628054933435,0.998490856229529,39.680026626561485,39.74
LW,0.9919087647197383,0.9977673176414528,66.4213703353915,66.57
W,0.9948336500430287,0.9959280783492847,86.09798237329566,86.45
FSLR,0.9861116788638465,0.9919359922108274,245.69262591069983,247.69
MD,0.9838723919880326,0.9896834793397047,17.26007987968445,17.44
TX,0.9817175759453753,0.9874008442717199,36.98803562641863,37.46
GOOGL,0.9787157180101422,0.9844963482789918,265.0953317010841,269.27
SHOP,0.9784174197577247,0.9841962881749198,172.29340220790147,175.06
AAPL,0.9809655705424382,0.9820447424098329,263.98344720718717,268.81
MU,0.9760145450178124,0.9817792212337398,216.08960659354614,220.1
ASML,0.9720939889407283,0.9778355090095614,1036.4860828399549,1059.98
IBM,0.9691987751607045,0.9749231951052588,305.23870315550545,313.09
CVE,0.9701462424387942,0.9712135118349258,16.62717532261393,17.12
CLS,0.952773971025057,0.9584013804504183,289.2647046475453,301.82
