symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2
ALAB,1.0047519356356225,1.005465140698809,167.26918080665388,166.36,0.29,True
DIS,1.004543398234823,1.0052251417208524,114.36446437358137,113.77,0.07,False
CVS,1.0040736735370122,1.0046846054606917,79.7317702893605,79.36,0.13,False
BA,1.0039559331132222,1.0045491274149805,218.10770654434057,217.12,0.15,False
GOOGL,1.0042983503856164,1.0043653351412396,314.366349899208,313.0,0.25,True
SPNT,1.0037898175374897,1.0043579945930943,21.985396501642832,21.89,,
CHMI,1.0033999469621029,1.003909446193042,2.559969087792257,2.55,,
DBRG,1.0033737044511994,1.0038792559055219,15.399507785590705,15.34,0.08,False
GE,1.0030780399194854,1.003539129606625,309.1201580927287,308.03,0.18,False
NESR,1.0029642491978985,1.003408235142652,15.713372962333931,15.66,0.41,True
CG,1.002798328602263,1.0032173832001352,59.300179520959986,59.11,0.11,False
ITGR,1.0021874410428218,1.0025147847469753,78.62723456770527,78.43,-0.33,False
CVE,1.00242799111624,1.0024657569509103,16.961720607609404,16.92,0.33,True
CSTM,1.0019392460079055,1.0022293654805783,18.8920235393089,18.85,,
HAL,1.0016051740134302,1.0018452228479326,28.312145997682578,28.26,0.17,False
GPCR,1.0015691839728595,1.0018038409144647,69.67545713560102,69.55,,
HBM,1.0012771141668952,1.00146803075414,19.879140410469677,19.85,0.33,True
DDL,1.00111457977756,1.0012811679090452,2.493190108093523,2.49,0.4,True
TXG,1.000787144689697,1.0007993678649871,16.32303768987794,16.31,,
BIIB,1.0001604898027463,1.0001629803837233,176.01868291773147,175.99,0.13,False
TBLA,0.9993630835344879,0.9992680796548319,4.606625847208775,4.61,0.44,True
CVNA,0.998570157192937,0.998548003828579,421.4072285757369,422.02,,
PACS,0.9974127288184725,0.9970276709409746,38.275892287424014,38.39,-0.19,False
AMTM,0.9955726315046197,0.9955042448696764,28.869623101220615,29.0,0.39,True
TWLO,0.9924173244977468,0.9923005768437371,141.14483405025317,142.24,,
IBM,0.9920933551951563,0.9919716598570746,293.83192536626404,296.21,0.21,True
HLF,0.9926205390300191,0.9915283278533304,12.78080014602943,12.89,0.1,False
ASML,0.9863217200701617,0.9861124339774376,1055.0022486151013,1069.86,0.37,True
TX,0.9850031488515036,0.9847739992522637,37.60851903144395,38.19,-0.15,False
MDB,0.9687826743856744,0.9683136513247939,406.39155632450274,419.69,,
TSLA,0.967141943985043,0.9666491184835445,434.72144156441965,449.72,-0.02,False
MU,0.9347181538368134,0.9337723177708028,266.50795721496485,285.41,0.2,False
ERIE,0.8458750203463254,0.8438570055783615,241.89161064903732,286.65,-0.11,False
AMRK,1.0113866186002158,,29.633426453548356,,0.42,True
