symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2
CVX,1.0298732610504326,1.030350845539614,157.03577236869256,152.41,0.14,False
DHR,1.0283430204573378,1.0287954569381692,235.51185600228567,228.92,0.25,True
RCI,1.0267343351311247,1.0271604141109452,38.75476242440596,37.73,0.01,False
UAL,1.0261210452333454,1.0265370972654158,114.78737821621878,111.82,0.04,False
SNDX,1.0219051931820349,1.0252576016997108,21.540662211710924,21.01,,
NX,1.021829058668502,1.0251695284461912,15.767107347502423,15.38,-0.29,False
AHL,1.0243527747180674,1.024739982948972,38.017853367406865,37.1,,
XPO,1.0240035894062953,1.0243851134351554,139.22418076697195,135.91,0.25,True
PAR,1.020740294675984,1.0239102538177454,37.147464008507804,36.28,0.13,False
SHOP,1.0225473929078868,1.0229052537583463,164.657058697481,160.97,0.31,True
CRTO,1.0197680220176495,1.0227860611502197,21.07962072030603,20.61,,
PRCT,1.0174649245032727,1.0201244043260982,32.09311376009905,31.46,,
ASIX,1.016467143143484,1.0189718522680575,17.628213044237395,17.3,,
PEP,1.018654773879717,1.0189497081141161,146.23966210853797,143.52,0.15,False
ZM,1.0184140750524158,1.0187051339308004,87.90406600688878,86.29,,
LW,1.0153264495748562,1.0176546417666286,42.62955294360407,41.89,-0.34,False
BMRN,1.013924554658007,1.016036425928652,60.38304479293979,59.43,0.25,True
UTZ,1.0137794584374367,1.015868979233562,10.544720004444375,10.38,,
IMVT,1.0136740457988582,1.0157473334974227,25.820297217504486,25.42,0.13,False
WELL,1.0154210306244744,1.0156640528138585,188.51740484278028,185.61,0.36,True
MRVL,1.0153759253765329,1.0156182258128281,86.30723682957414,84.98,0.34,True
MD,1.015361707372333,1.015603780312072,21.723764860875225,21.39,0.13,False
FI,1.0130830025080366,1.0150653431026473,68.18193909620481,67.17,-0.12,False
QUAD,1.0120250824685526,1.0138449360579502,6.356807749083347,6.27,,
FLOC,1.0113886809635233,1.0131109749964669,18.985699671433785,18.74,,
XOM,1.012415755057065,1.012610828500848,121.85758710179203,120.34,0.2,False
QCOM,1.0117817827322797,1.0119667776137757,173.09691731083635,171.05,0.21,True
LKQ,1.009971810052814,1.0114774011260832,30.546617514007714,30.2,0.29,True
IMXI,1.0106969631846061,1.0108647415649488,15.526882430437611,15.36,0.05,False
AHCO,1.0089116109653877,1.0102555027334619,10.062144807225282,9.96,-0.21,False
GDYN,1.0087669678194031,1.0100888289438639,9.12110212536309,9.03,0.28,True
ALK,1.008738466669496,1.0100559876246717,50.80581617752099,50.3,-0.21,False
BRZE,1.0082016717021145,1.0094375015104935,34.61361192679482,34.29,,
AENT,1.007852458844625,1.009035197618268,8.153004396755607,8.08,-0.12,False
AAPL,1.0086976020942242,1.008833747059208,274.26154247551625,271.86,0.17,False
DOX,1.0074474224404375,1.0085686358865258,81.1998608752242,80.51,0.11,False
SPB,1.007378160963445,1.008488859195011,59.58152180124125,59.08,0.31,True
FSLR,1.008265346716932,1.0083946692090087,263.4229394374693,261.23,0.27,True
PRU,1.0080742235812608,1.0082005313725517,113.80567598133364,112.88,0.09,False
CLS,1.007088230609142,1.0081549298019323,298.02067879874926,295.61,0.28,True
CCJ,1.0068864097855603,1.0079224982816464,92.21482936778781,91.49,0.3,True
STZ,1.0065963652157408,1.0075884864364195,139.00690758876846,137.96,0.04,False
HTO,1.0065367372367782,1.007519823159201,49.35839613656926,48.99,0.32,True
VERA,1.005892555054213,1.0067781074489828,50.98324336121649,50.64,,
LNTH,1.0057621763426754,1.0066280058927428,66.99109379216203,66.55,-0.13,False
COP,1.0055552231964806,1.0063897582259953,94.20814526753543,93.61,0.27,True
LFST,1.0055305833493844,1.0063613934338704,7.0847842097744484,7.04,,
WMT,1.005576958854206,1.005663981600325,112.04102419009222,111.41,0.08,False
SNPS,1.0049216429374142,1.0056604624020389,472.37883239948576,469.72,-0.37,False
SLB,1.0048574308121874,1.005586557395108,38.59441207282425,38.38,0.2,False
