symbol,actual1_T
AAPL,278.28
ACCO,3.79
ADV,0.898
AENT,7.21
AHCO,10.4
AHL,37.02
AII,20.25
ALAB,148.85
ALIT,2.11
ALK,51.4
AMTM,29.72
AMZN,226.19
ARCO,7.41766666666667
ARDT,8.79
ASIX,16.3
ASML,1080.85
ATR,121.47
AVGO,359.246122478807
AVNW,21.27
AXON,564.28
BA,204.38
BHVN,11.53
BIIB,174.1
BILL,54.55
BMRN,53.31
BRZE,33.14
BTM,1.42
BWMX,14.09
CAL,13.2302621722846
CBZ,53.45
CCJ,91.49
CDE,17.25
CG,58.35
CHA,13.65
CHE,430.06
CHMI,2.44415094339623
CIVI,28.8145342706503
CLDX,27.51
CLS,306.5
CMPS,6.74
CON,19.87
COP,95.54
COUR,8.08
CPRX,23.62
CRM,261.807615017075
CRNT,2.06
CRNX,50.49
CRTO,20.39
CSTM,18.35
CTRA,26.27
CVE,17.8827179753058
CVNA,455.68
CVS,78.7863171156038
CWAN,21.81
CWT,44.17
DAR,36.61
DAVA,6.64
DBRG,14.340651465798
DDI,9.05
DDL,2.04
DDOG,146.0
DHR,226.015979882067
DIS,110.847572815534
DOX,78.8339709021805
DUOL,196.28
DVN,37.2726833287558
DXCM,66.96
EEFT,78.51
EFX,220.83
ENOV,26.47
ERIE,285.865678070198
EVH,4.12
FANG,156.68
FINV,5.26
FLOC,18.62
FSLR,254.8
GDEV,16.64
GDYN,9.69
GE,299.463998845932
GOOGL,309.29
GPCR,67.06
HAL,28.62
HBM,18.68
HLF,14.74
HQY,96.79
HRTG,29.08
HTO,49.05
IBM,309.24
IDYA,34.02
IMCR,36.8
IMVT,26.42
IMXI,15.44
INSW,48.55
ITGR,72.72
JANX,15.3
KELYA,9.08
KINS,15.97
KNF,77.29
KO,70.52
KOP,29.01
KRO,5.11
LFST,6.91
LKQ,30.99
LNTH,66.62
LVO,5.15
LW,59.66
MA,571.066761853542
MANH,173.73
MATV,12.62
MAX,13.0
MD,22.5
MDB,419.0
MDLZ,53.5426688753911
MDXG,7.22
META,643.708082588132
MNKD,5.94
MPAA,13.77
MRVL,84.3641750720461
MSFT,478.53
MTDR,44.25
MU,241.045831875987
NESR,14.89
NRDS,14.44
NVDA,175.02
NX,16.4381671826625
PACS,34.79
PAR,36.89
PEP,150.65
PFE,25.4237921779141
PFGC,93.15
PG,141.841676432541
PMTS,17.67
PRCT,35.99
PRU,116.96
QUAD,6.42
RARE,36.23
RCI,36.22
RCKT,3.39
SBUX,85.35
SHOP,164.19
SLB,39.45
SLGN,40.04
SLP,19.17
SLVM,49.6736295990078
SMCI,32.33
SMP,37.99
SNDX,20.37
SNPS,452.95
SPB,61.33
SPGI,501.03
SPNT,22.45
SPRY,10.24
SSTK,18.78
STZ,146.454676767028
TBLA,4.05
TCOM,70.8
TEAD,0.6906
TNC,77.0
TRVG,2.92
TSLA,458.96
TWLO,132.92
TX,38.17
TXG,15.46
TXO,11.8
UAL,106.84
UBER,85.11
UHS,222.6
UIS,2.93
UPWK,21.95
UTL,49.0
UTZ,10.1685790527018
VCEL,36.54
VERA,49.8
W,97.31
WDAY,224.49
WELL,186.73
WMT,116.7
XPO,149.06
ZBH,91.3485235636603
ZM,89.52
ZTS,118.151881716086
