symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,a1_T,f10_over_a1_T_x,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b,f10_over_ma20_x,f1_over_prev_a1_x,rule2_ok,spy_trend_value,spy_trend_bin,persist_2of3_ok,rule_4a,stop_loss_pct
BHVN,1.0126592407973531,1.0758970036532522,13.706927826542435,12.74,12.66,1.082695720895927,0.23,True,-0.1193507804183429,0.7092079485026588,1.1573864583756173,1.0619493107146363,True,-0.0004060854809937453,<0,True,True,-0.24350028570955973
TEAD,1.0103172719523341,1.0747917280902133,0.7294611458548277,0.6787,0.6765,1.078286985742539,,,-0.6408044456205346,0.4775880469583779,1.068181499274898,1.0634097232763104,True,-0.0004060854809937453,<0,False,False,-0.17722310344033032
BWMX,1.006462799315542,1.051668917457115,19.161407676068634,18.22,18.47,1.0374340918282965,0.32,True,0.5189915630106379,0.7498900891847757,1.1523232808773272,1.0446658335411225,True,-0.0004060854809937453,<0,True,True,-0.2817061959049101
CRNT,1.0285492244965568,1.051314811581474,2.3654583260583166,2.25,2.31,1.0240079333585785,0.45,True,0.004105676544091441,0.5525785076346876,1.0598881288907236,1.0210533871596392,True,-0.0004060854809937453,<0,False,False,-0.09140249275778822
SMCI,1.0126139861887398,1.0441694313448333,32.16041848542087,30.8,31.2,1.0307826437634895,0.1,False,-0.2638095465736071,0.5691905450216818,1.0553222689599786,1.0306808351526886,True,-0.0004060854809937453,<0,False,False,-0.08713352763766968
SLP,1.003187457304671,1.0400983863524034,20.91637854954683,20.11,19.57,1.068798086333512,-0.33,False,0.01725952005179887,0.6802225790377054,1.0748948327019288,1.0366713078386331,True,-0.0004060854809937453,<0,True,True,-0.12540916721934559
ASIX,1.017046278858492,1.0372626991050464,17.40526809098268,16.78,16.52,1.0535876568391453,-0.09,False,-0.1536152934352223,0.2519156361429336,0.9983519611668394,1.0192339753995618,True,-0.0004060854809937453,<0,False,False,-0.03298125909240246
KELYA,1.0193997145941842,1.0334838937996855,10.44852216631482,10.11,10.1,1.0345071451796852,,,-0.11649815172462008,0.7185802655401327,1.0963246593898348,1.0130880397844628,True,-0.0004060854809937453,<0,True,True,-0.19884660639126406
UIS,1.0195893941475476,1.0333435531655442,2.945029126521801,2.85,2.785,1.0574610867223702,0.35,True,-0.2509264856624701,0.34009805039334196,0.9848607586268271,1.0127549075383655,True,-0.0004060854809937453,<0,False,False,-0.10129285707619329
UPWK,1.020781077512912,1.0323159258175674,22.576749297630197,21.87,21.3,1.0599412815788825,0.51,True,0.3345456320632676,1.0181741036701792,1.106459325032723,1.0315179275102702,True,-0.0004060854809937453,<0,True,True,-0.13068069781668334
CWAN,1.0288710012795537,1.0314649950004082,24.88925032935985,24.13,24.13,1.0314649950004082,0.29,True,0.13657238407008787,0.4189526184538609,1.0303547909157085,1.0303659656156465,True,-0.0004060854809937453,<0,False,False,-0.0055708428114895625
PG,1.025931599078016,1.0308758787140713,154.10563510896654,149.49,148.36,1.0387276564368193,0.15,False,-0.01697815309731776,0.9153232949512848,1.0729438323579013,1.0298864804111802,True,-0.0004060854809937453,<0,True,True,-0.0856817455501131
CRNX,1.0156821289154827,1.0308589741433885,54.14071332201076,52.52,52.965,1.0221979292364913,0.35,True,0.3975816409077362,0.5211568799298862,1.0368169205757907,1.0143532792241732,True,-0.0004060854809937453,<0,False,False,-0.15058297222183237
TX,0.9974463832859738,1.0302234776596837,43.68147545277059,42.4,43.35,1.0076464925667956,0.31,True,0.2875992650966459,0.6953723986856516,1.0661039087391841,1.0329586515622842,True,-0.0004060854809937453,<0,True,True,-0.12529272169859929
TNC,1.011096144997475,1.0290723658330538,78.65200092062031,76.43,75.57,1.0407833918303602,0.43,True,-0.007875467147476334,0.43241544071419663,1.021885872876478,1.0173608547524284,False,-0.0004060854809937453,<0,False,False,-0.04522151682198028
NX,1.0130146236742072,1.0286581427073682,19.09189512864875,18.56,18.52,1.030879866557708,-0.04,False,0.10807954769339134,0.7233167036888677,1.101444897374953,1.0149532917409902,False,-0.0004060854809937453,<0,True,True,-0.2267904700583896
KO,1.0223644623428991,1.027229694246116,74.53578661449819,72.56,73.545,1.013471841926687,0.18,False,0.04911433987198377,0.8088396425870779,1.0563641475549215,1.0263764484181461,False,-0.0004060854809937453,<0,True,True,-0.07070140884780673
KO,1.0223644623428991,1.027229694246116,74.53578661449819,72.56,73.545,1.013471841926687,0.18,False,0.04911433987198377,0.8088396425870779,1.0563641475549215,1.0263764484181461,False,-0.0004060854809937453,<0,True,True,-0.07070140884780673
UTZ,1.0106896737374824,1.0260912262710673,10.548217806066571,10.28,10.485,1.0060293568017713,-0.22,False,-0.1452209703571281,0.5384060212393023,1.0298278584813156,1.01483688851335,False,-0.0004060854809937453,<0,False,False,-0.050689476249307086
DDI,1.0289323451011863,1.0253354381473097,9.202385557372104,8.975,8.78,1.0481076944615153,0.34,True,-0.04379880887695642,0.7074235807860241,1.037414526506071,0.9954368876578383,False,-0.0004060854809937453,<0,True,True,-0.04365522980354042
SNPS,1.0277754271036128,1.024907061600244,515.5385010555387,503.01,502.7,1.0255390910195719,0.2,False,0.013199327796903138,0.47748966665675446,1.021831470961815,1.0238553397602164,False,-0.0004060854809937453,<0,False,False,-0.07048121929569673
MD,1.0134674637323642,1.0236592494721712,21.83465179124141,21.33,20.535,1.0632895929506407,,,0.2561393590332497,0.21298133170557917,0.9972756284165928,1.023142731651176,False,-0.0004060854809937453,<0,False,False,-0.0060920839372535784
DAVA,1.0131473491677851,1.0224532710633065,7.095825701179347,6.94,6.76,1.0496783581626254,,,-0.4009184765719416,0.7792248385080226,1.0635230367475041,1.0086939690861685,False,-0.0004060854809937453,<0,True,True,-0.10858820334456798
CDE,0.9963896338287478,1.0216785999810587,26.001720369517944,25.45,25.7,1.0117400921991417,0.27,True,0.898177153256362,0.8822423423752326,1.2229197803366543,1.0255176493440759,False,-0.0004060854809937453,<0,True,True,-0.3796452921865161
AHL,1.0231464427487609,1.0213211772843453,38.13613275979746,37.34,37.345,1.0211844359297755,0.39,True,,0.816921744152485,1.024330525399942,1.020443847878661,False,-0.0004060854809937453,<0,False,False,-0.008261023519471
