symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,a1_T,f10_over_a1_T_x,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b,f10_over_ma20_x,f1_over_prev_a1_x,rule2_ok,spy_trend_value,spy_trend_bin,persist_2of3_ok,rule_4a,stop_loss_pct
CSGP,1.0085222834375862,1.1942777056739315,61.77998571451247,51.73,52.34,1.1803589169757827,,,-0.20815402038505104,0.44389805546541516,0.9951833263182794,1.1838121293402402,True,,,False,False,0.1337466311219937
GDYN,1.0135269282581902,1.1766789698889009,8.419138029555086,7.155,7.265,1.1588627707577543,,,-0.15554650096770917,0.3394114521057524,0.9596099651855116,1.1603931647020211,True,,,False,False,0.09622909826826787
EPAM,1.0021987150258085,1.1507303577152643,210.95188917636224,183.32,184.67,1.142318130591662,,,0.19682484790848553,0.4703706443737513,0.996835809104284,1.1481123192552216,True,,,False,False,0.11892420490113853
CTSH,1.0262825478320066,1.1426013388090461,85.12379974127394,74.5,76.71,1.1096832191536168,,,0.09955983125317447,0.456093920830224,1.0204732873941924,1.141490249062841,True,,,False,False,0.09431853165384263
IQV,1.0034517792192956,1.1399350334358622,232.14776955921334,203.65,202.285,1.1476272069565878,,,0.20751276288194642,0.41133513813780176,0.9867367096752274,1.1358685973335947,True,,,False,False,0.13401743702017677
DAVA,1.0178453477911311,1.1380061636448544,6.378524547229409,5.605,5.565,1.1461859024670995,,,-0.4438908068477061,0.2926737397200075,0.9693511667167274,1.1173154636501599,True,,,False,False,0.10842882617303773
NDAQ,1.029480150677805,1.1368097392412897,99.70958222885352,87.71,88.49,1.1267892669098603,,,0.08330880847221134,0.43021750959601174,1.0199529683083248,1.1355736398332983,True,,,False,False,0.10113445518024466
SPGI,1.0045285703181364,1.132914891874646,530.4080940778717,468.18,465.51,1.1394128892566684,0.18,False,0.027848688112808828,0.4871845022310561,1.003065684439806,1.127618459190156,True,,,False,False,0.11191034253916055
MAX,1.0154540301370378,1.1103293918030985,10.25944358026063,9.24,8.98,1.1424770133920523,0.13,False,-0.09839804652910078,0.24150164484293338,0.9428335781152074,1.0928058990817915,True,,,False,False,0.08837388480298158
JKHY,1.0283900788365408,1.1094616048845378,184.3481402676148,166.16,173.78,1.0608133287352677,,,0.05094854000384785,0.3126016507318857,1.0012853095413095,1.1082986178078182,True,,,False,False,0.06174812930001039
ACN,1.0025190959578558,1.1092060400845316,267.5626809891907,241.22,241.62,1.1073697582534174,,,-0.00652966837774871,0.3697021830161962,0.9780735514073492,1.1063156821232254,True,,,False,False,0.07872221069621643
SLP,1.0104242279476083,1.1020274157676737,16.971222202822176,15.4,14.82,1.1451566938476503,-0.33,False,-0.13192916707645963,0.1901845832365915,0.8977107750765498,1.0902372504085176,True,,,False,False,0.1029104032839776
MCO,1.0030173701987808,1.1015324663926809,518.8438223202805,471.02,461.16,1.1250841840582022,,,0.05138241384225628,0.4527017693669702,0.9962123364376523,1.0980960578223298,True,,,False,False,0.08555710630976288
SNPS,1.0056935115759549,1.0996056248697597,460.888701607911,419.14,418.98,1.1000255420495273,0.2,False,-0.07998036552039112,0.19207359274829808,0.9276778051275554,1.0931499914455443,True,,,False,False,0.11780798738671927
MSCI,1.0220957854763733,1.0993053147343874,638.7733392327106,581.07,570.94,1.1188099261440965,,,0.1105774256006451,1.110185318201408,1.078154872630822,1.0984029334773326,True,,,True,True,-0.022590754901030463
MSCI,1.0220957854763733,1.0993053147343874,638.7733392327106,581.07,570.94,1.1188099261440965,,,0.1105774256006451,1.110185318201408,1.078154872630822,1.0984029334773326,True,,,True,True,-0.022590754901030463
MTCH,1.0051157739177299,1.0977708790144431,31.725578403517403,28.9,30.61,1.03644490047427,,,-0.033185583000741814,0.5284082015964934,1.0087848824462675,1.0919766679707232,True,,,False,False,0.058677441418391485
DDOG,1.0145285142877265,1.0965189519169676,131.20945778638435,119.66,115.71,1.1339508926314437,0.15,False,-0.06266660274931746,0.550823768942941,1.0286323138669111,1.080234976491954,True,,,False,False,-0.03387681291321398
SSTK,1.0100320337218496,1.0896091872428273,20.26128283678037,18.595,19.09,1.0613558322043148,-0.02,False,0.026426774211732118,,,1.0783861102876087,True,,,True,True,-0.025104948426351026
TEAD,1.0143219401166539,1.0841835959725583,0.6610267384644688,0.6097,0.5868,1.1264941009960272,,,-0.6409364474628678,0.4157303370786514,0.9970237382571173,1.0683085052837415,True,,,False,False,-0.003056365867791788
MDB,1.0054434436098985,1.083665780574796,375.0133800257139,346.06,337.6,1.1108216232989154,,,0.28003890812694876,0.2848336261534926,0.952665348290189,1.0775816462965633,True,,,False,False,0.05068944003633624
NWSA,1.0098757942066623,1.0825384739518582,27.074287233535973,25.01,24.69,1.0965689442501405,,,-0.03400992331980146,0.653396484041645,1.0251334595534343,1.071560182453899,True,,,False,False,0.039561964043596465
ABNB,1.002503225799872,1.078745894840199,131.68790511261727,122.075,124.61,1.0568004583309307,,,0.022399988787937142,0.41517627143593155,0.9915645653853999,1.0759525744438234,True,,,False,False,0.04634622003619526
UIS,1.0228415636347599,1.078459847115522,2.7608572086157364,2.56,2.42,1.1408500862048498,0.35,True,-0.2859418135485241,0.2655819084390512,0.9374727363720667,1.0534846576096013,True,,,False,False,-0.01810470135151976
GPCR,1.0045393408650014,1.077930380018863,90.30900723798035,83.78,81.26,1.1113586910900854,0.16,False,1.603703263613363,0.6779064897212135,1.0797540276066686,1.0728790713568421,True,,,True,True,-0.2803470185194116
TBLA,1.0047837409045224,1.074118662700059,4.0923921048872245,3.81,3.74,1.0942224879377604,0.04,False,0.12776746377012382,0.40353112486348763,0.9925763048477381,1.0688155035326066,True,,,False,False,0.04865939838650157
HQY,1.0098100785846054,1.0722492136738673,88.05310542689799,82.12,81.34,1.0825314166080402,0.28,True,-0.0815788363360197,0.5377335313030749,1.0195638832017921,1.0614469227144763,True,,,False,False,-0.05406188532279077
KELYA,1.015420325114784,1.0703729580375438,11.388768273519467,10.64,10.79,1.0554928891120916,,,-0.02069750142213289,0.9736004815547336,1.1288861846180769,1.0535163512740517,True,,,True,True,-0.19330154664546062
NWS,0.9983746932517703,1.0687355291742833,30.822332661386326,28.84,28.09,1.0972706536627386,,,-0.025424798646703883,0.6702695212360557,1.0142762117704502,1.070539790212255,True,,,False,False,0.03408597917750833
IBM,0.9990899400505252,1.0681917124733264,314.40086673227415,294.33,289.04,1.087741719942825,0.28,True,0.13731220960107882,0.9950659813481744,1.046950703650412,1.0692007375722268,True,,,False,False,-0.023460674120241
AKAM,1.013310055837434,1.066961286913274,97.93637652576943,91.79,91.92,1.0654523120732096,,,0.19478020891034253,0.6551263285177876,1.0451563579933774,1.066429129546947,True,,,True,True,-0.09505376435264334
UTZ,1.009816139788187,1.0636322599305672,10.790549276995604,10.145,10.5,1.027671359713867,-0.22,False,-0.10627533755486318,0.9062811565304087,1.0473007684016231,1.0529102235455454,True,,,True,True,-0.04050270974694592
DDI,1.0295282514083954,1.0630454607256796,9.110299598419074,8.57,8.73,1.0435623824076832,0.34,True,-0.057622985013959016,0.45109416445623396,1.030635171493758,1.0314271511350315,True,,,False,False,0.002706454202243247
PRU,1.0175544794016904,1.0626311467465563,113.712159013349,107.01,102.17,1.11297013813594,0.06,False,0.06615566521643279,0.5005235714554215,1.0179210046472837,1.0619350546277093,True,,,False,False,-0.022874671427573934
RVTY,1.0022672264436827,1.062009242909824,107.36913445818321,101.1,103.83,1.0340858562860755,,,0.12660142779293837,0.3740073406740073,0.9784562416678199,1.0595179372515888,True,,,False,False,-0.014716457575607467
CBRE,1.024203310706828,1.0619598417809888,173.52423814701356,163.4,165.85,1.0462721624782247,,,0.12558934598048443,0.6268402838876194,1.0324982559881803,1.0610069346298772,True,,,True,True,-0.0005721191291848671
CRL,1.000314177329046,1.0590977533298864,213.2969920318725,201.395,201.62,1.0579158418404548,,,0.276300273552774,0.3601345570506342,0.9837673425771216,1.058752798829756,True,,,False,False,0.037032042252134856
NCLH,1.0045806903245766,1.0562016405383337,23.764536912112508,22.5,22.29,1.0661523962365413,,,0.09574818186453316,0.7179073805052618,1.0604434141951142,1.051207275369527,True,,,False,False,-0.1287444670651745
LRCX,1.0212157080179047,1.0544050284488424,242.61859704607866,230.1,209.78,1.1565382641151618,,,0.8432314213914187,0.8018527257432446,1.0890110645370426,1.0535732619904679,True,,,True,True,-0.15845094801796822
BHVN,1.0185294265871765,1.053636020298687,12.000914271202046,11.39,10.98,1.0929794418216798,0.23,True,-0.17621902057699723,0.3861635220125786,0.9908284570014899,1.033758309980698,True,,,False,False,-0.13067390265877643
BLK,1.005097611569518,1.0527037385271731,1126.2245676259108,1069.84,1077.15,1.0455596412996433,,,0.05218564912973811,0.5881821168703668,1.0141772507822384,1.0471670255147103,True,,,False,False,-0.0009443702795763897
NXPI,1.0038947500059074,1.0519121937977782,232.11494468341772,220.66,226.86,1.023163822107986,,,0.0729432391296474,0.3562128883197618,0.9909477550284596,1.047680071180074,True,,,False,False,0.017648525387789382
CPAY,1.0049304433702866,1.049133565541195,306.59879319375887,292.24,300.19,1.0213491228680465,,,-0.023869679382156672,0.1689551857645147,0.9599556439688932,1.043795694186249,True,,,False,False,0.042246402335346156
ZM,1.001001463719515,1.0478068217654601,92.97189929524927,88.73,90.83,1.0235814080727654,,,0.14274006585844856,0.7726955149309617,1.0632687360003439,1.0467197228097,True,,,True,True,-0.12936179203991183
FTNT,1.018883418826364,1.0447579786809766,82.84930770940144,79.3,81.12,1.0213178958259546,,,-0.08997992783873299,0.7165993588409185,1.045958258649919,1.0440227444497219,True,,,True,True,-0.06367187338295244
LLY,1.0026106519277738,1.0446836059540165,1047.263974460723,1002.47,1107.94,0.9452352784994881,,,0.22022692693842627,0.37034404094183354,0.9891957131117787,1.0418626988386352,True,,,False,False,0.009792752159776263
CRNT,1.0262517551214818,1.0433859806906485,2.46239091442993,2.36,2.33,1.0568201349484678,0.45,True,0.06297811777263829,0.8881629515757121,1.0757496349628353,1.015707848597507,True,,,True,True,-0.09264462329589185
BWMX,1.0069572473491564,1.0424942841406244,18.889996428628116,18.12,18.0,1.0494442460348954,0.32,True,0.5298084065992374,0.7515000218981295,1.0738138549087979,1.0350248544532368,True,,,True,True,-0.1735583865288307
TROW,1.0028408338545305,1.0418633302271512,106.95768948111935,102.66,97.02,1.1024292875811106,,,0.06893074852213954,0.631498212132112,1.0147114468784744,1.0417512630404782,True,,,False,False,0.00852910653539607
CG,1.0040258492569896,1.0406631405413769,60.63944119934604,58.27,58.39,1.0385244254041108,-0.03,False,0.08092620117834559,0.309637260810607,0.9720741117053299,1.0363359089750732,True,,,False,False,0.00013056990353055298
PFE,1.002001656250019,1.0389326684513118,26.72134823256774,25.72,26.78,0.9978098667874435,0.13,False,0.11805409939190614,0.9243234549036959,1.0436069890242352,1.036780403125251,True,,,True,True,-0.05599431807740651
ORLY,1.028150892488355,1.0382399930356003,100.81310332375678,97.1,96.74,1.0421036109546908,,,0.013372044331537492,0.6162810833275615,1.0428905761403249,1.037160581744808,True,,,True,True,-0.0816479952855883
PPL,1.027586274123555,1.0378777373337447,36.82390212060126,35.48,35.13,1.0482181076174568,,,0.016222104958551142,0.4849911712772224,1.0265646935017496,1.0368197637098404,True,,,False,False,-0.04055404814902297
VRTX,1.0230080910612738,1.0374401176407542,483.0424931747115,465.61,470.52,1.0266141570490341,,,0.08171619805895647,0.6552350742402626,1.0405487349175961,1.0365541487996042,True,,,True,True,-0.06056549643147813
MU,0.9946650600535987,1.0373780642574348,435.1178552721385,419.44,379.4,1.1468578156882934,0.31,True,1.4143959322557342,0.8911539269570404,1.1447984457904232,1.0431480811137777,True,,,True,True,-0.29741928733099754
DHR,1.0047309096148345,1.0373383293850367,224.6356152283297,216.55,219.49,1.023443506439153,0.23,True,0.07388782770113411,0.22822483190282894,0.9674604753342279,1.032273058663027,True,,,False,False,0.01985256018155268
IVZ,1.002608591321266,1.0364639634925832,27.492206631640766,26.525,26.82,1.0250636327979405,,,0.3008153231394213,0.28442301898162076,0.9774833027551783,1.0336674547646052,True,,,False,False,0.015336893404083618
RJF,1.0268258239917918,1.0344862726081896,171.90058391930285,166.17,169.89,1.0118346219277348,,,0.052398555546192105,0.31067072416437935,1.0179432400526016,1.0334600657522153,True,,,False,False,-0.007161432614688712
SW,1.0069007482451133,1.0343145244031013,42.293120902842816,40.89,44.39,0.9527623541978557,,,0.0117377004909196,0.4016184589251172,0.9980206457003283,1.026963472445862,True,,,False,False,-0.02089079194784571
FOXA,1.002979781766034,1.0331440613341307,72.59903318994937,70.27,67.73,1.0718888703668885,,,0.19144032921810683,0.48204667863554657,1.0014212258600388,1.0330275127358377,True,,,False,False,0.0021721228287381322
