bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,82,-9.700263811969617,
0-2%,6,1.0186592415948992,
2-5%,16,3.3133918806755327,
5-10%,21,7.169090082136013,
10-20%,28,14.12954429945171,
>20%,26,134.08171083530075,
