bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,23,-3.2735920380796033,
0-2%,28,1.1234088563922169,
2-5%,38,3.450626501245685,
5-10%,40,7.12442550674279,
10-20%,34,14.369066245308504,
>20%,25,36.317339809549814,
