symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x
BHVN,0.997839881663739,14.948118482246315,20250924,14.16,20250923,1.0556580849044008
ALIT,0.9985604086017031,3.3446204028507487,20250924,3.17,20250923,1.0550853005838323
HBM,0.9979139068287005,14.179879525721814,20250924,13.44,20250923,1.05505055994954
CVNA,1.0168068259287588,397.5267051316646,20250924,378.18,20250923,1.0511573989414156
DDOG,1.0409138299903145,144.10552062665673,20250924,137.49,20250923,1.048116376657624
WDAY,1.0428637385160053,250.7943949302392,20250924,240.32,20250923,1.0435851986111817
SMP,1.0417704109460768,41.30798150029364,20250924,39.62,20250923,1.042604278149764
MDLZ,1.0406530364185516,66.45805153886447,20250924,63.82,20250923,1.0413358122667575
MATV,0.9997319926952328,12.199916707671306,20250924,11.74,20250923,1.0391751880469597
MRVL,1.0374507655326146,77.46136474024222,20250924,74.62,20250923,1.038077790675988
META,1.0362110389999983,783.2112379168585,20250924,755.4,20250923,1.0368165712428628
HRTG,1.0395525246133812,28.241867192584245,20250924,27.25,20250923,1.0363987960581373
PFGC,1.0351335469937706,108.22242877097189,20250924,104.49,20250923,1.0357204399557076
IMXI,1.0264856242660612,14.839056126093237,20250924,14.33,20250923,1.0355238050309308
DUOL,0.9995340514689928,309.77786308947475,20250924,299.5,20250923,1.0343167381952412
AXON,1.0358644907761079,804.2131655053095,20250924,777.58,20250923,1.0342513509932219
AMZN,0.9998391069030055,227.74112105363406,20250924,220.71,20250923,1.03185683047272
JANX,0.9977065022717148,23.67501880922525,20250924,22.98,20250923,1.030244508669506
UHS,1.0292018728161116,200.50062102188855,20250924,194.72,20250923,1.0296868376226815
ZM,1.0290616118081815,85.01975841653307,20250924,82.58,20250923,1.0295441803891143
ASIX,0.9996026337059097,19.984087712893448,20250924,19.43,20250923,1.0285171236692459
AHL,1.0264479165239635,37.67644553261059,20250924,36.7,20250923,1.0266061453027409
EVH,0.9992122763522969,8.610582411390295,20250924,8.39,20250923,1.0262911098200589
DDL,0.9997120255669275,2.071809574451199,20250924,2.02,20250923,1.0256483041837618
MA,0.9998959427711445,584.674492706465,20250924,570.16,20250923,1.0254568765021486
KELYA,0.9991201220850299,13.766760726020221,20250924,13.44,20250923,1.0243125540193618
BILL,1.0257648749523485,54.77809201441247,20250924,53.52,20250923,1.023506950941937
MDB,1.022946324992879,326.3997571467119,20250924,318.96,20250923,1.0233250474878102
CWAN,0.9993641978026839,18.60589189060491,20250924,18.19,20250923,1.02286376528889
UBER,1.0223220130202841,100.00887493849304,20250924,97.79,20250923,1.0226902028683202
AVGO,1.0226601775236395,346.59371287757335,20250924,338.94,20250923,1.022581320816585
EEFT,0.9995739943156711,89.30540531102682,20250924,87.37,20250923,1.0221518291292986
