symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b,f10_over_ma20_x,f1_over_prev_a1_x,rule2_ok,spy_trend_value,spy_trend_bin,persist_2of3_ok,rule_4a,stop_loss_pct
QCOM,1.0151345210825935,1.1008670762654686,171.53710782368532,155.82,0.18,False,-0.02025571941914539,0.12647668103689602,1.0140344391130762,1.100243867058718,True,-0.0004060854809937453,<0,False,False,-0.028995088184004314
DDI,1.0289323451011863,1.033395346139484,9.202385557372104,8.905,0.34,True,-0.051781968417577984,0.6069090402563013,1.0423852605709094,1.0032617705479057,True,-0.0004060854809937453,<0,True,True,-0.04892407217264516
CRNT,1.0285492244965568,1.0329512340866012,2.3654583260583166,2.29,0.45,True,0.022549676267023866,0.7052086173984186,1.0680234450326516,1.0032183934974621,True,-0.0004060854809937453,<0,True,True,-0.11292281978478658
BIIB,1.0289276631717943,1.0293896989613998,176.6329784447866,171.59,0.14,False,0.18989418616826903,0.3192807358232099,1.0013661529138884,1.0282907887279813,False,-0.0004060854809937453,<0,False,False,-0.049442438009615786
CWAN,1.0288710012795537,1.0293321062597125,24.88925032935985,24.18,0.29,True,0.13949641609998165,0.565379825653795,1.0302268442137443,1.028235349475002,False,-0.0004060854809937453,<0,False,False,-0.00751080777929336
PRU,1.0278132569725313,1.0282570045269832,110.73299681751082,107.69,0.06,False,0.03262318315277524,0.022603952064532865,0.9690384858582739,1.0272004468711449,False,-0.0004060854809937453,<0,False,False,-0.002893181546575252
SNPS,1.0277754271036128,1.0282185545294855,515.5385010555387,501.39,0.2,False,0.011927827561152737,0.49345269873649006,1.0272085347691369,1.0271634345575031,False,-0.0004060854809937453,<0,False,False,-0.07410609244956401
PG,1.025931599078016,1.0263445561702733,154.10563510896654,150.15,0.15,False,-0.013101464211700442,1.0773153263761006,1.0769335359163876,1.0253595068709114,False,-0.0004060854809937453,<0,True,True,-0.08765946970167493
KOP,1.0216082592180968,1.024914116539849,29.691761956159425,28.97,0.04,False,-0.0029563703068913316,0.729073988853096,1.057624918293062,1.0024333968936074,False,-0.0004060854809937453,<0,True,True,-0.09843466761609387
AHL,1.0231464427487609,1.0235140300536087,38.13613275979746,37.26,0.39,True,,0.6586666666666664,1.0251510802219719,1.0226348169562323,False,-0.0004060854809937453,<0,False,False,-0.006627858141598164
