bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,28,-3.643098061760653,
0-2%,25,1.2473759906733752,
2-5%,39,3.2639608775686497,
5-10%,32,7.647769564806285,
10-20%,34,14.097502824179829,
>20%,30,34.92395700864465,
