symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x
IMXI,1.025919424611784,14.86152600752369,20250918,14.51,20250917,1.024226465025754
MA,1.0254982389467648,599.3630684433581,20250918,586.42,20250917,1.0220713284733776
GDYN,0.9992396326402643,7.777945945302455,20250918,7.61,20250917,1.0220691123919126
EEFT,0.999604467844516,91.26950322217108,20250918,89.3,20250917,1.0220549073031477
RCI,1.0172707498696023,36.520019920318724,20250918,35.8,20250917,1.0201122882770595
MANH,1.0144293669837727,218.4676297201632,20250918,214.27,20250917,1.0195903753216184
COUR,0.9999149104497745,11.262906104665005,20250918,11.06,20250917,1.018345940747288
FSLR,1.0180810994533116,208.91007936381962,20250918,205.25,20250917,1.0178322989711066
DOX,0.9997839988447303,85.38593502484088,20250918,83.98,20250917,1.0167413077499508
WELL,0.9999373114803846,167.85190723163123,20250918,165.21,20250917,1.0159912065349024
DDOG,0.9998269455192026,136.15145422294884,20250918,134.59,20250917,1.0116015619507306
KINS,0.9994039756324751,13.734836708941128,20250918,13.61,20250917,1.0091724253446825
ATR,0.9997048343374992,136.37208635577213,20250918,135.21,20250917,1.0085946775813337
ZM,1.0234591907745085,85.67548142092983,20250918,85.2,20250917,1.005580767851289
AVGO,1.0045505923259384,361.53415620386977,20250918,360.0,20250917,1.0042615450107493
FANG,0.9996927237949184,138.83939655719752,20250918,138.42,20250917,1.0030298841005456
W,0.9768358187742268,87.50156680052697,20250918,87.24,20250917,1.0029982439308458
AAPL,0.9957124878116422,238.64582355835623,20250918,238.15,20250917,1.0020819800896754
INSW,1.0354040819108046,48.474236520055236,20250918,48.42,20250917,1.0011201263951928
SHOP,0.9999038674309673,146.8628126140855,20250918,147.21,20250917,0.9976415502621119
SPGI,0.9998491785353641,538.3062099807939,20250918,541.29,20250917,0.9944876313635832
TRVG,0.9996897647499566,3.343145783400263,20250918,3.37,20250917,0.9920313897330157
EFX,1.0304877574139946,257.4084518499706,20250918,260.58,20250917,0.9878288888248163
TXO,0.9994444721665441,13.883398636529579,20250918,14.07,20250917,0.9867376429658549
MDB,0.9941879384810512,322.8223298042888,20250918,327.37,20250917,0.9861084699400947
MDLZ,0.9997972367093124,61.77798907953842,20250918,62.7,20250917,0.9852948816513305
UPWK,1.0382728345875756,16.820019920318728,20250918,17.1,20250917,0.9836268959250717
TCOM,1.0335445111150559,75.27242908842717,20250918,76.58,20250917,0.9829254255474951
XPO,1.0140922707828937,132.78499952381708,20250918,135.4,20250917,0.9806868502497568
TX,1.0007857675934864,34.607610434755,20250918,35.4,20250917,0.97761611397613
CCJ,1.031248461042053,78.25963794225487,20250918,80.23,20250917,0.9754410811698225
MSFT,0.9997629081292755,495.3561925604356,20250918,509.04,20250917,0.9731184043698641
UIS,0.9990385813217106,3.891354780082856,20250918,4.0,20250917,0.972838695020714
AXON,0.9997881890789242,728.8782124093268,20250918,750.67,20250917,0.9709702164857086
HBM,1.0411426622640163,13.252128378914621,20250918,13.66,20250917,0.9701411697594892
DUOL,0.9992842039359351,271.77026880525705,20250918,280.74,20250917,0.9680496858490313
CG,1.0167734393566497,64.83684711353787,20250918,66.98,20250917,0.9680030921698696
META,0.9998546538921664,752.7818052491231,20250918,779.0,20250917,0.9663437808076034
NVDA,0.9997653595626046,167.13894057237187,20250918,174.88,20250917,0.9557350215712024
MNMD,0.9983203580527675,9.267276630529675,20250918,9.71,20250917,0.9544054202399253
CLS,0.9829355827705012,238.47317375914668,20250918,254.39,20250917,0.937431399658582
UBER,0.9998338568644151,91.03586851796003,20250918,97.83,20250917,0.9305516561173467
GOOGL,0.9941866039837888,233.61194814368028,20250918,251.16,20250917,0.9301319801866551
SSTK,0.9996653600222717,20.13043261218076,20250918,22.0,20250917,0.9150196641900344
ASML,1.0183575229658954,796.2858396692117,20250918,878.42,20250917,0.9064978480330727
BTM,0.9989211941254343,3.531564498976207,20250918,3.91,20250917,0.9032134268481348
SMCI,0.9997642686285596,40.438911247440515,20250918,44.91,20250917,0.9004433588831111
SLP,0.9991823983514374,13.874423858351456,20250918,15.43,20250917,0.8991849551750781
CVE,0.9888472531839649,15.769277154330885,20250918,17.57,20250917,0.8975115056534368
CDE,0.9732153173329537,14.270903715814034,20250918,16.27,20250917,0.8771299149240341
MU,1.0360814633803994,136.18927588450978,20250918,158.82,20250917,0.8575070890600037
LVO,0.9967969531759903,0.447863650973794,20250918,0.53,20250917,0.8450257565543282
TSLA,0.9716054845522428,340.72203068205266,20250918,421.62,20250917,0.8081258732556631
ALAB,0.9796322577881034,187.24417771146489,20250918,238.79,20250917,0.784137433357615
