symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x
SNPS,0.9999173489469442,598.2899490087458,20250918,425.97,20250917,1.4045354109649641
NX,0.9991566510371291,18.22664747384962,20250918,15.23,20250917,1.196759518965832
PAR,0.9994346291896031,48.38298876208314,20250918,42.42,20250917,1.140570220699744
ALK,1.0311298400472706,65.37552157902255,20250918,57.6,20250917,1.1349916940802525
STZ,0.9997614476690121,148.5374659529214,20250918,134.68,20250917,1.1028917875922288
SPRY,0.9978365030347741,10.217169965556103,20250918,9.41,20250917,1.0857778921951224
TXG,1.0198118819187285,14.241124426596404,20250918,13.13,20250917,1.0846248611269156
PFE,1.0394900715149407,25.878995730226503,20250918,23.9,20250917,1.082803168628724
ZBH,1.0121231679506792,107.03271051253155,20250918,99.12,20250917,1.0798296056550802
AMTM,0.9998875469045454,24.248268916366403,20250918,22.65,20250917,1.0705637490669495
DAVA,0.9991536158471114,10.206214861668862,20250918,9.63,20250917,1.0598353958119273
PEP,1.0132433358924011,148.360381025698,20250918,140.03,20250917,1.0594899737606083
PRU,1.0233588899126642,108.22003952318217,20250918,102.15,20250917,1.0594228049259145
UHS,1.0366051940975185,197.19580141585055,20250918,186.26,20250917,1.0587125599476568
MD,1.0,17.07,20250918,16.13,20250917,1.0582765034097954
HLF,0.9867192105430996,9.726967905271344,20250918,9.21,20250917,1.0561311514952598
LNTH,0.9994013818053616,54.84961647434167,20250918,51.98,20250917,1.0552061653393936
CBZ,0.9993698820353764,58.06100121426644,20250918,55.4,20250917,1.048032512892896
MATV,1.0311847276918276,12.824076205139601,20250918,12.25,20250917,1.0468633636848654
SLGN,0.9996880224291984,45.21278265424358,20250918,43.27,20250917,1.0448990675813168
CVNA,1.0303336162981325,380.2554991190616,20250918,364.59,20250917,1.0429674404648006
FINV,0.9995697899851976,7.920336145458009,20250918,7.64,20250917,1.036693212756284
SLVM,1.0450926743158828,47.460822764718024,20250918,45.82,20250917,1.0358101869209522
HAL,1.0495878341183733,23.214457548292884,20250918,22.42,20250917,1.0354352162485674
PFGC,1.027309649528546,108.34670608403042,20250918,104.74,20250917,1.0344348489978081
SMP,1.0391377223113167,41.5813650576975,20250918,40.23,20250917,1.033590978317114
CVS,1.0277430005901755,75.86082276471802,20250918,73.48,20250917,1.0324009630473328
BILL,1.0277377824444702,52.99331288392247,20250918,51.37,20250917,1.0316004065392734
HTO,0.9997777375926202,49.823584982778044,20250918,48.31,20250917,1.0313306765220045
LW,1.0236282400772403,59.39307193536611,20250918,57.74,20250917,1.0286295797604106
UAL,1.0047736353543264,107.10706814177553,20250918,104.2,20250917,1.0278989265045635
AHL,1.0270450062707557,37.61652584879605,20250918,36.61,20250917,1.027493194449496
MDXG,0.9993017358564851,7.155159680005079,20250918,6.97,20250917,1.026565233860126
VCEL,0.9994258954181383,34.10941036650212,20250918,33.23,20250917,1.0264643504815565
AMZN,1.0327832575468014,240.073471929017,20250918,234.05,20250917,1.025735833920175
