symbol,actual1_T
AAPL,246.7
ACCO,3.93
ADV,0.7909
AENT,7.65
AHCO,10.4
AHL,37.32
AII,18.81
ALAB,183.75
ALIT,1.53
ALK,47.6
AMTM,34.39
AMZN,231.0
ARCO,7.41
ARDT,8.3
ASIX,16.17
ASML,1326.07
ATR,123.82
AVGO,332.6
AVNW,21.07
AXON,620.52
BA,249.0
BHVN,12.68
BIIB,165.38
BILL,45.0
BMRN,56.31
BRZE,24.21
BTM,1.28
BWMX,18.52
CAL,13.5
CBZ,46.17
CCJ,115.8
CDE,22.87
CG,61.81
CHA,12.09
CHE,449.59
CHMI,2.66
CIVI,26.48
CLDX,25.14
CLS,310.76
CMPS,7.31
CON,21.91
COP,95.52
COUR,6.35
CPRX,23.38
CRM,220.07
CRNT,2.31
CRNX,55.69
CRTO,19.85
CSTM,21.98
CTRA,26.22
CVE,17.68
CVNA,442.29
CVS,79.450971264023
CWAN,24.33
CWT,44.69
DAR,40.42
DAVA,6.43
DBRG,15.35
DDI,8.72
DDL,2.69
DDOG,117.0
DHR,234.33
DIS,110.34
DOX,82.21
DUOL,148.58
DVN,36.29
DXCM,70.73
EEFT,71.97
EFX,208.35
ENOV,23.09
ERIE,286.88
EVH,3.94
FANG,148.7
FINV,5.12
FLOC,20.1
FSLR,242.11
GDEV,15.49
GDYN,8.71
GE,312.34
GOOGL,322.0
GPCR,91.02
HAL,32.06
HBM,24.69
HLF,16.93
HQY,84.0
HRTG,25.67
HTO,52.67
IBM,291.35
IDYA,35.75
IMCR,33.33
IMVT,26.14
IMXI,15.47
INSW,56.25
ITGR,85.15
JANX,13.15
KELYA,9.73
KINS,15.76
KNF,76.97
KO,71.75
KOP,28.16
KRO,5.24
LFST,7.18
LKQ,32.7
LNTH,65.88
LVO,4.11
LW,43.51
MA,531.74
MANH,166.01
MATV,12.17
MAX,11.24
MD,21.73
MDB,384.82
MDLZ,57.99
MDXG,5.39
META,604.12
MNKD,5.49
MPAA,12.72
MRVL,79.8
MSFT,454.52
MTDR,42.96
MU,365.0
NESR,18.345
NRDS,12.81
NVDA,178.07
NX,18.26
PACS,35.69
PAR,34.08
PEP,147.66
PFE,25.0992331288344
PFGC,95.35
PG,145.972601761296
PMTS,13.29
PRCT,30.31
PRU,108.35
QUAD,6.01
RARE,22.63
RCI,36.53
RCKT,3.64
SBUX,93.66
SHOP,144.5
SLB,46.45
SLGN,42.05
SLP,20.26
SLVM,50.14
SMCI,31.41
SMP,38.42
SNDX,20.23
SNPS,510.97
SPB,62.45
SPGI,519.04
SPNT,19.83
SPRY,10.45
SSTK,18.02
STZ,163.64
TBLA,4.09
TCOM,60.47
TEAD,0.63
TNC,77.1
TRVG,2.81
TSLA,419.25
TWLO,119.72
TX,42.33
TXG,22.05
TXO,10.88
UAL,108.57
UBER,83.72
UHS,199.87
UIS,3.03
UPWK,19.49
UTL,50.21
UTZ,10.46
VCEL,36.29
VERA,44.83
W,107.89
WDAY,182.99
WELL,188.0
WMT,118.71
XPO,145.9
ZBH,86.8
ZM,81.32
ZTS,123.24
