bin,count,mean_delta_f10_act_pct
<0%,53,-0.00835218803118145
0-2%,12,0.7115635667949277
2-5%,25,0.3945062102809767
5-10%,38,8.529095342227084
10-20%,18,16.25826180159401
>20%,23,38.03213460197982
