symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2
AII,1.0000427722470056,1.2430889922635138,24.961226964651356,20.08,,
PAR,1.017559681312016,1.2019108971485177,39.68709782384406,33.02,,
DDOG,1.0037343226110567,1.1727118127477416,185.80445961175218,158.44,,
TXO,1.0132988905993523,1.1111915873480056,13.76766376724179,12.39,,
HRTG,1.0037348668111266,1.107035014053015,31.27373914699767,28.25,,
ZM,1.0251732319087994,1.098903643356685,86.37382636783543,78.6,,
BABA,1.0031090857156892,1.090801499455855,175.32452500753956,160.73,,
MDB,1.0117072893761483,1.0791607569329613,356.802921064745,330.63,,
GPCR,1.0265841396319486,1.0750544181748456,37.949420961572045,35.3,,
CRTO,1.0194117779916023,1.0730021658262057,21.234712861700608,19.79,,
BRZE,1.014918334474171,1.0673184838324308,29.23385327217028,27.39,,
MAX,1.0075343577674767,1.0670925168787375,12.527666148156378,11.74,,
HAL,1.0025995600963518,1.0666767880527888,27.38159314931509,25.67,,
CVX,1.0240734834480152,1.0642029910275956,159.36439790638244,149.75,,
FI,1.0154262774613105,1.0639025388539531,64.54696703226934,60.67,,
MU,0.9647051412106106,1.0627778266636096,237.98783872478214,223.93,,
LKQ,1.0095528421539781,1.0595499682095493,30.88588157330836,29.15,,
COP,1.0063444481453918,1.0511290005483247,92.03685528801131,87.56,,
SBUX,1.0284265670257828,1.0466580052685006,87.22847815907684,83.34,,
MRVL,1.0107501607200367,1.043011442262355,87.39392874716273,83.79,,
FLOC,1.0165392503569153,1.0424308550470958,16.814409691909653,16.13,,
SLB,1.0060853481993204,1.0416853206461218,37.19858280027301,35.71,,
DAR,1.0087444443428188,1.0412247085623285,35.0996849256361,33.71,,
QCOM,1.0151345210825935,1.0392409295025162,171.53710782368532,165.06,,
KOP,1.0216580757587148,1.038973106117266,29.662682179647945,28.55,,
ARDT,1.01952354067145,1.0374725122338255,9.212755908636371,8.88,,
IMVT,1.0165195879360251,1.0373854945480867,24.191829732861382,23.32,,
MATV,1.0078408277004343,1.0358315568489942,12.865027936064507,12.42,,
ENOV,1.0160874418043058,1.0319532090224222,30.545814987063697,29.6,,
ARCO,1.0103451588544925,1.030280411883149,7.376807749083348,7.16,,
CCJ,1.0095464286877962,1.0282129370095783,85.69126617037826,83.34,,
AHL,1.0258753365513127,1.0260093234060856,37.870004126918616,36.91,,
TX,0.9973848429253094,1.024124394994439,36.23352109490325,35.38,,
ASML,1.001504405317867,1.0209536630211948,1008.5184474055967,987.82,,
XOM,1.0239568600696871,1.0192146106726563,118.19831839970794,115.97,,
IMXI,1.0153005230463008,1.0182389387651323,15.334678417802893,15.06,,
SLP,1.0087618586680744,1.0177261770462869,17.48453572165521,17.18,,
PEP,1.0142569404138504,1.0169216890737183,147.96210576022602,145.5,,
SPGI,1.0063436152108691,1.0168919316968248,497.5042086633545,489.24,,
FANG,1.0051783722720364,1.0165851337628264,150.08862914874368,147.64,,
TBLA,1.0032597910245808,1.0164217972169434,4.0250303169790955,3.96,,
WMT,1.028425557181939,1.0132573092666923,105.43955560229202,104.06,,
CVE,0.9984538873156172,1.0127471839900355,18.097792177901937,17.87,,
CTRA,1.0056898518220379,1.0119232264700513,26.51238853351534,26.2,,
TWLO,1.0026985764175387,1.0109248958475718,125.74894779447945,124.39,,
KO,1.0287456719718524,1.0089297116206555,73.23820776654338,72.59,,
CHE,1.008487816707645,1.0077542634269179,439.8141931874097,436.43,,
RCI,1.0022877322450587,1.0076196396693011,38.47091784257392,38.18,,
SPB,1.0085446698816103,1.0071877609421622,57.68164306915763,57.27,,
DVN,1.0070374626221663,1.0055713092136211,36.130177140045404,35.93,,
IBM,0.9983756244912421,1.0032864048307248,305.11946143712004,304.12,,
XPO,1.0029660214217784,1.003035307243207,134.20612410914111,133.8,,
SPNT,1.0061253605255922,1.0026076455947925,20.473248123045664,20.42,,
PRU,1.0023080584657948,1.002372880473472,107.44434905795146,107.19,,
CPRX,1.0134217105088446,1.0012026234876896,23.538273678195587,23.51,,
CRNX,1.0222312828006186,0.9982627506086394,43.76383898668276,43.84,,
LFST,1.0087462397844122,0.9960578804616523,6.464415644196124,6.49,,
BWMX,1.009262442330003,0.9958283137519885,14.250303169790957,14.31,,
AAPL,1.008161757270081,0.9954629163774246,274.668127886859,275.92,,
INSW,1.0018239992385969,0.9928999172005777,54.09318748908747,54.48,,
GDYN,1.012440912092999,0.9901163632702118,8.297175124204376,8.38,,
HQY,1.00486398458838,0.9874499382306888,102.33931159822859,103.64,,
SLVM,1.006034782547202,0.9858402593381634,45.16134228028127,45.81,,
ITGR,1.005898185807479,0.9823288566032443,69.96146116728306,71.22,,
DHR,1.0039780388890522,0.9790375323649875,222.22193909620484,226.98,,
KNF,1.0109463979288027,0.9779065019519856,70.49727972571864,72.09,,
FSLR,1.0017459778617077,0.9759013406413732,253.58796336566087,259.85,,
NRDS,1.0041784519063672,0.9754983551848383,14.047176314661671,14.4,,
W,1.0031560760357143,0.9725278502127704,102.30992984238345,105.2,,
MPAA,1.0140596792783307,0.9709458498920827,13.301958143521531,13.7,,
MD,0.999446553624097,0.9708466816694814,23.13527642418374,23.83,,
CLS,1.0054318188267084,0.9698712874158074,312.82228504309455,322.54,,
NESR,1.007077510675697,0.9680140031030809,13.86196052443612,14.32,,
ZBH,1.0040021545197941,0.9658232873039927,90.3237938286694,93.52,,
TSLA,0.9922836013633752,0.9602705762833573,401.181841359661,417.78,,
WELL,1.000404829288201,0.95852783935677,193.91018190187458,202.3,,
UHS,1.0024221499461121,0.9523809757150431,225.66667219567944,236.95,,
IMCR,1.0199929592625845,0.9505946725465829,36.77850788082729,38.69,,
BIIB,1.0013617043536691,0.9490570280184769,167.81226369422708,176.82,,
AHCO,1.0118862956251884,0.9448036386170245,9.315763876763862,9.86,,
IDYA,1.0138726281630333,0.9418368822207084,32.65348470659196,34.67,,
AENT,1.0170248707560352,0.9359928625090912,6.505150394438184,6.95,,
CWAN,1.0128696439081262,0.9002428240294921,19.535269281439977,21.7,,
UPWK,1.0094124912608455,0.8980336041386584,16.658523356772115,18.55,,
ERIE,0.8459003026356114,0.828445681744541,241.83986341486641,291.92,,
TXG,1.0007893547274178,0.7900852873647998,15.90441683465342,20.13,,
HLF,1.0002891538519119,0.7726416244040492,9.233067411628387,11.95,,
