bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,23,-4.220929300111492,
0-2%,14,0.954257636569925,
2-5%,23,3.654532102649262,
5-10%,32,7.378690236583955,
10-20%,52,14.308917693467018,
>20%,39,36.07113699387587,
