bin,count,mean_delta_f10_act_pct
<0%,48,-1.2727010594011663
0-2%,6,-2.5654035099799577
2-5%,42,2.840171384966106
5-10%,36,7.312918407586341
10-20%,33,13.971763510789547
>20%,30,32.60770561893096
