symbol,actual1_T
AAPL,273.4
ACCO,3.73
ADV,0.8894
AENT,7.73
AHCO,10.25
AHL,37.04
AII,20.58
ALAB,167.26
ALIT,1.97
ALK,51.49
AMTM,29.73
AMZN,232.52
ARCO,7.37
ARDT,9.22
ASIX,17.38
ASML,1072.75
ATR,123.25
AVGO,352.13
AVNW,21.42
AXON,583.84
BA,216.44
BHVN,11.15
BIIB,177.08
BILL,55.23
BMRN,59.95
BRZE,35.4
BTM,1.28
BWMX,13.73
CAL,13.28
CBZ,52.93
CCJ,92.84
CDE,19.19
CG,61.09
CHA,11.9
CHE,432.18
CHMI,2.61735849056604
CIVI,26.9
CLDX,26.4
CLS,303.56
CMPS,6.68
CON,20.03
COP,91.54
COUR,7.43
CPRX,24.35
CRM,266.08
CRNT,2.11
CRNX,47.96
CRTO,20.01
CSTM,18.95
CTRA,25.79
CVE,16.71
CVNA,438.47
CVS,78.9748011278421
CWAN,24.13
CWT,43.41
DAR,35.97
DAVA,6.62
DBRG,13.9109315960912
DDI,8.59
DDL,2.88
DDOG,138.315
DHR,230.32
DIS,113.56
DOX,81.198493280847
DUOL,181.66
DVN,35.67
DXCM,67.57
EEFT,76.56
EFX,222.06
ENOV,27.39
ERIE,280.960802864386
EVH,4.12
FANG,146.31
FINV,5.42
FLOC,18.01
FSLR,269.69
GDEV,15.9654
GDYN,9.28
GE,314.776306982112
GOOGL,313.51
GPCR,68.34
HAL,27.96
HBM,20.22
HLF,13.33
HQY,93.48
HRTG,28.99
HTO,48.83
IBM,305.09
IDYA,35.2
IMCR,36.13
IMVT,26.16
IMXI,15.42
INSW,48.54
ITGR,78.88
JANX,14.25
KELYA,8.61
KINS,17.31
KNF,73.68
KO,69.87
KOP,26.95
KRO,4.59
LFST,7.13
LKQ,30.61
LNTH,66.71
LVO,4.41
LW,42.15
MA,578.725185198036
MANH,176.35
MATV,12.44
MAX,12.69
MD,21.87
MDB,435.85
MDLZ,54.1371470642371
MDXG,6.9
META,663.29
MNKD,5.79
MPAA,12.48
MRVL,86.277795389049
MSFT,487.71
MTDR,41.55
MU,284.678786016266
NESR,15.09
NRDS,13.94
NVDA,190.53
NX,15.32
PACS,38.11
PAR,37.73
PEP,143.78
PFE,24.6763228527607
PFGC,91.76
PG,143.728397135579
PMTS,15.21
PRCT,32.41
PRU,113.97
QUAD,6.37
RARE,34.19
RCI,37.41
RCKT,3.48
SBUX,85.08
SHOP,170.83
SLB,37.79
SLGN,40.87
SLP,18.76
SLVM,48.5145121951219
SMCI,30.64
SMP,37.47
SNDX,21.3
SNPS,477.14
SPB,60.06
SPGI,529.45
SPNT,22.31
SPRY,11.38
SSTK,18.27
STZ,138.497127174681
TBLA,4.49
TCOM,72.5
TEAD,0.9101
TNC,75.43
TRVG,2.89
TSLA,475.19
TWLO,140.46
TX,38.44
TXG,16.49
TXO,10.55
UAL,114.04
UBER,81.26
UHS,227.64
UIS,2.86
UPWK,20.85
UTL,48.85
UTZ,10.46
VCEL,37.66
VERA,53.58
W,102.22
WDAY,220.7
WELL,187.86
WMT,111.74
XPO,141.32
ZBH,90.5306854883006
ZM,88.04
ZTS,125.689465944898
