bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,29,-10.677661242940019,
0-2%,7,0.8267947474487018,
2-5%,23,3.342478510556617,
5-10%,40,7.476135492326115,
10-20%,47,14.768352807550395,
>20%,43,31.04092744860122,
