bin,count,mean_f10_vs_a1_pct,trend_7d
<0% (F10/C1),14,-1.9460040592262475,
0-2% (F10/C1),37,-0.09181259694693372,
2-5% (F10/C1),35,4.002215969054911,
5-10% (F10/C1),45,6.975743534715799,
10-20% (F10/C1),36,11.788651738673288,
>20% (F10/C1),35,29.36672543942119,
