bin,count,mean_delta_f10_act_pct
<0%,86,0.8260710923241936
0-2%,11,2.4574519589647807
2-5%,24,3.979041250030614
5-10%,16,11.856941435045158
10-20%,16,16.524985755839232
>20%,19,37.57776334204419
