symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x,a1_T,a1_over_prev_pct
UAL,0.9998533532660061,97.95356161013316,20251001,96.5,20250930,1.015062814612779,,
SPNT,0.9996224948360761,18.341001849176997,20251001,18.09,20250930,1.0138751713199003,,
SLB,0.9996929965207455,35.55310562530754,20251001,35.11,20250930,1.0126204963061105,,
IMVT,0.9985486452004417,16.301843700893635,20251001,16.12,20250930,1.0112806266063048,,
CVNA,1.0321977307110364,381.3783503436453,20251001,377.47,20250930,1.0103540687833346,,
MRVL,0.9999564071832239,83.18099526197997,20251001,82.39,20250930,1.0096006221869156,,
CTRA,0.9996170531559249,23.857712853764223,20251001,23.64,20250930,1.0092095115805508,,
DBRG,0.9996070664250128,11.814081125696418,20251001,11.71,20250930,1.0088882259347922,,
CVE,0.9646714673699492,17.13244996111173,20251001,16.99,20250930,1.0083843414427152,,
MCD,0.999910171820059,305.3231685211346,20251001,302.99,20250930,1.007700480283622,,
FI,0.9995836111107119,129.72385037539087,20251001,128.92,20250930,1.0062352650899076,,
IBM,0.9973412357192701,283.5419279059062,20251001,282.07,20250930,1.0052183071787366,,
MD,0.9999830280158092,16.300838875573405,20251001,16.22,20250930,1.0049839010834405,,
TXN,0.9998891148479127,184.61207679243188,20251001,183.73,20250930,1.0048009404693403,,
GOOGL,0.9902595501061744,244.10024158346693,20251001,243.1,20250930,1.0041145272869887,,
UHS,1.0207778796523643,205.09196679417786,20251001,204.41,20250930,1.0033362692342735,,
CVS,0.9999122684033904,75.79016297360359,20251001,75.57,20250930,1.0029133647426702,,
MU,1.0435242133800096,164.23033959778417,20251001,163.9,20250930,1.0020154948003914,,
SLP,0.9993091460425765,14.921278074951193,20251001,14.9,20250930,1.0014280587215565,,
COUR,0.9999570108170521,11.721527951937272,20251001,11.71,20250930,1.0009844536240198,,
XPO,1.0261900899997896,129.40592284249456,20251001,129.31,20250930,1.0007418052934387,,
DXCM,0.9994993158119346,67.20207318137807,20251001,67.29,20250930,0.9986933152233328,,
ZBH,0.9998746424662058,98.27735992285835,20251001,98.45,20250930,0.9982464187187237,,
KRO,0.9996091786965294,5.736800884112951,20251001,5.75,20250930,0.9977045015848611,,
BMRN,0.9992311931882423,53.97592121553626,20251001,54.16,20250930,0.9966012041273313,,
WELL,1.0136967615899293,177.3347383374867,20251001,178.02,20250930,0.9961506478906117,,
UNH,0.9989231101242252,343.7034940715227,20251001,345.18,20250930,0.9957225044079109,,
CWT,0.9997875082082547,45.69945052459485,20251001,45.91,20250930,0.9954138646176183,,
ALAB,1.000075760247959,197.73458087966858,20251001,198.8,20250930,0.9946407488916931,,
CPRX,0.9992546069342177,19.56425068649704,20251001,19.7,20250930,0.9931091719034031,,
TMUS,0.9998551618628855,237.574350129363,20251001,239.38,20250930,0.9924569727185355,,
LW,0.9998462112475397,55.245765464040254,20251001,55.67,20250930,0.992379476630865,,
TX,1.0015044349741808,34.532710829986826,20251001,34.82,20250930,0.9917493058583235,,
DIS,0.9998281391708519,113.52917068776686,20251001,114.48,20250930,0.9916943631006888,,
UTL,0.9997471901151063,47.006041689814445,20251001,47.4,20250930,0.9916886432450305,,
EFX,0.9998961721420542,254.35008265741814,20251001,256.58,20250930,0.9913090757557805,,
AAPL,0.9881331161863862,252.38018150505548,20251001,254.63,20250930,0.9911643620353277,,
CLS,1.0000287796009673,243.76872851224581,20251001,245.95,20250930,0.9911312401392389,,
ENOV,0.9993532944384784,30.04896096887351,20251001,30.34,20250930,0.9904074149266153,,
GE,1.008984132285862,297.6732724083745,20251001,300.77,20250930,0.9897040010917795,,
LNTH,0.9992985611986654,50.7179453103919,20251001,51.29,20250930,0.9888466623199824,,
SMCI,0.9999137724994819,45.83198393676291,20251001,46.36,20250930,0.9886105249517453,,
AXON,0.9997492194086731,709.3795467929081,20251001,717.64,20250930,0.9884894191975198,,
FSLR,1.0016952542187265,220.39901596800053,20251001,223.53,20250930,0.9859930030331523,,
STZ,0.999649310336798,132.63108089554134,20251001,134.65,20250930,0.9850061707801064,,
AVNW,0.9994859861419159,22.57520281424104,20251001,22.93,20250930,0.984526943490669,,
ITGR,0.9996172362550356,101.61798185743083,20251001,103.39,20250930,0.9828608362262389,,
ZTS,0.9996796156273265,143.63958290344598,20251001,146.29,20250930,0.9818824451667646,,
BRZE,0.9995773927806082,31.620535666100537,20251001,32.22,20250930,0.9813946513376951,,
BIIB,0.9997603507949403,137.46991607276075,20251001,140.08,20250930,0.9813671906964645,,
CBZ,0.9992057377437578,52.71705968952874,20251001,53.81,20250930,0.9796888996381479,,
SHOP,1.0382842432594708,145.70933596292122,20251001,149.0,20250930,0.9779150064625585,,
DAVA,0.9990544400727662,8.91558570498881,20251001,9.13,20250930,0.976515411280264,,
BABA,1.0114069982687321,173.90297138140662,20251001,179.9,20250930,0.9666646547048727,,
RARE,0.998051168273897,29.253197846065934,20251001,30.36,20250930,0.963544066075953,,
ASML,0.9749587217308509,927.3181989174775,20251001,962.61,20250930,0.9633373836937882,,
W,0.9880478745942024,85.76578340026349,20251001,89.34,20250930,0.9599930982791973,,
BWMX,0.9995184580157819,12.838754861033951,20251001,13.48,20250930,0.9524298858333792,,
HBM,0.9987788324318656,14.142429723337726,20251001,15.21,20250930,0.9298112901602712,,
ADV,0.9991963146084308,1.5638138878747956,20251001,,20250930,,,
DDOG,1.039424916731357,144.64479778098757,20251001,,20250930,,,
DHR,0.9996865568334656,185.0158942318376,20251001,,20250930,,,
DOX,0.9997295205983467,81.69702016634656,20251001,,20250930,,,
EEFT,0.9995780926518445,89.56462635513722,20251001,,20250930,,,
NVDA,1.0488414620119506,187.04039935874033,20251001,,20250930,,,
NX,0.9989874315274841,13.842542975508326,20251001,,20250930,,,
PACS,0.9985462423227787,14.041986912906145,20251001,,20250930,,,
PEP,1.0213281154307985,143.48467794161996,20251001,,20250930,,,
PFGC,0.9998574120535871,104.34511952191235,20251001,,20250930,,,
PG,0.9998813576527127,152.55488643037413,20251001,,20250930,,,
PRU,0.9998931090246115,104.44385462135521,20251001,,20250930,,,
QCOM,1.0130344200379022,171.44146529420166,20251001,,20250930,,,
