symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x
WELL,0.9998789785792086,165.24,20250923,167.41,20250922,0.9870378113613285
MU,0.9970501474926254,162.24,20250923,164.62,20250922,0.9855424614263152
ZBH,0.999900139804274,100.13,20250923,101.73,20250922,0.9842720927946524
CRTO,0.9995450409463148,21.97,20250923,22.34,20250922,0.9834377797672336
IMCR,0.9990831295843521,32.69,20250923,33.25,20250922,0.983157894736842
MD,1.0,16.27,20250923,16.55,20250922,0.9830815709969788
AMTM,0.9995529727313366,22.36,20250923,22.82,20250922,0.9798422436459245
FSLR,1.0104926363336941,214.76,20250923,219.2,20250922,0.9797445255474453
HBM,1.0036023054755043,13.93,20250923,14.22,20250922,0.9796061884669479
MDXG,1.0,7.04,20250923,7.19,20250922,0.9791376912378302
PRCT,0.9992,37.47,20250923,38.46,20250922,0.9742589703588143
LFST,1.0,5.24,20250923,5.38,20250922,0.9739776951672863
DXCM,0.999408196478769,67.55,20250923,69.51,20250922,0.971802618328298
CLS,0.9788799240626483,247.5,20250923,254.85,20250922,0.9711595055915244
BHVN,0.997923875432526,14.42,20250923,14.86,20250922,0.9703903095558547
CVE,0.974676089517079,16.55,20250923,17.07,20250922,0.9695371997656708
RCKT,0.9967637540453075,3.08,20250923,3.18,20250922,0.9685534591194969
ARCO,1.0,6.72,20250923,6.96,20250922,0.9655172413793103
SNPS,0.9998588111902217,495.72,20250923,514.79,20250922,0.9629557683715692
RARE,0.9982369534555712,28.31,20250923,29.47,20250922,0.9606379368849678
AAPL,0.9958041388300473,244.45,20250923,256.08,20250922,0.9545845048422368
ASML,0.9802972581424049,913.49,20250923,957.8,20250922,0.9537377323031949
IMVT,0.9986559139784945,14.86,20250923,15.59,20250922,0.9531751122514432
MNMD,0.9989010989010989,9.09,20250923,9.54,20250922,0.9528301886792454
CIVI,0.9996757457846952,30.83,20250923,32.59,20250922,0.9459957042037433
DUOL,0.9994169296199753,291.39,20250923,309.34,20250922,0.9419732333354885
GDYN,1.0,7.55,20250923,8.11,20250922,0.9309494451294699
