symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
NX,1.0120559959523663,1.4478523500813212,20.342325518642564,14.05
MAX,1.0401350578388142,1.299129077610173,14.03059403818987,10.8
CHMI,1.0119288229992822,1.1993230494806306,2.9143550102379328,2.43
MATV,1.008043212901796,1.1868428240109352,12.378770654434055,10.43
ALK,1.0073671458323703,1.1733828911272268,57.6717690989032,49.15
KRO,1.0099875125928421,1.1414371982205622,6.095274638497802,5.34
CAL,1.011334188519324,1.1366935516041319,15.08392342978683,13.27
SBUX,1.033381771412544,1.1245105740282608,89.71345359597466,79.78
COUR,1.0237463837446685,1.1229345234936299,11.442702794400088,10.19
CIVI,1.045928101717127,1.1092784260794732,36.53963135505785,32.94
MNKD,1.0313230018188486,1.1021811339292558,5.665211028396374,5.14
HLF,0.998088648030553,1.1009957924505545,9.930982047904001,9.02
SMP,1.0324473241048133,1.097352810263012,42.47852728528119,38.71
TCOM,1.023911717237642,1.0943734381128312,77.82089518420342,71.11
PFE,1.011550249835319,1.0917025321536038,27.55457191155696,25.24
TMUS,1.0371041309972733,1.0899255327747313,246.55205476897194,226.21
KELYA,1.0315198949722737,1.086615425649951,13.854346677036874,12.75
W,0.9876498769073125,1.0825077765323416,85.37738833510579,78.87
ALAB,0.9955273430984527,1.0791838433347625,243.2804138029555,225.43
INSW,1.0477637158785762,1.0790869408934731,48.24597712734719,44.71
MA,1.0218090380415836,1.076112014371955,607.5190377136871,564.55
AMTM,1.0346412139670398,1.0754337523300255,25.70286668068761,23.9
CG,1.0051947992641217,1.0748590244760436,63.52416834653418,59.1
LNTH,1.0175145588717864,1.0711190670314759,56.11592792177902,52.39
IMCR,1.0260383047078223,1.0691959108863918,36.09605395152458,33.76
DIS,1.0432496240214866,1.0677337000525762,118.50776336883541,110.99
PFGC,1.0419520647096154,1.0644008945274952,106.84456179266996,100.38
BA,1.0370188304773154,1.0634407776155228,229.70320796495292,216.0
NKE,1.0419302423845624,1.0622337787547442,72.2956309820479,68.06
TEAD,1.0241399850044646,1.0618383893604573,1.730796574657545,1.63
CVNA,1.0383987925537768,1.0579048440195684,380.8774809923652,360.03
TXN,1.03168808415437,1.0522144593986016,188.30429965397374,178.96
MCD,1.0270522231758334,1.051663603501272,308.9892833447088,293.81
WELL,1.004895993253649,1.0510998810518206,175.81747710353804,167.27
CVX,1.0231380203947356,1.0489177814212887,159.0578923747242,151.64
META,1.0459879358764224,1.0483806276177587,768.9976741639022,733.51
ZM,1.0229105623421604,1.0464482718619443,86.5412720829828,82.7
ZBH,1.0319632577033153,1.042329258042085,101.49159985555784,97.37
PG,1.0301982804645142,1.041399733572843,156.81397188139871,150.58
HQY,1.0086108415190846,1.0386147855004673,96.36267979873335,92.78
KO,1.0482022691605708,1.0382879268292222,68.91116970365549,66.37
AMZN,1.0450150616037222,1.0381257549851863,236.42275944032636,227.74
GOOGL,0.9784662852387197,1.0379952761792346,250.70699905557055,241.53
KINS,1.0145861491919939,1.0368388954388368,15.127479484452628,14.59
MANH,1.0280127411061204,1.0365774138964738,210.95386950207137,203.51
XOM,1.0232101579149668,1.0362203124787572,116.99963548197648,112.91
AHCO,1.0133088788685198,1.034796455540955,9.271776241646958,8.96
UBER,1.0259157113674309,1.0335703442868631,99.22275305153886,96.0
DAR,1.0135581517116785,1.0313398736715325,32.332505039602545,31.35
DVN,1.0119345684983656,1.0306639064230558,35.40330518563197,34.35
PRU,1.034084872735143,1.0289643115482083,105.53057979238424,102.56
WMT,1.0273808991058162,1.0278036968542155,104.5995822288535,101.77
AHL,1.0220511578132303,1.027247343333982,37.699977500357136,36.7
EFX,1.0056075130286166,1.0242322695400146,238.90217687020842,233.25
MD,1.0031040773321915,1.0236888500057277,16.604233147092902,16.22
UHS,1.0047580970272616,1.0214014432531053,205.91453095982604,201.6
UPWK,1.003793129004047,1.0202109793206124,17.777176314661673,17.425
QCOM,1.0191176419621617,1.0180216782728422,168.64547122267902,165.66
WDAY,1.0052752395387037,1.015867300873781,241.99990841415215,238.22
NFLX,1.0299822045684275,1.0139784850539286,1248.2784935953398,1231.07
BABA,1.018299941909911,1.0138754224715976,176.08988337486707,173.68
SNPS,1.0046920530915602,1.0116401309137701,490.0485958159394,484.41
SLP,1.0213336282520364,1.0089110666617591,15.849992857256236,15.71
ARCO,1.0156179566427024,1.0060366551649411,6.931592554086444,6.89
RCI,1.0328396468432652,1.003984872729811,36.344252392819165,36.2
CSTM,1.0075761371544494,1.0035458326058315,15.053187489087474,15.0
