symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
CVS,1.014269886731901,1.0708444020542003,82.12305719353662,76.69
NESR,1.0204662053053286,1.0554809895340935,14.4389799368264,13.68
ALAB,1.018359683344375,1.04645830400683,177.42700544435803,169.55
UHS,1.0095646106188314,1.0437227719071072,228.25173298836526,218.69
SSTK,1.0161217912043166,1.040881560431556,25.53282467738607,24.53
HAL,1.0149275717367512,1.0392607531617062,28.0184699052396,26.96
FSLR,0.9986482958368254,1.0370275710983043,242.22890005714194,233.58
SMCI,0.987878785500769,1.036999818429068,52.23368085427215,50.37
INSW,1.0235306782199405,1.0368253986492042,52.10047628212251,50.25
NVDA,1.0117953912359325,1.0361081435963617,210.2159812542658,202.89
GE,1.0208522711732626,1.0356041327824763,321.8139842621545,310.75
MPAA,1.0113092492709113,1.031201144608115,17.28293118363201,16.76
WMT,1.0239863570878263,1.0303880579628002,105.33657116553707,102.23
ZBH,1.025261750141551,1.0300935555149981,102.55611438707322,99.56
AVGO,1.000817511918813,1.0296937984550592,387.64882430437615,376.47
CSTM,1.0194927033981982,1.0287514186834235,16.655485468484628,16.19
LW,1.0084941761919413,1.026672994868886,63.84879355089602,62.19
AHL,1.024185061159959,1.0263750638861477,37.72954734845479,36.76
IMXI,1.0166315636845804,1.0201930550298037,15.149866867192584,14.85
MRVL,0.9962784148650772,1.0176034740453348,90.1291396961953,88.57
ZM,1.0259799715751547,1.0171226391620862,85.78412338693036,84.34
RCI,1.0035671259801602,1.0157690030787283,40.04161410136347,39.42
DDOG,1.0172298565555278,1.0138395444173367,159.24377724163108,157.07
TX,0.994915315034445,1.0116563323315557,35.81263416453707,35.4
MD,0.9801552154220942,1.0110208152815632,17.581651977746382,17.39
SHOP,0.9766371651917278,1.0105424832176741,175.44028051142044,173.61
TSLA,0.9575305059489972,1.007630117234734,443.45801459500643,440.1
W,0.9908160698273024,1.0060360242142734,103.0180888795416,102.4
PEP,1.009682513674706,1.003674589223385,148.09218563991047,147.55
WELL,1.0171091291291794,0.9986088886540776,180.62837577974955,180.88
AII,1.0151090306859596,0.9939547821799725,23.76545884192314,23.91
CVE,0.968432207835197,0.9906811488659145,16.59390924350407,16.75
MDB,1.00630664337186,0.9894633100093645,343.87807876065455,347.54
MU,0.9733027519471714,0.9881359900781684,221.35234313741051,224.01
CCJ,0.96458599835666,0.9856199890372433,103.21412525198012,104.72
AAPL,0.9833193191804852,0.9805832001157718,266.13028051142044,271.4
ASML,0.9806758353125271,0.9798928957267101,1053.8258147092904,1075.45
IBM,0.9784992960271456,0.9768918396703655,302.89508380819353,310.06
CLS,0.9796645162866222,0.9764486867770058,332.119491833463,340.13
GOOGL,0.9857015114021435,0.9648720748610161,271.59219163187885,281.48
ERIE,0.8356551379791136,0.8175395228335902,253.14293785019288,309.64
