symbol,actual1_T
AAPL,284.15
ACCO,3.63
ADV,0.9606
AENT,6.89
AHCO,9.34
AHL,37.04
AII,20.46
ALAB,152.5
ALIT,2.17
ALK,45.37
AMTM,28.56
AMZN,232.38
ARCO,7.64575
ARDT,8.93
ASIX,15.86
ASML,1140.92
ATR,122.06
AVGO,379.886829874306
AVNW,21.09
AXON,543.55
BA,202.54
BHVN,9.12
BIIB,180.75
BILL,51.76
BMRN,54.31
BRZE,29.38
BTM,1.43
BWMX,14.57
CAL,13.28
CBZ,51.42
CCJ,89.45
CDE,16.15
CG,55.79
CHA,14.3204368600683
CHE,430.83
CHMI,2.36716981132075
CIVI,29.8559050966608
CLDX,27.81
CLS,308.41
CMPS,5.09
CON,19.52
COP,91.81
COUR,8.36
CPRX,23.1
CRM,238.335483571202
CRNT,1.98
CRNX,46.98
CRTO,19.76
CSTM,17.98
CTRA,27.16
CVE,18.0711659184732
CVNA,395.0
CVS,74.401583778271
CWAN,21.3
CWT,44.51
DAR,36.61
DAVA,6.31
DBRG,9.85357654723127
DDI,9.14
DDL,1.83
DDOG,155.83
DHR,228.143024627125
DIS,105.027081984898
DOX,75.4858866937325
DUOL,185.34
DVN,37.4415627574842
DXCM,64.85
EEFT,74.99
EFX,209.75
ENOV,29.28
ERIE,294.700422862818
EVH,3.91
FANG,158.38
FINV,4.96
FLOC,17.95
FSLR,256.06
GDEV,18.12
GDYN,9.49
GE,288.157062896711
GOOGL,319.416187048068
GPCR,31.62
HAL,27.4
HBM,17.39
HLF,12.45
HQY,98.64
HRTG,28.15
HTO,48.0
IBM,302.62
IDYA,34.34
IMCR,37.88
IMVT,22.71
IMXI,15.36
INSW,51.4760301707027
ITGR,69.88
JANX,17.11
KELYA,8.75
KINS,14.98
KNF,76.48
KO,70.81
KOP,29.2
KRO,4.88
LFST,6.4
LKQ,29.34
LNTH,59.77
LVO,4.69
LW,60.49
MA,552.894231883555
MANH,178.6
MATV,12.18
MAX,13.62
MD,23.29
MDB,405.94
MDLZ,55.5143548683968
MDXG,6.96
META,639.081833542941
MNKD,5.59
MPAA,13.12
MRVL,100.127809798271
MSFT,477.73
MTDR,44.28
MU,234.068557651493
NESR,14.73
NRDS,15.55
NVDA,179.580207208681
NX,13.6321362229102
PACS,31.34
PAR,35.02
PEP,146.621788073817
PFE,25.1484087423313
PFGC,92.6
PG,145.684628601359
PMTS,14.17
PRCT,33.18
PRU,109.57
QUAD,6.0
RARE,36.45
RCI,37.4592852849215
RCKT,3.34
SBUX,87.11
SHOP,160.0
SLB,37.55
SLGN,39.26
SLP,20.35
SLVM,47.741767259198
SMCI,33.68
SMP,37.33
SNDX,19.71
SNPS,466.44
SPB,58.55
SPGI,499.88
SPNT,21.33
SPRY,9.55
SSTK,19.2672839506173
STZ,137.17583616871
TBLA,4.02
TCOM,70.72
TEAD,0.6188
TNC,73.97
TRVG,3.16
TSLA,446.74
TWLO,128.12
TX,38.44
TXG,17.87
TXO,12.5
UAL,108.48
UBER,90.68
UHS,230.15
UIS,2.76
UPWK,19.73
UTL,50.06
UTZ,9.60200133422282
VCEL,37.39
VERA,41.26
W,95.2
WDAY,214.84
WELL,201.92
WMT,114.180074400308
XPO,139.76
ZBH,92.8545424585302
ZM,85.64
ZTS,122.045138563464
