symbol,actual1_T
AAPL,248.04
ACCO,3.93
ADV,0.8492
AENT,7.58
AHCO,10.09
AHL,37.26
AII,18.5
ALAB,169.66
ALIT,1.49
ALK,50.87
AMTM,35.38
AMZN,239.16
ARCO,7.78
ARDT,8.56
ASIX,17.07
ASML,1389.04
ATR,126.0
AVGO,320.05
AVNW,21.16
AXON,613.14
BA,252.15
BABA,173.23
BHVN,13.51
BIIB,171.59
BILL,48.45
BMRN,56.21
BRZE,25.12
BTM,1.2
BWMX,19.02
CAL,12.54
CBZ,40.93
CCJ,124.04
CDE,26.11
CG,61.28
CHA,12.27
CHE,446.77
CHMI,2.7
CIVI,27.05
CLDX,25.92
CLS,303.09
CMPS,7.17
CON,21.55
COP,98.35
COUR,6.5
CPRX,23.58
CRM,228.05
CRNT,2.29
CRNX,53.18
CRTO,20.29
CSTM,22.94
CTRA,27.42
CVE,18.77
CVNA,473.31
CVS,83.01
CVX,166.72
CWAN,24.18
CWT,44.16
DAR,42.74
DAVA,6.99
DBRG,15.43
DDI,8.905
DDL,2.79
DDOG,130.13
DHR,235.01
DIS,110.98
DOX,82.66
DUOL,155.975
DVN,38.64
DXCM,72.86
EEFT,74.18
EFX,209.74
ENOV,23.01
ERIE,275.85
EVH,3.94
FANG,154.02
FINV,5.13
FLOC,20.52
FSLR,242.15
GDEV,22.05
GDYN,8.59
GE,293.87
GOOGL,327.93
GPCR,90.37
HAL,33.95
HBM,24.97
HLF,16.64
HQY,84.11
HRTG,25.49
HTO,52.33
IBM,292.44
IDYA,34.8
IMCR,35.11
IMVT,26.01
IMXI,15.49
INSW,57.26
ITGR,86.23
JANX,14.81
KELYA,10.22
KINS,15.29
KNF,73.46
KO,72.88
KOP,28.97
KRO,5.48
LFST,7.34
LKQ,34.035
LNTH,67.51
LVO,4.52
LW,43.72
MA,524.74
MANH,174.02
MATV,12.75
MAX,10.81
MD,21.54
MDB,398.69
MDLZ,58.4
MDXG,5.26
META,658.76
MNKD,5.46
MPAA,12.99
MRVL,80.23
MSFT,465.95
MTDR,42.94
MU,399.65
NESR,20.41
NRDS,12.78
NVDA,187.67
NX,18.81
PACS,34.97
PAR,31.6
PEP,144.58
PFE,25.65
PFGC,93.89
PG,150.15
PMTS,13.77
PRCT,29.13
PRU,107.69
QCOM,155.82
QUAD,6.07
RARE,24.21
RCI,36.9
RCKT,3.72
SBUX,97.62
SHOP,137.89
SLB,49.15
SLGN,43.37
SLP,20.84
SLVM,51.05
SMCI,31.7
SMP,39.3
SNDX,20.25
SNPS,501.39
SPB,64.68
SPGI,533.61
SPNT,19.32
SPRY,10.21
SSTK,19.34
STZ,158.78
TBLA,4.15
TCOM,62.88
TEAD,0.7209
TNC,77.66
TRVG,2.83
TSLA,449.06
TWLO,128.3
TX,43.81
TXG,22.38
TXO,11.15
UAL,107.74
UBER,82.31
UHS,205.09
UIS,2.88
UPWK,22.11
UTL,49.12
UTZ,10.42
VCEL,37.85
VERA,47.49
W,109.78
WDAY,189.26
WELL,183.68
WMT,117.73
XOM,134.97
XPO,147.27
ZBH,86.6
ZM,85.78
ZTS,124.05
