symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2
DIS,1.004694929857319,0.9943338149680074,113.8313351375375,114.48,0.26,True
BIIB,1.0018799660920004,0.993329353263059,175.1537648608752,176.33,0.21,True
CAL,1.012688433659153,0.9930062610509591,13.058032332820114,13.15,-0.09,False
ITGR,1.002432348796643,0.9908204736939733,77.98747948445263,78.71,-0.4,False
CLS,1.0062159838175917,0.9904076184773352,305.62988698592085,308.59,0.36,True
FSLR,1.0000247688795594,0.98966852257107,269.3976685290709,272.21,0.28,True
CVNA,0.9989208731206299,0.9892150318728655,436.80768162410124,441.57,0.43,True
TXG,0.9978212740630577,0.9864286679653547,16.46349446834177,16.69,,
DBRG,1.008003467508977,0.9847569547703844,13.412389723972634,13.62,0.54,True
ASML,0.9881585210920983,0.9845648078605025,1049.0734940715226,1065.52,0.34,True
AMTM,0.9991301501237897,0.9839703392968067,29.430552848367487,29.91,0.18,False
TBLA,1.0209791566143276,0.9834852525856437,4.248656291169981,4.32,0.39,True
IBM,0.985889706012321,0.9831495242932234,299.42801911874415,304.56,0.21,True
VERA,1.003918782483552,0.9727490389970943,54.15293900096824,55.67,,
HLF,0.9914358076883797,0.9587471007299704,13.59503388835098,14.18,0.35,True
TSLA,0.9505923065147307,0.9501772259165912,461.21602545991334,485.4,0.08,False
MU,0.9410676635344828,0.9060668582553787,259.751246924652,286.68,0.3,True
ERIE,0.8469218053202333,0.8442604720001091,239.76997404803097,284.0,-0.19,False
AMRK,1.0113866186002158,,29.633426453548356,,,
