symbol,actual1_T
AAPL,273.08
ACCO,3.74
ADV,0.8577
AENT,8.03
AHCO,10.12
AHL,37.04
AII,20.65
ALAB,170.84
ALIT,1.97
ALK,50.13
AMRK,
AMTM,29.3
AMZN,232.53
ARCO,7.29
ARDT,9.04
ASIX,17.56
ASML,1072.14
ATR,122.74
AVGO,349.85
AVNW,21.33
AXON,572.11
BA,218.5
BABA,147.36
BHVN,11.64
BIIB,176.4
BILL,55.14
BMRN,58.99
BRZE,34.77
BTM,1.32
BWMX,14.18
CAL,13.01
CBZ,51.29
CCJ,91.37
CDE,18.09
CG,60.13
CHA,11.68
CHE,430.82
CHMI,2.69
CIVI,27.25
CLDX,26.43
CLS,299.4
CMPS,6.72
CON,19.96
COP,94.1
COUR,7.33
CPRX,23.29
CRM,265.92
CRNT,2.075
CRNX,47.39
CRTO,20.59
CSTM,18.97
CTRA,26.56
CVE,17.04
CVNA,429.55
CVS,79.85
CVX,152.31
CWAN,24.1
CWT,43.57
DAR,36.53
DAVA,6.44
DBRG,15.28
DDI,8.67
DDL,2.49
DDOG,137.48
DHR,230.67
DIS,114.79
DOX,81.27
DUOL,177.14
DVN,36.82
DXCM,67.06
EEFT,75.95
EFX,220.77
ENOV,27.62
ERIE,287.85
EVH,4.05
FANG,151.25
FI,67.54
FINV,5.26
FLOC,18.78
FSLR,264.3
GDEV,15.0
GDYN,9.18
GE,311.79
GOOGL,313.85
GPCR,67.78
HAL,28.49
HBM,19.9
HLF,12.84
HQY,92.5
HRTG,29.29
HTO,49.26
IBM,302.05
IDYA,34.51
IMCR,34.1
IMVT,25.35
IMXI,15.35
INSW,48.36
ITGR,78.34
JANX,13.83
KELYA,8.79
KINS,17.05
KNF,71.67
KO,70.07
KOP,27.35
KRO,4.46
LFST,7.13
LKQ,30.81
LNTH,67.16
LVO,4.19
LW,41.95
MA,577.42
MANH,174.75
MATV,12.53
MAX,13.03
MD,21.82
MDB,421.23
MDLZ,54.81
MDXG,6.86
META,665.95
MNKD,5.66
MNMD,12.95
MPAA,12.51
MRVL,86.76
MSFT,487.48
MTDR,42.79
MU,292.63
NESR,15.63
NRDS,13.95
NVDA,187.54
NX,15.53
PACS,39.27
PAR,36.51
PEP,144.16
PFE,24.99
PFGC,90.22
PG,144.05
PMTS,14.69
PRCT,31.53
PRU,113.69
QCOM,173.65
QUAD,6.3
RARE,22.78
RCI,37.84
RCKT,3.42
SBUX,85.25
SHOP,163.74
SLB,38.55
SLGN,40.65
SLP,18.22
SLVM,48.29
SMCI,29.65
SMP,37.1
SNDX,20.74
SNPS,474.49
SPB,59.45
SPGI,527.69
SPNT,22.06
SPRY,11.64
SSTK,18.85
STZ,140.13
TBLA,4.54
TCOM,72.32
TEAD,0.7445
TNC,74.05
TRVG,2.9
TSLA,454.43
TWLO,144.14
TX,38.18
TXG,16.29
TXO,10.61
UAL,111.52
UBER,82.12
UHS,225.06
UIS,2.78
UPWK,19.55
UTL,48.59
UTZ,10.44
VCEL,36.73
VERA,51.17
W,101.03
WDAY,216.93
WELL,188.0
WMT,111.92
XOM,120.99
XPO,137.69
ZBH,90.79
ZM,86.3
ZTS,126.41
