symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,a1_T,f10_over_a1_T_x,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b,f10_over_ma20_x,f1_over_prev_a1_x,rule2_ok,spy_trend_value,spy_trend_bin,persist_2of3_ok,rule_4a,stop_loss_pct
HTO,1.0041892154965968,1.0334370207341093,52.973981682830434,51.26,51.91,1.020496661198814,0.28,True,0.05828177756009034,0.6698170513828339,1.0232662413743698,1.028966187067874,True,-0.0004060854809937453,<0,False,False,-0.06489869138961402
CWAN,1.0294623713286275,1.0299331959899622,24.85228801923779,24.13,24.08,1.0320717615962538,0.29,True,0.13601589386513746,0.4174454828660427,1.0288033456518033,1.0288139638591574,False,-0.0004060854809937453,<0,False,False,-0.0055708428114895625
PFE,1.0275701121247391,1.028606052859593,26.604895557213375,25.865,26.09,1.01973536056778,0.13,False,0.09058882525716072,0.7932334461092307,1.0526878388343974,1.0275581282599902,False,-0.0004060854809937453,<0,True,True,-0.06214399967576745
TNC,1.0117024717573055,1.0256849852178163,77.45973008364948,75.52,76.58,1.0114877263469506,0.43,True,-0.008612862220146678,0.4059493156254242,1.0043531207360805,1.0133815570614766,False,-0.0004060854809937453,<0,False,False,-0.03371663838326189
NX,1.0135476602587081,1.0255475330641848,18.849563657719717,18.38,18.67,1.0096177642056623,-0.04,False,0.10720698685788266,0.6827727775146056,1.0689329509878482,1.011331996232887,False,-0.0004060854809937453,<0,True,True,-0.2192182330948701
CWT,1.0050870922641886,1.024963902180633,44.770423247250044,43.68,44.5,1.0060769269044954,0.01,False,-0.02843110504774904,0.5689728353140913,1.011760977338984,1.0195841553520897,False,-0.0004060854809937453,<0,False,False,-0.03357837680237774
CWT,1.0050870922641886,1.024963902180633,44.770423247250044,43.68,44.5,1.0060769269044954,0.01,False,-0.02843110504774904,0.5689728353140913,1.011760977338984,1.0195841553520897,False,-0.0004060854809937453,<0,False,False,-0.03357837680237774
SLGN,1.003546509996473,1.0244486003451814,43.42637616863224,42.39,42.68,1.017487726537775,0.19,False,-0.0671923460166417,0.7806756085444606,1.0255130630669305,1.0206941946000632,False,-0.0004060854809937453,<0,True,False,-0.05226781267009806
MDB,1.0234051507174464,1.024299988829442,421.0282674084538,411.04,374.02,1.125683833507443,,,0.43198531139978713,0.576957093378366,1.0368519923175996,1.0234104909788173,False,-0.0004060854809937453,<0,False,False,-0.0837802858501756
AHL,1.0225471367711343,1.0234531740619712,38.195272455992765,37.32,37.325,1.0233160738377163,0.39,True,,0.8175383405426727,1.025120505645376,1.0225962744802721,False,-0.0004060854809937453,<0,False,False,-0.00772954496830236
WMT,1.013507918469399,1.0230253582129947,119.25406600688878,116.57,117.41,1.0157062090698303,0.22,True,0.14633730419742252,0.5980110060065457,1.0232009095400152,1.0225076303066807,False,-0.0004060854809937453,<0,False,False,-0.06123068226051109
W,1.0095111768815885,1.0229897924839209,111.19387549403977,108.695,107.52,1.0341692289252211,0.18,False,0.46601137879348564,0.45413937543278127,1.0023064729311848,1.0226238200971371,False,-0.0004060854809937453,<0,False,False,-0.09033486009525082
KOP,1.0213442915454747,1.0204052682924447,29.846854097554008,29.25,29.63,1.007318734308269,0.04,False,-0.0008026508057380477,0.6664160920732023,1.047699175005406,0.9982911504457195,False,-0.0004060854809937453,<0,True,True,-0.1043033774276585
HAL,0.9956400316030638,1.0196001438289886,34.00876279741591,33.355,33.375,1.0189891474881172,0.26,True,0.42811155658306754,0.7979623695670033,1.051379511958398,1.0197696809370538,False,-0.0004060854809937453,<0,True,True,-0.17385338028951391
KRO,0.9990696614480367,1.0193687475136457,5.514784924048824,5.41,5.375,1.0260064974974556,-0.63,False,-0.03518431125793098,0.7110700844990412,1.0559058214078316,1.0194047913038142,False,-0.0004060854809937453,<0,True,True,-0.21424867308887108
SPGI,1.0040875556429776,1.018400263275956,537.745891017603,528.03,528.5,1.0174945903833548,0.18,False,0.04392020777372707,0.5138678428401339,1.0056635345160818,1.0141009613531873,False,-0.0004060854809937453,<0,False,False,-0.021446424043848555
PACS,0.9973610936609039,1.017655946195131,34.93612863287884,34.33,34.165,1.0225707195339921,0.3,True,1.0385123457149343,0.21863266092536016,0.915284338962026,1.0177581875084603,False,-0.0004060854809937453,<0,False,False,-0.0009965953618176204
XPO,1.0125780364622363,1.0171851576779738,150.69089518420344,148.145,150.83,0.9990777377458293,0.15,False,0.1490427089575752,0.6016688465823758,1.0243346533175863,1.0167053819730656,False,-0.0004060854809937453,<0,False,False,-0.0822485671501838
KO,1.0235946406768544,1.017170618518954,74.299227829717,73.045,73.44,1.011699725350177,0.18,False,0.04855339804422232,0.734544393172848,1.0483505990294824,1.0162803253058048,False,-0.0004060854809937453,<0,True,True,-0.07687171231428369
KO,1.0235946406768544,1.017170618518954,74.299227829717,73.045,73.44,1.011699725350177,0.18,False,0.04855339804422232,0.734544393172848,1.0483505990294824,1.0162803253058048,False,-0.0004060854809937453,<0,True,True,-0.07687171231428369
BIIB,1.0264047792114164,1.0167821605818317,177.76402513452166,174.83,176.18,1.0089909475225431,0.14,False,0.19079472754173654,0.39349985065710896,1.0101807108185747,1.0157889400605584,False,-0.0004060854809937453,<0,False,False,-0.0684137914014723
HLF,0.9954826146732128,1.0165299435167359,16.762578768590974,16.49,16.98,0.9871954516249101,0.33,True,0.7097399368867514,0.7077682906412189,1.073904719622716,1.0213136109797716,False,-0.0004060854809937453,<0,True,True,-0.28855292938433974
CG,1.003599761014801,1.0152522002065536,61.46336820050475,60.54,59.5,1.0329977848824328,-0.03,False,0.10544432685465788,0.2993627830879186,0.9744644100660297,1.0114758313415164,False,-0.0004060854809937453,<0,False,False,-0.03146339993825287
SLB,0.9959182910155734,1.0138059094618717,49.49400449992857,48.82,48.44,1.0217589698581455,0.25,True,0.38545081510225043,0.7921923162477359,1.0754422776048103,1.0139636804110734,False,-0.0004060854809937453,<0,True,True,-0.24926520784623063
GPCR,1.004633359229111,1.0111992054955303,90.04728924937697,89.05,87.15,1.0332448565619847,0.16,False,1.6996154170735527,0.7250726480203412,1.1304520594729457,1.0063629142505077,False,-0.0004060854809937453,<0,True,True,-0.3869653035495463
SNPS,1.026859755730544,1.010533059359526,516.7360799034936,511.35,480.0,1.076533499798945,0.2,False,0.011536312124539982,0.4442694946403227,1.0203736236008236,1.0095293791923945,False,-0.0004060854809937453,<0,False,False,-0.08564145520275435
SBUX,0.9973077103221412,1.0095275185420935,96.06663866446563,95.16,93.88,1.0232918477254542,0.1,False,0.11347684966848837,0.7940852381943505,1.049610369342762,1.0096310005060802,False,-0.0004060854809937453,<0,True,True,-0.14399332251178665
IMXI,1.0087956940103626,1.0089333880223754,15.608199512706149,15.47,15.47,1.0089333880223754,0.31,True,0.16917960926576736,0.5185185185185224,1.0091617051502375,1.0085993597109668,False,-0.0004060854809937453,<0,False,False,-0.008664154986094519
TWLO,1.0226081958914524,1.0085134653851902,137.04689481119348,135.89,123.69,1.1079868607906338,-0.41,False,0.14526983128278426,0.6078585978053747,1.0486650914872442,1.007666838158474,False,-0.0004060854809937453,<0,False,False,-0.14994395963265084
IBM,1.0006907555597615,1.0083481366560036,296.56527047189724,294.11,308.9,0.9600688587630213,0.28,True,0.07599385914077339,0.37873720275726874,0.9908529833376118,1.0076263275602424,False,-0.0004060854809937453,<0,False,False,-0.019074190393761237
ERIE,0.9842133292388258,1.0070994042671941,275.4719000492056,273.53,282.1,0.9765044312272442,-0.22,False,-0.14110467011898387,0.45261137887945474,0.9793048751932791,1.0238511856733272,False,-0.0004060854809937453,<0,False,False,0.010720700665083793
ARCO,1.0059639264606228,1.0049227661749751,7.833372962333931,7.795,8.145,0.9617400813178554,0.34,True,0.0780251908714269,0.584772078002733,1.0157777094977671,0.9987444531740688,False,-0.0004060854809937453,<0,False,False,-0.07626593215110333
DBRG,1.0010217215666222,1.0028012823274282,15.428097728607481,15.385,15.425,1.0002008251933536,,,0.3432588628062867,0.8625954198473327,1.0039628382924333,1.001739852497402,False,-0.0004060854809937453,<0,False,False,-0.048003014583256176
SMCI,1.0137586566050831,1.0025000060902385,31.288025190076347,31.21,30.12,1.0387790567754431,0.1,False,-0.2633253208002966,0.5524684761701222,1.024007108284421,0.988390455253908,False,-0.0004060854809937453,<0,False,False,-0.09912568571740554
ITGR,0.9980050899035943,1.0016910492974351,86.06529495563562,85.92,86.455,0.9954923943743638,-0.44,False,-0.1387368673351177,0.721475308156651,1.0282014624702749,1.0017670781185612,False,-0.0004060854809937453,<0,True,False,-0.11257623370347714
SSTK,1.0116349239926392,0.9983084750748881,19.44704909445882,19.48,19.79,0.9826704949195968,-0.02,False,-0.011609341038557042,0.576777567597641,1.0207353083381703,0.9864017632196249,False,-0.0004060854809937453,<0,True,False,-0.07167734815825633
GOOGL,1.0062325699577481,0.9980938014411788,335.36949822225046,336.01,338.25,0.9914841041308218,0.28,True,0.42836692305780066,0.6822443796809059,1.0236554851657196,0.9978590576895162,False,-0.0004060854809937453,<0,False,False,-0.08346326413487393
TSLA,0.9858072794155781,0.9941335724486895,428.92887116871157,431.46,416.56,1.0296928921853072,0.03,False,0.1564244800607122,0.4283296266919648,0.9793679201961608,0.9946770383042388,False,-0.0004060854809937453,<0,False,False,-0.02725623703768887
BWMX,1.0079156186988307,0.9927617153939378,18.385946969095727,18.52,18.065,1.0177662313366025,0.32,True,0.5085279019705249,0.7109972092005177,1.0775141367200791,0.9846764727036627,False,-0.0004060854809937453,<0,True,True,-0.29334162469694713
ZM,1.000248829504041,0.9923851586311851,95.48729996349263,96.22,92.58,1.0314031104287387,,,0.1802962486708375,0.9952646390301978,1.1063487369551392,0.992129145977237,False,-0.0004060854809937453,<0,True,True,-0.18057144499927402
CHMI,1.0017294642194634,0.9909772785163652,2.705367970349677,2.73,2.76,0.9802057863585787,,,0.07892107892107902,0.679394338380514,1.0226301154222932,0.9892030392796255,False,-0.0004060854809937453,<0,True,False,-0.0867038758201597
TXO,1.0191062464043423,0.9908671664566806,11.702141235853398,11.81,11.975,0.9772142994449602,-0.19,False,-0.14481398770623433,0.770472834376479,1.070086161457739,0.9716026240514628,False,-0.0004060854809937453,<0,True,True,-0.14198365991397732
CDE,0.9969888062252298,0.9899283874420491,25.3619652862653,25.62,24.59,1.0313934642645506,0.27,True,0.871089643206364,0.8172400029029682,1.1552847121698766,0.9930289432229746,False,-0.0004060854809937453,<0,True,True,-0.3837616192875424
CVX,1.0040620710937223,0.989824609013246,168.19099756353074,169.92,171.145,0.9827397678198646,0.14,False,0.1254194287035033,0.6844729864506554,1.0273828529269196,0.989672554576526,False,-0.0004060854809937453,<0,True,False,-0.12405354611143826
PEP,1.0020852258276205,0.9846443429335765,146.2196849256361,148.5,148.69,0.983386138446675,0.11,False,0.045246482405578936,0.6342293855641844,1.0154885246885093,0.9825195570355173,False,-0.0004060854809937453,<0,False,False,-0.07434922239588548
CSTM,1.0022086738905351,0.9821058368365497,22.647360597450835,23.06,23.16,0.9778653107707614,0.23,True,0.5010166248056453,0.6670073149741825,1.04565692903252,0.9798613395679385,False,-0.0004060854809937453,<0,True,True,-0.22189057599842277
AMTM,1.0009866751738337,0.9786934606334041,34.92956961000619,35.69,37.11,0.9412441285369494,0.43,True,0.4022353778077865,0.638344334706437,1.0341841483347503,0.977693046220399,False,-0.0004060854809937453,<0,True,True,-0.20766452441839311
ASML,0.9842195186233277,0.9773607372304811,1390.7061402199963,1422.92,1455.16,0.9557066853266969,0.36,True,0.5662331502635229,0.7678326138882701,1.0647699448017156,0.9779557647518383,False,-0.0004060854809937453,<0,True,True,-0.2775300643253874
TX,0.9982495817650858,0.9718586577108601,42.31472595673085,43.54,43.53,0.97208191952058,0.31,True,0.2800347783034105,0.631524926686217,1.0195582477587366,0.9736258880098709,False,-0.0004060854809937453,<0,True,False,-0.14819502526459827
DAR,1.003284287064851,0.9672754292500407,42.56011888700179,44.0,45.9,0.9272357055991676,0.34,True,0.23912478044988417,0.7043937441086505,1.0567378991186045,0.9639917963062635,False,-0.0004060854809937453,<0,True,True,-0.21341884338671246
XOM,0.9834668270966523,0.9632131432518883,132.5766570371899,137.64,140.4,0.9442781840255691,0.06,False,0.20339349110841787,0.7401460970973874,1.028710874652787,0.9638279983571484,False,-0.0004060854809937453,<0,True,False,-0.161568012895415
INSW,1.0014634942088467,0.9585179407104042,57.16600998396851,59.64,59.275,0.9644202443520625,0.26,True,0.3105019266008697,0.6555706834520544,1.0449926603010071,0.9570653492709084,False,-0.0004060854809937453,<0,True,True,-0.23785931258074255
DDL,0.9843667467492287,0.9580928966526021,2.716193362010127,2.835,2.885,0.9414881670745674,-0.2,False,0.2582056892778992,0.4107311543548077,0.9675465258469443,0.9586706652594494,False,-0.0004060854809937453,<0,False,False,-0.12469782461135193
CVE,0.9995344434765282,0.9543213495647905,18.909877541626326,19.815,20.39,0.9274093939002612,0.35,True,0.21729955091168796,0.7178419061418342,1.0601192735319596,0.9547823025595288,False,-0.0004060854809937453,<0,True,True,-0.21418216296357617
HBM,1.0015424830344681,0.9409082530355415,25.475090950937286,27.075,26.905,0.946853408323259,0.34,True,0.8744287525429724,0.7660163195139469,1.0994480531935578,0.9394055068055539,False,-0.0004060854809937453,<0,True,True,-0.3141977317134371
CCJ,0.997782799091979,0.9023508777157673,120.95111164902144,134.04,133.63,0.9051194465989781,0.18,False,0.5319348921354108,0.6743369321294155,1.0668987593305057,0.9044302479797031,False,-0.0004060854809937453,<0,True,True,-0.35457523062024976
CLS,1.0059163687248605,0.8997674904692501,310.34780281265375,344.92,299.91,1.0348031169772722,0.26,True,0.4015619288038368,0.49129316946865503,1.0052483268016414,0.8942795296265913,False,-0.0004060854809937453,<0,False,False,-0.1678267430068523
MU,0.9744310129877138,0.8706832508283148,378.99100542054884,435.28,435.79,0.8696643002835054,0.31,True,1.2301306359388682,0.6785964873064422,1.0517974101872711,0.8715507648564497,False,-0.0004060854809937453,<0,True,True,-0.3813184088222624
