symbol,actual1_T
AAPL,278.03
ACCO,3.82
ADV,0.9647
AENT,7.6
AHCO,10.25
AHL,37.1
AII,20.27
ALAB,173.7
ALIT,2.13
ALK,52.55
AMTM,30.13
AMZN,230.28
ARCO,7.35816666666667
ARDT,8.73
ASIX,16.7
ASML,1122.84
ATR,118.01
AVGO,405.59788512131
AVNW,21.98
AXON,581.03
BA,200.71
BHVN,11.44
BIIB,172.5
BILL,54.96
BMRN,52.99
BRZE,34.93
BTM,1.48
BWMX,14.13
CAL,13.4590561797753
CBZ,53.75
CCJ,95.74
CDE,17.48
CG,60.18
CHA,13.71
CHE,429.16
CHMI,2.47301886792453
CIVI,29.2173286467487
CLDX,27.94
CLS,351.41
CMPS,6.94
CON,19.88
COP,96.71
COUR,8.21
CPRX,22.94
CRM,261.927421727986
CRNT,2.1
CRNX,49.31
CRTO,20.78
CSTM,18.53
CTRA,26.49
CVE,17.575250278559
CVNA,472.73
CVS,80.1850668906353
CWAN,21.84
CWT,43.25
DAR,36.79
DAVA,6.59
DBRG,15.2300716612378
DDI,9.08
DDL,2.05
DDOG,149.9
DHR,232.047599722511
DIS,110.708516720604
DOX,78.3074175993682
DUOL,200.96
DVN,37.2925514968415
DXCM,68.94
EEFT,78.4
EFX,220.6
ENOV,27.82
ERIE,277.538334160939
EVH,3.94
FANG,157.04
FINV,5.22
FLOC,18.92
FSLR,272.83
GDEV,16.16
GDYN,9.77
GE,288.087143681477
GOOGL,312.43
GPCR,67.44
HAL,29.12
HBM,18.62
HLF,14.16
HQY,97.39
HRTG,28.79
HTO,48.46
IBM,310.74
IDYA,33.56
IMCR,35.8
IMVT,24.81
IMXI,15.45
INSW,48.91
ITGR,72.34
JANX,15.36
KELYA,8.91
KINS,15.69
KNF,78.5
KO,69.11
KOP,29.26
KRO,4.91
LFST,6.76
LKQ,31.04
LNTH,63.1
LVO,5.14
LW,59.48
MA,562.519681823702
MANH,173.19
MATV,12.96
MAX,13.09
MD,22.11
MDB,420.39
MDLZ,53.2949696300387
MDXG,7.16
META,652.181212588826
MNKD,5.81
MPAA,13.54
MRVL,89.3655691642651
MSFT,483.47
MTDR,44.89
MU,258.359068203813
NESR,14.95
NRDS,14.67
NVDA,180.93
NX,15.0053003095975
PACS,33.38
PAR,37.63
PEP,149.04
PFE,25.3746165644172
PFGC,94.44
PG,139.776213768164
PMTS,17.99
PRCT,36.03
PRU,117.05
QUAD,6.53
RARE,36.2
RCI,36.17
RCKT,3.45
SBUX,84.74
SHOP,164.75
SLB,40.34
SLGN,39.2
SLP,19.51
SLVM,49.3566060355519
SMCI,34.02
SMP,38.53
SNDX,20.41
SNPS,477.26
SPB,62.25
SPGI,497.56
SPNT,22.28
SPRY,11.22
SSTK,19.05
STZ,148.570729280349
TBLA,4.03
TCOM,70.13
TEAD,0.7608
TNC,77.61
TRVG,2.96
TSLA,446.89
TWLO,134.24
TX,38.49
TXG,16.54
TXO,11.91
UAL,108.39
UBER,85.44
UHS,224.58
UIS,2.99
UPWK,21.92
UTL,48.93
UTZ,9.75110073382255
VCEL,37.39
VERA,46.02
W,99.52
WDAY,224.04
WELL,184.97
WMT,115.287843673836
XPO,150.12
ZBH,92.2062561792816
ZM,90.24
ZTS,117.156163852307
