bin,count,mean_f10_vs_a1_pct,trend_7d
<0% (F10/C1),9,3.375577133659652,
0-2% (F10/C1),42,1.7105638500112237,
2-5% (F10/C1),47,4.734957341376472,
5-10% (F10/C1),40,8.509815935343386,
10-20% (F10/C1),25,15.471996144413897,
>20% (F10/C1),26,32.177907240666194,
