symbol,actual1_T
AAPL,258.21
ACCO,4.13
ADV,0.8188
AENT,7.6
AHCO,10.64
AHL,37.32
AII,19.03
ALAB,174.45
ALIT,1.59
ALK,49.66
AMRK,
AMTM,34.58
AMZN,238.18
ARCO,7.59
ARDT,8.9
ASIX,17.94
ASML,1331.6
ATR,125.11
AVGO,343.02
AVNW,22.08
AXON,637.19
BA,247.74
BABA,170.93
BHVN,11.92
BIIB,168.57
BILL,48.25
BMRN,55.07
BRZE,25.48
BTM,1.35
BWMX,16.44
CAL,13.78
CBZ,51.51
CCJ,112.84
CDE,21.22
CG,66.12
CHA,12.35
CHE,458.93
CHMI,2.7
CIVI,26.55
CLDX,25.69
CLS,313.53
CMPS,7.31
CON,21.58
COP,98.93
COUR,6.48
CPRX,22.96
CRM,233.53
CRNT,2.34
CRNX,56.43
CRTO,20.49
CSTM,22.92
CTRA,25.73
CVE,18.09
CVNA,460.88
CVS,81.36
CVX,166.16
CWAN,24.19
CWT,46.23
DAR,40.43
DAVA,6.88
DBRG,15.33
DDI,8.9
DDL,2.72
DDOG,120.86
DHR,239.89
DIS,113.41
DOX,84.29
DUOL,154.42
DVN,36.32
DXCM,69.24
EEFT,74.69
EFX,219.21
ENOV,24.26
ERIE,283.07
EVH,3.94
FANG,150.82
FI,66.78
FINV,5.26
FLOC,19.87
FSLR,243.64
GDEV,16.5817
GDYN,9.37
GE,319.94
GOOGL,332.78
GPCR,85.02
HAL,32.78
HBM,22.76
HLF,16.68
HQY,86.94
HRTG,25.85
HTO,54.03
IBM,297.95
IDYA,36.06
IMCR,32.75
IMVT,26.0
IMXI,15.5
INSW,55.78
ITGR,85.28
JANX,13.72
KELYA,10.35
KINS,15.91
KNF,80.24
KO,70.48
KOP,29.24
KRO,5.53
LFST,7.44
LKQ,33.93
LNTH,65.42
LVO,4.31
LW,43.93
MA,542.65
MANH,175.57
MATV,13.11
MAX,11.58
MD,22.67
MDB,389.2
MDLZ,57.3
MDXG,5.75
META,620.8
MNKD,5.58
MNMD,
MPAA,13.6
MRVL,80.38
MSFT,456.66
MTDR,42.79
MU,336.63
NESR,18.45
NRDS,13.25
NVDA,187.05
NX,18.57
PACS,39.37
PAR,38.42
PEP,146.57
PFE,25.89
PFGC,96.84
PG,144.63
PMTS,13.94
PRCT,30.5
PRU,116.43
QCOM,161.39
QUAD,6.42
RARE,23.5
RCI,35.58
RCKT,3.71
SBUX,93.28
SHOP,157.99
SLB,46.57
SLGN,42.75
SLP,20.26
SLVM,52.27
SMCI,29.42
SMP,40.12
SNDX,20.67
SNPS,508.19
SPB,63.47
SPGI,545.43
SPNT,20.4
SPRY,11.09
SSTK,19.02
STZ,158.75
TBLA,4.2
TCOM,61.3
TEAD,0.683
TNC,79.73
TRVG,2.83
TSLA,438.57
TWLO,119.78
TX,41.9
TXG,21.2
TXO,10.78
UAL,116.02
UBER,84.38
UHS,204.19
UIS,3.35
UPWK,20.15
UTL,50.71
UTZ,10.41
VCEL,38.57
VERA,46.28
W,118.25
WDAY,192.72
WELL,188.18
WMT,119.2
XOM,129.13
XPO,154.42
ZBH,88.75
ZM,81.52
ZTS,125.28
