symbol,actual1_T
AAPL,267.26
ACCO,3.69
ADV,0.8307
AENT,7.86
AHCO,9.78
AHL,37.17
AII,20.15
ALAB,167.11
ALIT,1.82
ALK,51.97
AMTM,31.44
AMZN,233.06
ARCO,7.72
ARDT,8.94
ASIX,16.66
ASML,1228.19
ATR,123.0
AVGO,343.42
AVNW,22.2
AXON,591.16
BA,228.13
BHVN,9.93
BIIB,174.63
BILL,53.67
BMRN,58.87
BRZE,31.86
BTM,1.38
BWMX,16.0
CAL,12.38
CBZ,53.65
CCJ,100.17
CDE,18.6
CG,64.03
CHA,12.6
CHE,437.97
CHMI,2.59
CIVI,26.96
CLDX,25.6
CLS,293.24
CMPS,6.56
CON,19.46
COP,99.2
COUR,7.08
CPRX,22.8
CRM,256.26
CRNT,2.18
CRNX,48.18
CRTO,20.2
CSTM,19.54
CTRA,25.82
CVE,16.64
CVNA,430.06
CVS,79.7783382326474
CWAN,24.1
CWT,42.54
DAR,37.56
DAVA,6.39
DBRG,15.31
DDI,9.01
DDL,2.87
DDOG,133.64
DHR,235.36
DIS,114.07
DOX,81.04
DUOL,185.15
DVN,36.55
DXCM,67.65
EEFT,75.2
EFX,220.79
ENOV,27.01
ERIE,280.493198128741
EVH,3.95
FANG,146.99
FINV,5.39
FLOC,19.09
FSLR,272.0
GDEV,15.3563
GDYN,9.37
GE,324.32
GOOGL,316.54
GPCR,62.77
HAL,31.92
HBM,21.3
HLF,12.91
HQY,93.47
HRTG,26.92
HTO,49.86
IBM,294.97
IDYA,34.94
IMCR,32.75
IMVT,24.97
IMXI,15.39
INSW,46.81
ITGR,79.72
JANX,13.75
KELYA,8.69
KINS,16.64
KNF,73.93
KO,67.94
KOP,26.93
KRO,4.65
LFST,7.05
LKQ,31.04
LNTH,68.98
LVO,4.48
LW,41.3
MA,567.711833243698
MANH,166.6
MATV,11.95
MAX,11.85
MD,21.9
MDB,420.82
MDLZ,53.74
MDXG,6.33
META,658.79
MNKD,5.62
MPAA,12.55
MRVL,90.1649927953891
MSFT,472.85
MTDR,41.41
MU,312.15
NESR,16.12
NRDS,13.34
NVDA,188.12
NX,15.73
PACS,39.77
PAR,36.2
PEP,139.92
PFE,24.7550038343558
PFGC,88.06
PG,139.388939518593
PMTS,14.04
PRCT,33.12
PRU,117.36
QUAD,5.89
RARE,23.11
RCI,37.78
RCKT,3.55
SBUX,86.56
SHOP,166.21
SLB,43.8
SLGN,41.54
SLP,19.2
SLVM,47.93
SMCI,30.07
SMP,37.11
SNDX,20.22
SNPS,494.19
SPB,60.37
SPGI,532.9
SPNT,21.46
SPRY,10.97
SSTK,18.83
STZ,141.576828015664
TBLA,4.39
TCOM,75.15
TEAD,0.6795
TNC,75.44
TRVG,2.793
TSLA,451.67
TWLO,136.24
TX,38.93
TXG,18.32
TXO,10.6
UAL,114.89
UBER,80.74
UHS,222.87
UIS,2.81
UPWK,20.62
UTL,48.77
UTZ,9.83
VCEL,37.08
VERA,47.07
W,105.39
WDAY,208.9
WELL,184.73
WMT,112.71
XPO,145.15
ZBH,92.65
ZM,86.53
ZTS,128.816020037166
