symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x,a1_T,a1_over_prev_pct
UAL,1.0446362058156882,100.88001896795289,20251002,93.15,20251001,1.0829846373371217,,
BIIB,1.0488800397125535,149.5833315344201,20251002,140.08,20251001,1.0678421725758145,,
HRTG,0.9997522468412922,25.198934620085396,20251002,23.69,20251001,1.063695002958438,,
TMUS,1.0339520500369983,247.6430501103157,20251002,233.26,20251001,1.061661022508427,,
DUOL,0.9996018348504214,322.2291783463754,20251002,303.72,20251001,1.0609415854944535,,
UPWK,0.9999292530461543,18.573984658973668,20251002,17.71,20251001,1.0487851303768305,,
MSFT,1.0473504240795313,542.889752702338,20251002,517.95,20251001,1.048150888507265,,
BA,1.0432437930418932,225.3204594371518,20251002,215.16,20251001,1.047222808315448,,
INSW,1.045104045350414,48.193453278519385,20251002,46.08,20251001,1.0458648714956464,,
HQY,0.9997126777213623,94.85265920382216,20251002,90.71,20251001,1.045669266936635,,
ZM,1.0293290883422237,84.95983873271854,20251002,81.28,20251001,1.0452736064556907,,
KO,1.0438455445780406,69.27682655830858,20251002,66.32,20251001,1.0445842364039293,,
CG,0.9999267497272559,63.394081125696424,20251002,60.78,20251001,1.0430089030223169,,
SBUX,1.0396846364225423,88.01365375152774,20251002,84.6,20251001,1.0403505171575385,,
DIS,1.0394333651599428,119.0908622879002,20251002,114.5,20251001,1.040094867143233,,
NKE,1.0390493815606892,72.49857359406995,20251002,69.73,20251001,1.0397041961002431,,
XPO,1.0193894004459914,131.81769011602992,20251002,126.9,20251001,1.0387524831838448,,
RCI,1.0376714582017168,35.79028078919382,20251002,34.47,20251001,1.0383023147430759,,
WDAY,0.9998301894863083,240.8540337454961,20251002,232.21,20251001,1.0372250710369757,,
PFGC,1.0363526132262055,107.88538054951509,20251002,104.04,20251001,1.0369605973617366,,
IMXI,1.0358740327275762,14.479538023205983,20251002,13.97,20251001,1.036473731081316,,
NVDA,1.0355537480624395,193.3244761987905,20251002,186.58,20251001,1.036147905449622,,
UBER,1.0218274894679613,100.14369422707576,20251002,96.65,20251001,1.0361478968140274,,
WMT,1.0233844830140666,105.5097985746258,20251002,101.95,20251001,1.0349171022523374,,
XOM,1.026563791646856,115.79467794161997,20251002,111.97,20251001,1.034158059673305,,
W,1.0000742415595425,89.30989694608022,20251002,86.41,20251001,1.033559737832198,,
DDOG,1.0329069462298417,147.16405501499975,20251002,142.4,20251001,1.0334554425210656,,
NFLX,1.032155732782688,1238.1142671544897,20251002,1198.92,20251001,1.0326913114757361,,
SMP,1.0333255271360515,42.20303177727338,20251002,40.91,20251001,1.0316067410724368,,
TCOM,1.0263003989351016,77.21054165806892,20251002,74.94,20251001,1.0302981272760732,,
TXN,1.0289464121990841,189.1366251329344,20251002,183.73,20251001,1.029427013187473,,
PRU,1.0284891983604867,106.74451730924905,20251002,103.74,20251001,1.0289619944982558,,
CVX,1.022977104799841,158.9170071109982,20251002,154.55,20251001,1.028256273768995,,
PG,1.0267884308915551,157.8342358851447,20251002,153.65,20251001,1.027232254377772,,
ZBH,1.0306053201104461,101.56475825780544,20251002,98.89,20251001,1.0270478133057481,,
AHL,1.0262990489215393,37.69142545356423,20251002,36.7,20251001,1.02701431753581,,
MU,1.0260905681095682,171.75774987698608,20251002,167.32,20251001,1.0265225309406292,,
GOOGL,0.9850716417495221,250.85704917382265,20251002,244.9,20251001,1.0243244147563195,,
SHOP,1.0222489025260093,151.97094292154094,20251002,148.61,20251001,1.0226158597775448,,
MPAA,1.0217969921421945,16.906465770384596,20251002,16.54,20251001,1.0221563343642441,,
PEP,1.0213281154307985,143.48467794161996,20251002,140.44,20251001,1.0216795638110223,,
COUR,1.0235536267474512,11.432319209218901,20251002,11.19,20251001,1.0216549784824756,,
AMTM,1.0338764119321058,25.669668457643528,20251002,25.16,20251001,1.02025709291111,,
DXCM,0.9995035054476861,67.39150394438184,20251002,66.08,20251001,1.0198472146546889,,
QCOM,1.0174717768359545,169.31431651878543,20251002,166.36,20251001,1.0177585748905111,,
BRZE,0.9994221901789512,28.489943056459424,20251002,28.04,20251001,1.0160464713430608,,
KINS,0.9995310370732033,14.931241527912254,20251002,14.7,20251001,1.015730716184507,,
TEAD,0.9991822994889905,1.654104498341296,20251002,1.63,20251001,1.0147880357922061,,
SNPS,0.9998619352143503,493.5966629894764,20251002,488.78,20251001,1.0098544600627612,,
HLF,1.0260373669548237,8.663393517563213,20251002,8.59,20251001,1.0085440649084065,,
CCJ,0.999958885929183,83.87045598482564,20251002,83.47,20251001,1.0047976037477613,,
PACS,0.998502153960553,13.792735908953826,20251002,13.73,20251001,1.004569257753374,,
IMVT,0.9985490979645557,16.191334383581214,20251002,16.12,20251001,1.004425209899579,,
CVS,1.0232875944715591,77.17463810098252,20251002,76.86,20251001,1.004093652107501,,
IDYA,0.9992812738092183,27.269470286185935,20251002,27.21,20251001,1.0021856040494648,,
CHMI,0.9993361715233827,2.3948235345470708,20251002,2.39,20251001,1.0020182152916612,,
AVNW,0.9995114490872863,22.96403438040666,20251002,22.93,20251001,1.001484273022532,,
ITGR,0.9996414521635927,103.44249920636182,20251002,103.33,20251001,1.001088737117602,,
ADBE,0.9997162119647645,353.05388267646543,20251002,352.75,20251001,1.0008614675449055,,
PFE,0.99986744795965,25.49024626593229,20251002,25.48,20251001,1.0004021297461652,,
AVGO,0.9998789115094734,330.0311875605149,20251002,329.91,20251001,1.0003673352141944,,
LW,0.9999023873212196,58.09719694925477,20251002,58.08,20251001,1.0002960907240837,,
HBM,0.9999068322581569,15.16428425739274,20251002,15.16,20251001,1.000282602730392,,
HAL,0.9999176873653742,24.606141767590994,20251002,24.6,20251001,1.0002496653492274,,
SMCI,0.999961257835175,47.945632450278566,20251002,47.94,20251001,1.000117489576107,,
MRVL,0.9999659208164162,84.0786883541531,20251002,84.07,20251001,1.000103346665316,,
IBM,1.0000031867165717,282.1572736543865,20251002,282.16,20251001,0.9999903375899718,,
TX,0.9997154955115956,34.71995984190727,20251002,34.73,20251001,0.9997109082034918,,
GE,0.9999839392456494,300.8346503626926,20251002,300.93,20251001,0.9996831501103002,,
WELL,0.9999572427305327,178.1630990381105,20251002,179.38,20251001,0.9932160722383236,,
BABA,1.0127263817028214,181.04174640085077,20251002,182.75,20251001,0.9906525110853667,,
UNH,0.9980541118336672,344.61726924969446,20251002,348.21,20251001,0.9896822872682992,,
ALAB,0.9833677451969774,192.4917679084459,20251002,194.5,20251001,0.9896748992722154,,
CSTM,0.9997512377848362,14.891234940715227,20251002,15.05,20251001,0.9894508266255965,,
CVE,0.9744005588024351,16.548233043919936,20251002,16.74,20251001,0.9885443873309401,,
