symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x,a1_T,a1_over_prev_pct
BILL,0.9998849608647244,52.98848522245678,20251002,53.74,20251001,0.986015727995102,,
AAPL,0.9888999197216083,251.75851478547958,20251002,255.45,20251001,0.9855490890016817,,
DBRG,0.9995952955135095,11.71438072411549,20251002,11.89,20251001,0.9852296656110587,,
CVNA,1.0292626623197878,388.4623867081475,20251002,395.57,20251001,0.9820319708475049,,
FSLR,0.9999910393701122,220.53599196838147,20251002,224.82,20251001,0.9809447200799817,,
AMRK,0.999491916606707,25.909936469262394,20251002,26.53,20251001,0.9766278352530114,,
CLS,0.9902833109884456,243.94777170203648,20251002,251.75,20251001,0.969008030593988,,
ASML,1.0001112597449513,967.7635575625784,20251002,1003.27,20251001,0.9646092851999745,,
CDE,0.9545392604291831,17.894036364502153,20251002,18.89,20251001,0.9472756148492405,,
EFX,0.9998195013522623,237.7001155934033,20251002,253.81,20251001,0.9365277790213281,,
MA,1.0339286899548497,588.430978952715,20251002,,20251001,,,
MANH,1.0275963839887403,210.73050054761035,20251002,,20251001,,,
MCD,1.0236533144799234,311.19672505198326,20251002,,20251001,,,
MD,0.9974928310961212,16.707329328105903,20251002,,20251001,,,
MDB,1.0304029597742235,319.97337105760226,20251002,,20251001,,,
MDLZ,0.9998158703289599,62.50490321582197,20251002,,20251001,,,
META,1.0446237068601254,767.7032847097665,20251002,,20251001,,,
UHS,0.9999356880818704,204.4798765495786,20251002,,20251001,,,
