symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
ZM,1.0284428103747179,1.0295742125171672,85.78412338693036,83.32
ZBH,1.0277228648688492,1.0288534749907023,102.55611438707322,99.68
MNMD,1.028511959365331,1.028511959365331,13.278089395406422,12.91
AHL,1.02664359132277,1.0277730141229853,37.72954734845479,36.71
INSW,1.0210854582632138,1.0271163387308528,52.10047628212251,50.725
GE,1.0184134499444903,1.024428548615759,321.8139842621545,314.14
NESR,1.0180283063898634,1.0240411302713759,14.4389799368264,14.1
CSTM,1.017057130183703,1.0230642179658862,16.655485468484628,16.28
DAVA,1.022917810085138,1.022917810085138,9.830240154918176,9.61
ALAB,1.0208042298360582,1.0219272286853935,177.42700544435803,173.62
DDOG,1.0196716909267707,1.0207934438566095,159.24377724163108,156.0
WELL,1.0195506736973092,1.0206722934946575,180.62837577974955,176.97
IMXI,1.0142028257473032,1.0201930550298037,15.149866867192584,14.85
SSTK,1.0136942711160681,1.0196814967007217,25.53282467738607,25.04
AII,1.0175457740687004,1.0186651882521707,23.76545884192314,23.33
HAL,1.0125029046448386,1.0184830936110358,28.0184699052396,27.51
CVS,1.0134785582810095,1.0178231045861885,82.12305719353662,80.685
GDYN,1.0170411757132605,1.0170411757132605,8.238033523277409,8.1
ENOV,1.0169378635854986,1.0169378635854986,32.54201163473596,32.0
NVDA,1.010978484398459,1.0153399403702947,210.2159812542658,207.04
AMRK,1.0151334688745635,1.0151334688745635,27.53041967587816,27.12
AENT,1.0150311908855423,1.0150311908855423,7.125518960016507,7.02
MPAA,1.01373687137511,1.014852095339519,17.28293118363201,17.03
SPB,1.013290989745932,1.013290989745932,55.14329566197362,54.42
UHS,1.0071527556681001,1.0131013448218609,228.25173298836526,225.3
MATV,1.0130051489802527,1.0130051489802527,11.026561046650052,10.885
LW,1.010915040784888,1.0120271604199718,63.84879355089602,63.09
AVNW,1.0119785782568391,1.0119785782568391,24.955391739813653,24.66
SPNT,1.0113452210912937,1.0113452210912937,18.45705028491611,18.25
DAR,1.0112600026621488,1.0112600026621488,33.85698488912874,33.48
HRTG,1.0111904704987076,1.0111904704987076,23.33827605911017,23.08
MDB,1.0087222568479683,1.0098319641754165,343.87807876065455,340.53
ITGR,1.0097174623474694,1.0097174623474694,65.94464746591323,65.31
DBRG,1.0090997869525817,1.0090997869525817,12.840794788971603,12.725
HBM,1.0072835674945682,1.0072835674945682,16.353248718274312,16.235
RCI,1.001169599050504,1.007082849631878,40.04161410136347,39.76
DHR,1.0057839998748688,1.0057839998748688,215.27800733321692,214.04
TWLO,1.0054150186471567,1.0054150186471567,112.25458683195505,111.65
KO,1.0046825233806636,1.0046825233806636,68.71023777400359,68.39
TXG,1.0046605634043706,1.0046605634043706,12.960121267916382,12.9
AVGO,0.9984265538310285,1.0043236030477645,387.64882430437615,385.98
CDE,1.0040170486530655,1.0040170486530655,18.323311137918445,18.25
WMT,1.0032436583798374,1.0032436583798374,102.84250742051714,102.51
PEP,1.0015551122171829,1.0015551122171829,146.38729520166345,146.16
FSLR,1.0002525401986053,1.0002525401986053,241.7710414914049,241.71
MRVL,0.9999727794863814,0.9999727794863814,90.14754607069729,90.15
SMCI,0.998981216483265,0.998981216483265,52.63632029650323,52.69
TX,0.997303583916911,0.9984007294267375,35.81263416453707,35.87
MD,0.9980694612129033,0.9980694612129033,17.840491619180646,17.875
W,0.9884490052351589,0.9942871236322902,103.0180888795416,103.61
GOOGL,0.9833466655158942,0.9891546477469456,271.59219163187885,274.57
AAPL,0.9845015169071967,0.9855845787111559,265.81216087839874,269.7
ASML,0.9783329957918239,0.9841113655721587,1053.8258147092904,1070.84
CLS,0.9773240928121767,0.9830965036659355,332.119491833463,337.83
IBM,0.9761616562697817,0.9819272013751532,302.89508380819353,308.47
ERIE,0.9810114548979146,0.9810114548979146,296.1379278900335,301.87
SHOP,0.9743039740743293,0.9800585470723449,175.44028051142044,179.01
MU,0.970977526759845,0.9767124526206173,221.35234313741051,226.63
CVE,0.9707569046931107,0.9718248458860362,16.59390924350407,17.075
CCJ,0.962281597537661,0.9679651622618411,103.21412525198012,106.63
TSLA,0.9598290335490983,0.9608849528612737,443.45801459500643,461.51
