symbol,actual1_T
AAPL,277.55
ACCO,3.43
ADV,0.9397
AENT,6.6
AHCO,9.61
AHL,36.97
AII,20.99
ALAB,154.22
ALIT,2.33
ALK,42.51
AMRK,27.27
AMTM,29.33
AMZN,229.16
ARCO,7.31
ARDT,9.05
ASIX,15.09
ASML,1040.97
ATR,123.81
AVGO,397.57
AVNW,21.71
AXON,533.17
BA,186.92
BHVN,9.48
BIIB,181.94
BILL,49.54
BMRN,55.52
BRZE,28.32
BTM,1.43
BWMX,14.23
CAL,11.8
CBZ,49.0
CCJ,88.81
CDE,16.19
CG,53.5
CHA,14.13
CHE,441.36
CHMI,2.36
CIVI,28.45
CLDX,26.79
CLS,332.24
CMPS,5.23
CON,20.83
COP,87.09
COUR,7.94
CPRX,23.43
CRM,228.15
CRNT,2.03
CRNX,46.03
CRTO,19.69
CSTM,16.61
CTRA,26.39
CVE,17.56
CVNA,357.33
CVS,79.86
CWAN,21.73
CWT,45.5
DAR,36.6
DAVA,6.34
DBRG,9.52
DDI,9.35
DDL,1.72
DDOG,158.4
DHR,228.46
DIS,103.43
DOX,76.05
DUOL,188.43
DVN,36.4
DXCM,62.53
EEFT,73.4
EFX,212.7
ENOV,30.31
ERIE,294.24
EVH,4.2
FANG,149.31
FI,60.8
FINV,5.04
FLOC,16.75
FSLR,272.21
GDEV,18.5
GDYN,8.67
GE,296.62
GOOGL,319.95
GPCR,34.22
HAL,25.79
HBM,16.59
HLF,13.34
HQY,104.99
HRTG,28.62
HTO,46.38
IBM,303.21
IDYA,35.88
IMCR,40.13
IMVT,23.7
IMXI,15.16
INSW,53.09
ITGR,72.04
JANX,34.69
KELYA,8.61
KINS,15.25
KNF,74.03
KO,72.88
KOP,29.6201344537815
KRO,5.1
LFST,6.56
LKQ,29.58
LNTH,58.75
LVO,4.53
LW,59.61
MA,544.93
MANH,176.05
MATV,12.5991262907069
MAX,12.75
MD,24.45
MDB,326.27
MDLZ,57.21
MDXG,6.88
META,633.61
MNKD,5.38
MNMD,12.1
MPAA,13.12
MRVL,87.72
MSFT,485.5
MTDR,41.67
MU,230.26
NESR,14.0
NRDS,15.06
NVDA,180.26
NX,12.87
PACS,32.16
PAR,34.08
PEP,147.98
PFE,25.71
PFGC,96.13
PG,148.25
PMTS,13.68
PRCT,31.68
PRU,107.97
QUAD,5.69
RARE,33.76
RCI,39.15
RCKT,3.29
SBUX,86.7
SHOP,159.34
SLB,35.66
SLGN,39.55
SLP,17.29
SLVM,47.86
SMCI,32.83
SMP,37.96
SNDX,19.87
SNPS,409.68
SPB,59.63
SPGI,495.61
SPNT,20.93
SPRY,9.57
SSTK,20.75
STZ,134.89
TBLA,4.1
TCOM,69.72
TEAD,0.7078
TNC,73.4586070261438
TRVG,2.92
TSLA,426.58
TWLO,127.01
TX,36.56
TXG,18.75
TXO,12.21
UAL,101.59
UBER,85.66
UHS,244.18
UIS,2.64
UPWK,19.58
UTL,50.32
UTZ,9.66
VCEL,40.37
VERA,33.33
W,112.55
WDAY,215.34
WELL,206.25
WMT,109.1
XPO,141.73
ZBH,97.55
ZM,84.43
ZTS,127.69
