symbol,actual1_T
AAPL,272.36
ACCO,3.67
ADV,0.8538
AENT,7.85
AHCO,10.11
AHL,37.05
AII,20.76
ALAB,168.83
ALIT,1.97
ALK,51.18
AMTM,29.46
AMZN,232.14
ARCO,7.34
ARDT,8.81
ASIX,16.81
ASML,1061.84
ATR,122.19
AVGO,349.32
AVNW,21.37
AXON,591.02
BA,216.85
BHVN,10.5
BIIB,174.82
BILL,55.17
BMRN,61.14
BRZE,35.93
BTM,1.28
BWMX,13.82
CAL,12.8025168539326
CBZ,52.23
CCJ,93.41
CDE,19.09
CG,60.92
CHA,12.45
CHE,432.66
CHMI,2.66547169811321
CIVI,27.19
CLDX,26.58
CLS,303.46
CMPS,6.89
CON,19.73
COP,92.73
COUR,7.37
CPRX,24.23
CRM,263.43
CRNT,2.13
CRNX,48.87
CRTO,20.39
CSTM,19.17
CTRA,25.98
CVE,16.78
CVNA,437.35
CVS,77.4173279740836
CWAN,24.1
CWT,43.05
DAR,34.83
DAVA,6.54
DBRG,13.281342019544
DDI,8.46
DDL,2.72
DDOG,141.23
DHR,230.509736385709
DIS,113.22
DOX,79.7777928600516
DUOL,179.26
DVN,36.34
DXCM,66.86
EEFT,78.35
EFX,219.99
ENOV,26.31
ERIE,282.333769960536
EVH,4.16
FANG,148.16
FINV,5.33
FLOC,18.22
FSLR,269.39
GDEV,17.9099
GDYN,9.2
GE,315.165856895557
GOOGL,314.35
GPCR,71.29
HAL,28.17
HBM,19.94
HLF,13.73
HQY,92.69
HRTG,30.17
HTO,49.45
IBM,303.78
IDYA,35.41
IMCR,36.19
IMVT,26.76
IMXI,15.41
INSW,47.87
ITGR,77.77
JANX,14.12
KELYA,8.49
KINS,17.47
KNF,73.76
KO,69.87
KOP,26.85
KRO,4.56
LFST,7.06
LKQ,29.99
LNTH,66.53
LVO,4.25
LW,41.8
MA,575.480090560539
MANH,173.94
MATV,12.27
MAX,12.68
MD,21.47
MDB,437.13
MDLZ,53.6516565433462
MDXG,7.0
META,664.94
MNKD,5.93
MPAA,12.36
MRVL,87.6168299711816
MSFT,486.85
MTDR,41.74
MU,276.162113180637
NESR,15.08
NRDS,14.05
NVDA,189.21
NX,15.13
PACS,37.24
PAR,37.09
PEP,143.68
PFE,24.4697852760736
PFGC,90.5
PG,142.179300137295
PMTS,15.52
PRCT,32.72
PRU,114.18
QUAD,6.4
RARE,34.13
RCI,36.99
RCKT,3.45
SBUX,83.86
SHOP,169.53
SLB,38.2
SLGN,40.68
SLP,19.33
SLVM,48.415442331542
SMCI,30.76
SMP,37.4
SNDX,21.7
SNPS,475.47
SPB,59.68
SPGI,525.14
SPNT,22.47
SPRY,11.03
SSTK,18.5
STZ,138.318305835527
TBLA,4.16
TCOM,72.48
TEAD,0.7384
TNC,75.32
TRVG,2.92
TSLA,485.56
TWLO,140.97
TX,38.47
TXG,16.5
TXO,10.6
UAL,113.53
UBER,80.97
UHS,227.27
UIS,2.78
UPWK,20.82
UTL,48.25
UTZ,10.24
VCEL,37.38
VERA,53.91
W,101.6
WDAY,215.44
WELL,186.86
WMT,110.9
XPO,140.09
ZBH,89.1942183895419
ZM,87.16
ZTS,123.010984891331
