symbol,actual1_T
AAPL,259.04
ACCO,3.87
ADV,0.8724
AENT,7.805
AHCO,10.62
AHL,37.22
AII,20.22
ALAB,156.73
ALIT,1.7
ALK,48.58
AMTM,32.47
AMZN,246.29
ARCO,7.91
ARDT,9.21
ASIX,18.18
ASML,1194.32
ATR,122.44
AVGO,332.48
AVNW,21.18
AXON,612.98
BA,227.38
BHVN,11.36
BIIB,186.0
BILL,54.55
BMRN,60.35
BRZE,30.19
BTM,1.42
BWMX,16.19
CAL,13.84
CBZ,54.27
CCJ,105.76
CDE,19.62
CG,64.68
CHA,12.89
CHE,449.18
CHMI,2.56
CIVI,26.32
CLDX,27.35
CLS,288.6
CMPS,7.62
CON,19.91
COP,98.72
COUR,7.32
CPRX,22.6
CRM,260.53
CRNT,2.12
CRNX,53.24
CRTO,20.47
CSTM,20.25
CTRA,25.41
CVE,16.39
CVNA,442.58
CVS,79.9569020337153
CWAN,24.09
CWT,43.66
DAR,38.31
DAVA,6.74
DBRG,15.37
DDI,8.875
DDL,2.86
DDOG,130.68
DHR,235.0
DIS,114.17
DOX,84.07
DUOL,173.87
DVN,36.09
DXCM,68.43
EEFT,74.43
EFX,218.03
ENOV,28.83
ERIE,285.36
EVH,4.16
FANG,147.66
FINV,5.17
FLOC,19.52
FSLR,246.26
GDEV,15.0
GDYN,9.86
GE,314.44
GOOGL,325.44
GPCR,66.98
HAL,32.17
HBM,21.11
HLF,14.67
HQY,98.51
HRTG,27.23
HTO,50.52
IBM,302.72
IDYA,36.43
IMCR,33.05
IMVT,26.31
IMXI,15.47
INSW,54.51
ITGR,82.79
JANX,13.91
KELYA,9.05
KINS,17.29
KNF,77.46
KO,69.37
KOP,27.62
KRO,5.22
LFST,7.38
LKQ,33.0
LNTH,67.85
LVO,4.03
LW,41.3
MA,579.194475807151
MANH,173.7
MATV,12.73
MAX,11.71
MD,22.24
MDB,413.52
MDLZ,53.99
MDXG,6.31
META,646.06
MNKD,6.01
MPAA,12.86
MRVL,83.3898775216138
MSFT,478.11
MTDR,42.43
MU,327.02
NESR,17.66
NRDS,13.77
NVDA,185.04
NX,16.51
PACS,41.36
PAR,37.19
PEP,139.37
PFE,25.29
PFGC,88.42
PG,141.53
PMTS,13.82
PRCT,34.48
PRU,118.72
QUAD,6.16
RARE,23.21
RCI,36.53
RCKT,3.88
SBUX,88.18
SHOP,168.28
SLB,44.43
SLGN,42.08
SLP,18.05
SLVM,48.33
SMCI,29.9
SMP,38.93
SNDX,21.39
SNPS,514.49
SPB,63.94
SPGI,541.56
SPNT,20.33
SPRY,10.95
SSTK,18.93
STZ,147.96
TBLA,4.27
TCOM,76.82
TEAD,0.6197
TNC,77.45
TRVG,2.9
TSLA,435.8
TWLO,137.43
TX,40.35
TXG,19.29
TXO,10.37
UAL,115.47
UBER,87.59
UHS,211.14
UIS,3.13
UPWK,20.42
UTL,49.22
UTZ,9.82
VCEL,40.73
VERA,47.69
W,113.45
WDAY,209.79
WELL,186.31
WMT,113.07
XPO,143.85
ZBH,94.08
ZM,85.65
ZTS,126.306811020441
