symbol,actual1_T
AAPL,271.49
ACCO,3.32
ADV,0.997
AENT,6.62
AHCO,9.59
AHL,36.89
AII,19.76
ALAB,141.8
ALIT,1.947
ALK,39.53
AMTM,24.26
AMZN,220.69
ARCO,7.15983333333333
ARDT,8.94
ASIX,14.72
ASML,966.57
ATR,121.52
AVGO,339.553610055539
AVNW,21.1
AXON,521.99
BA,179.7
BHVN,9.69
BIIB,175.3
BILL,48.19
BMRN,54.69
BRZE,27.41
BTM,1.49
BWMX,13.92
CAL,10.4946816479401
CBZ,51.14
CCJ,79.2842033248957
CDE,13.99
CG,51.72
CHA,12.8021706484642
CHE,441.74
CHMI,2.18433962264151
CIVI,26.9282776801406
CLDX,25.92
CLS,280.06
CMPS,5.17
CON,20.1685703874651
COP,87.37
COUR,8.11
CPRX,23.28
CRM,226.744184290615
CRNT,1.97
CRNX,42.86
CRTO,19.91
CSTM,15.4
CTRA,25.75
CVE,17.7339432833315
CVNA,309.88
CVS,77.4074077629132
CWAN,21.58
CWT,45.52
DAR,33.38
DAVA,6.3
DBRG,9.16402605863192
DDI,9.01
DDL,1.77
DDOG,157.55
DHR,227.074509191814
DIS,103.576925566343
DOX,75.6746510853067
DUOL,172.78
DVN,35.4150096127438
DXCM,60.23
EEFT,73.32
EFX,213.221409670664
ENOV,28.77
ERIE,294.849658416747
EVH,4.14
FANG,146.44
FINV,4.74
FLOC,16.28
FSLR,249.91
GDEV,20.64
GDYN,8.58
GE,287.108274668205
GOOGL,299.459545758609
GPCR,34.32
HAL,25.6607907145448
HBM,14.9
HLF,11.99
HQY,101.91
HRTG,27.1
HTO,44.74
IBM,297.44
IDYA,33.99
IMCR,39.35
IMVT,22.59
IMXI,15.09
INSW,53.5598412068281
ITGR,70.0
JANX,28.8
KELYA,8.27
KINS,14.73
KNF,70.65
KO,72.4365512006624
KOP,28.1341411764706
KRO,4.54
LFST,6.44
LKQ,29.56
LNTH,55.82
LVO,4.35
LW,57.68
MA,539.584351416526
MANH,170.49
MATV,12.1527005559968
MAX,11.86
MD,23.1
MDB,321.18
MDLZ,56.4754279403644
MDXG,6.76
META,593.768573456681
MNKD,5.03
MPAA,12.91
MRVL,77.3942002881845
MSFT,472.12
MTDR,41.07
MU,207.289019474676
NESR,13.79
NRDS,13.92
NVDA,178.870245923987
NX,11.9306068111455
PACS,27.5
PAR,33.5
PEP,144.908592792393
PFE,24.6271472392638
PFGC,96.65
PG,149.865204474931
PMTS,12.07
PRCT,29.86
PRU,106.75
QUAD,5.48
RARE,33.59
RCI,37.9642875449085
RCKT,2.93
SBUX,85.35
SHOP,147.8
SLB,35.9173913043478
SLGN,39.5091401112797
SLP,17.0
SLVM,46.2656262918561
SMCI,32.19
SMP,37.75
SNDX,17.44
SNPS,388.36
SPB,56.9129303775546
SPGI,492.643005149955
SPNT,20.4
SPRY,7.59
SSTK,20.2503086419753
STZ,132.784778840598
TBLA,3.96
TCOM,69.85
TEAD,0.6167
TNC,71.4172603485839
TRVG,2.77
TSLA,391.09
TWLO,120.57
TX,35.91
TXG,18.34
TXO,12.65
UAL,92.2
UBER,83.87
UHS,231.726434920502
UIS,2.49
UPWK,17.87
UTL,49.04
UTZ,9.47278185456971
VCEL,39.58
VERA,28.46
W,105.04
WDAY,225.14
WELL,199.93
WMT,105.108342241416
XPO,132.53
ZBH,91.9369680325168
ZM,78.63
ZTS,121.537322452937
