symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
NX,1.0120559959523663,1.5057235765094423,20.342325518642564,13.51
MAX,1.0401350578388142,1.3426405778172126,14.03059403818987,10.45
CHMI,1.0119288229992822,1.2726441092742065,2.9143550102379328,2.29
ALAB,0.9955273430984527,1.2192673472808877,243.2804138029555,199.53
ALK,1.0073671458323703,1.1952698258840042,57.6717690989032,48.25
CAL,1.011334188519324,1.194766212260343,15.08392342978683,12.625
MATV,1.008043212901796,1.1902664090801975,12.378770654434055,10.4
CIVI,1.045928101717127,1.189247562410345,36.53963135505785,30.725
KRO,1.0099875125928421,1.16211146587184,6.095274638497802,5.245
HLF,0.998088648030553,1.1608395146585624,9.930982047904001,8.555
TEAD,1.0241399850044646,1.1386819570115427,1.730796574657545,1.52
COUR,1.0237463837446685,1.132380286432468,11.442702794400088,10.105
KELYA,1.0315198949722737,1.1254546447633529,13.854346677036874,12.31
CVNA,1.0383987925537768,1.1250257893734017,380.8774809923652,338.55
W,0.9876498769073125,1.12073232259262,85.37738833510579,76.18
IMCR,1.0260383047078223,1.1157976491970503,36.09605395152458,32.35
PFE,1.011550249835319,1.115343934894028,27.55457191155696,24.705
SMP,1.0324473241048133,1.1111307163296154,42.47852728528119,38.23
MNKD,1.0313230018188486,1.1108256918424264,5.665211028396374,5.1
TCOM,1.023911717237642,1.0999419814021685,77.82089518420342,70.75
INSW,1.0477637158785762,1.0974972048987077,48.24597712734719,43.96
TMUS,1.0371041309972733,1.0954947781434814,246.55205476897194,225.06
SNPS,1.0046920530915602,1.0938584728034362,490.0485958159394,448.0
ZM,1.0229105623421604,1.0931068849688366,86.5412720829828,79.17
MA,1.0218090380415836,1.0863103043606386,607.5190377136871,559.25
AMTM,1.0346412139670398,1.0854251132047132,25.70286668068761,23.68
DAR,1.0135581517116785,1.0813546835987473,32.332505039602545,29.9
TXN,1.03168808415437,1.0753486360229212,188.30429965397374,175.11
DIS,1.0432496240214866,1.0745105029362172,118.50776336883541,110.29
META,1.0459879358764224,1.0744692946261032,768.9976741639022,715.7
AMZN,1.0450150616037222,1.0743070815664397,236.42275944032636,220.07
NKE,1.0419302423845624,1.0731131213009928,72.2956309820479,67.37
ZBH,1.0319632577033153,1.0668726989967185,101.49159985555784,95.13
DVN,1.0119345684983656,1.0663646140250593,35.40330518563197,33.2
BA,1.0370188304773154,1.0657350683877465,229.70320796495292,215.535
AHCO,1.0133088788685198,1.0657214070858574,9.271776241646958,8.7
PG,1.0301982804645142,1.0631455720772793,156.81397188139871,147.5
EFX,1.0056075130286166,1.0599031804357073,238.90217687020842,225.4
PFGC,1.0419520647096154,1.0586006320486472,106.84456179266996,100.93
BABA,1.018299941909911,1.0555681775258787,176.08988337486707,166.82
UBER,1.0259157113674309,1.054719671023533,99.22275305153886,94.075
WELL,1.004895993253649,1.0536194468960152,175.81747710353804,166.87
ENOV,1.0223220646153308,1.0514118970381872,31.24796157997492,29.72
MANH,1.0280127411061204,1.0507763972009931,210.95386950207137,200.76
CVX,1.0231380203947356,1.0468467314382268,159.0578923747242,151.94
XOM,1.0232101579149668,1.0424987568562458,116.99963548197648,112.23
QCOM,1.0191176419621617,1.0424370825978428,168.64547122267902,161.78
PRU,1.034084872735143,1.042174400477822,105.53057979238424,101.26
