symbol,actual1_T
AAPL,271.84
ACCO,3.78
ADV,0.8513
AENT,7.13
AHCO,10.48
AHL,37.08
AII,20.14
ALAB,140.24
ALIT,2.12
ALK,51.24
AMTM,28.67
AMZN,221.27
ARCO,7.18958333333333
ARDT,8.94
ASIX,16.35
ASML,1015.43
ATR,123.63
AVGO,325.400552470038
AVNW,20.74
AXON,550.0
BA,206.33
BHVN,10.87
BIIB,172.1
BILL,53.27
BMRN,51.8
BRZE,34.72
BTM,1.27
BWMX,14.02
CAL,13.4988464419476
CBZ,52.66
CCJ,84.85
CDE,17.2
CG,58.02
CHA,13.47
CHE,431.24
CHMI,2.48264150943396
CIVI,28.51
CLDX,25.77
CLS,275.83
CMPS,6.2
CON,19.52
COP,94.96
COUR,7.84
CPRX,24.0
CRM,257.724202953544
CRNT,2.02
CRNX,47.69
CRTO,20.62
CSTM,18.06
CTRA,25.92
CVE,16.99
CVNA,446.23
CVS,77.2586045953566
CWAN,21.7
CWT,43.96
DAR,34.6
DAVA,6.99
DBRG,13.1314397394137
DDI,8.25
DDL,2.82
DDOG,136.71
DHR,222.321113423517
DIS,110.63
DOX,79.1916297493737
DUOL,183.95
DVN,36.95
DXCM,65.75
EEFT,76.9
EFX,218.14
ENOV,27.36
ERIE,287.338135535635
EVH,4.04
FANG,154.07
FINV,5.14
FLOC,17.89
FSLR,254.03
GDEV,16.49
GDYN,9.5
GE,291.842804385459
GOOGL,296.72
GPCR,59.97
HAL,27.74
HBM,18.99
HLF,14.3
HQY,95.31
HRTG,29.44
HTO,50.05
IBM,303.32
IDYA,33.73
IMCR,35.82
IMVT,26.98
IMXI,15.38
INSW,49.11
ITGR,74.13
JANX,14.1
KELYA,9.05
KINS,16.29
KNF,74.25
KO,70.67
KOP,28.3
KRO,4.71
LFST,6.91
LKQ,30.15
LNTH,65.24
LVO,4.71
LW,59.46
MA,564.616512204854
MANH,176.09
MATV,12.41
MAX,12.71
MD,22.56
MDB,412.35
MDLZ,53.3246935394809
MDXG,7.09
META,649.5
MNKD,5.97
MPAA,12.76
MRVL,81.6411383285303
MSFT,476.12
MTDR,43.05
MU,225.431931677335
NESR,14.47
NRDS,14.71
NVDA,170.94
NX,15.87
PACS,34.68
PAR,35.78
PEP,150.08
PFE,24.6271472392638
PFGC,94.82
PG,146.776940587328
PMTS,16.2
PRCT,33.78
PRU,115.68
QUAD,6.52
RARE,33.21
RCI,37.22
RCKT,3.27
SBUX,85.21
SHOP,161.73
SLB,38.53
SLGN,41.04
SLP,18.7
SLVM,50.9714448119057
SMCI,29.84
SMP,38.87
SNDX,20.37
SNPS,453.07
SPB,61.27
SPGI,510.59
SPNT,21.95
SPRY,10.07
SSTK,18.69
STZ,138.805097258779
TBLA,3.9
TCOM,71.85
TEAD,0.6931
TNC,76.45
TRVG,2.91
TSLA,467.26
TWLO,139.22
TX,38.47
TXG,15.75
TXO,11.12
UAL,110.27
UBER,79.14
UHS,224.9
UIS,2.8
UPWK,20.19
UTL,50.33
UTZ,10.7
VCEL,36.4
VERA,48.53
W,102.47
WDAY,216.0
WELL,189.16
WMT,115.66
XPO,145.1
ZBH,91.3186026584642
ZM,88.75
ZTS,121.726508847055
