symbol,actual1_T
AAPL,277.89
ACCO,3.53
ADV,0.8634
AENT,7.4
AHCO,9.39
AHL,36.96
AII,19.54
ALAB,175.74
ALIT,2.1
ALK,49.19
AMTM,28.82
AMZN,226.89
ARCO,7.14991666666667
ARDT,8.58
ASIX,15.32
ASML,1119.69
ATR,120.07
AVGO,400.337898275358
AVNW,21.03
AXON,553.12
BA,206.27
BHVN,10.54
BIIB,180.44
BILL,54.48
BMRN,53.3
BRZE,30.03
BTM,1.38
BWMX,13.92
CAL,13.419265917603
CBZ,51.05
CCJ,90.9
CDE,15.31
CG,56.22
CHA,13.73
CHE,412.5
CHMI,2.35754716981132
CIVI,28.981546572935
CLDX,29.8
CLS,340.76
CMPS,6.3
CON,19.28
COP,92.88
COUR,8.25
CPRX,23.16
CRM,259.11196402159
CRNT,2.05
CRNX,47.4
CRTO,20.4
CSTM,17.5
CTRA,26.57
CVE,17.7934531601212
CVNA,447.98
CVS,75.9193760873478
CWAN,21.76
CWT,43.6
DAR,36.19
DAVA,6.5
DBRG,14.9902280130293
DDI,9.35
DDL,2.09
DDOG,154.28
DHR,224.168546652792
DIS,106.904339266451
DOX,76.4992534274467
DUOL,207.92
DVN,37.3223537489701
DXCM,65.62
EEFT,73.37
EFX,210.29
ENOV,26.76
ERIE,279.378905992735
EVH,3.93
FANG,157.52
FINV,5.35
FLOC,17.84
FSLR,255.88
GDEV,18.4917
GDYN,9.4
GE,286.858563185228
GOOGL,313.72
GPCR,69.98
HAL,28.08
HBM,17.36
HLF,11.82
HQY,92.09
HRTG,27.53
HTO,46.59
IBM,309.18
IDYA,35.34
IMCR,38.11
IMVT,23.17
IMXI,15.37
INSW,50.7290035728464
ITGR,69.13
JANX,16.58
KELYA,8.59
KINS,15.02
KNF,74.76
KO,70.25
KOP,28.05
KRO,4.49
LFST,6.41
LKQ,28.87
LNTH,62.27
LVO,5.01
LW,59.53
MA,539.624291042834
MANH,176.83
MATV,11.79
MAX,13.3
MD,21.57
MDB,418.71
MDLZ,54.2560427020063
MDXG,6.68
META,666.259797696112
MNKD,5.63
MPAA,13.22
MRVL,91.9337175792507
MSFT,491.02
MTDR,44.42
MU,246.823574715181
NESR,14.41
NRDS,15.13
NVDA,185.55
NX,13.5027801857585
PACS,30.75
PAR,33.51
PEP,145.63
PFE,25.345111196319
PFGC,92.37
PG,137.373127399032
PMTS,16.96
PRCT,34.03
PRU,111.33
QUAD,6.08
RARE,36.45
RCI,36.55
RCKT,3.5
SBUX,83.41
SHOP,158.41
SLB,38.24
SLGN,38.39
SLP,19.55
SLVM,47.741767259198
SMCI,35.37
SMP,36.69
SNDX,19.98
SNPS,465.75
SPB,56.93
SPGI,492.1
SPNT,21.62
SPRY,10.0
SSTK,18.86
STZ,141.060233035886
TBLA,4.05
TCOM,70.15
TEAD,0.5862
TNC,73.13
TRVG,2.92
TSLA,439.58
TWLO,130.13
TX,37.28
TXG,17.47
TXO,12.15
UAL,104.5
UBER,92.57
UHS,226.13
UIS,2.78
UPWK,19.88
UTL,47.72
UTZ,9.57218145430287
VCEL,37.3
VERA,45.03
W,93.82
WDAY,221.0
WELL,200.88
WMT,113.331782614273
XPO,140.83
ZBH,92.5054652312425
ZM,89.09
ZTS,117.654022784196
