symbol,forecast1_T,forecast10_T,consensus1_T,actual1_T
AAPL,279.40722877414646,279.4288734305805,278.858844621514,277.89
ACCO,4.752750670624276,4.803742361232361,3.4608366533864543,3.535
ADV,1.4223408437961302,1.4407037023221854,0.9571035856573705,0.8634
AENT,6.711264900557134,6.815334677227346,6.714980079681275,7.4
AHCO,9.67087542261234,9.771347042110444,9.674462151394422,9.39
AHL,37.94608410977603,37.9808910572848,37.06422310756972,36.96
AII,21.151564498976207,21.258402088855732,21.155378486055778,19.53
ALAB,167.2160818875891,167.59076844018347,157.72310756972112,175.74
ALIT,3.201064030729671,3.2356759813336295,2.3241434262948206,2.095
ALK,42.9316939016841,43.59403160267297,42.95533864541833,49.2
AMRK,28.749067633847083,29.109990476341647,28.76195219123506,29.25
AMTM,28.629610522055202,28.626012364883096,28.629482071713145,28.84
AMZN,233.3991898144474,235.0546188949382,233.45828685258965,226.89
ARCO,7.59757984000254,7.667605514198187,7.6000796812749005,7.22
ARDT,8.800492531864574,8.98981095538166,8.807250996015936,8.59
ASIX,18.55515983873272,18.67810538721608,15.440239043824702,15.31
ASML,1048.1726937667656,1047.7132810590308,1059.8122709163347,1119.69
ATR,124.85989270011588,125.87512658529229,124.89613545816734,120.05
AVGO,402.93306610212534,402.684239694608,402.92418326693223,401.1
AVNW,25.38058149870637,25.50762198219076,22.16191235059761,21.03
AXON,611.3071506007841,614.0715242218378,541.2696015936255,553.12
BHVN,10.117003380898716,10.920776336883542,10.145697211155378,10.56
BIIB,182.07205405469756,181.90626204345963,182.06613545816734,180.44
BILL,52.96877438453358,53.078265146584975,50.19474103585657,54.49
BMRN,56.03357117347344,56.99040419993334,56.06772908366534,53.3
BRZE,32.75120379041603,32.90856629259853,28.76430278884462,30.03
BTM,2.8402406311010937,2.8911348232567735,1.550796812749004,1.38
BWMX,15.54712822018698,15.592075006745924,14.408366533864543,13.88
CAL,11.731840724750402,11.933614307709401,11.739043824701197,13.52
CBZ,59.44296915921969,59.86026253551531,48.87051792828686,51.045
CCJ,95.18921517118775,95.44865855303884,88.61601593625498,90.91
CDE,17.28075558324471,17.38012007745909,17.28430278884462,15.31
CG,57.23582260599039,57.34092593768354,54.572948207171315,56.22
CHE,473.0905938000984,474.4074078982873,439.72808764940237,412.71
CHMI,2.49115345391343,2.5018095347692895,2.491533864541833,2.45
CIVI,31.80724837700989,31.901919374295648,29.408685258964145,29.495
CLDX,33.57622323455183,33.83088919223504,27.12406374501992,29.8
CLS,344.4992503690418,345.32378192409647,344.5286852589642,340.53
CMPS,8.373794463579944,8.483480222536151,5.594820717131474,6.3
COP,94.81951651561086,95.05760773638512,88.78729083665338,92.88
COUR,9.061947508769702,9.105139323185346,7.967649402390438,8.255
CPRX,26.28399525404359,26.395630982047905,23.455617529880477,23.16
CRM,256.044511595054,257.0351933699465,230.94482071713148,259.53
CRNT,2.720220710782369,2.746642791384264,2.050796812749004,2.05
CRNX,53.78539951746798,54.104901946000865,45.69055776892431,47.4
CRTO,23.906103395184203,24.06249091284265,19.94390438247012,20.4
CSTM,17.66592347740512,17.699170449675403,16.823585657370515,17.505
CTRA,26.85533943905652,26.997051475373404,26.8603984063745,26.58
CVE,17.857663132331233,17.836074189298582,17.856892430278883,17.955
CVNA,374.63532860589515,375.8855498325423,374.67996015936257,448.2
CVS,80.39331534420089,80.7010961730766,80.40430278884462,76.54
CWAN,23.68901565054523,23.75229214615641,22.08585657370518,21.78
CWT,45.392859359375244,45.60404350724591,45.4003984063745,43.56
DAR,36.63858168917953,36.902631069348104,36.64800796812749,36.2
DAVA,6.486184901826955,6.728091776321011,6.494820717131474,6.505
DBRG,11.610099919048906,11.683906247519882,9.740159362549802,15.03
DDI,9.337832693131856,9.59496254027714,9.347011952191236,9.35
DDL,1.9393774543261217,1.947898819066364,1.7234820717131474,2.085
DDOG,160.162495595308,161.5713125188489,160.2127888446215,154.28
DHR,226.86214988650974,227.62108426850367,226.88924302788845,224.5
DOX,83.13662481547912,83.39519071125856,76.58565737051794,77.0
DUOL,217.58720218726685,218.604013547404,191.82549800796812,207.92
DVN,37.084686909731595,37.31275471817908,37.092828685258965,37.575
DXCM,63.53438370025873,64.12918675894034,63.55561752988048,65.62
EEFT,84.96851129347154,85.39106958619705,74.26266932270917,73.37
EFX,226.40865105315788,226.95395989746194,212.59282868525898,210.29
ENOV,30.323448357962572,30.817226234504215,30.341075697211156,26.73
