symbol,actual1_T
AAPL,273.81
ACCO,3.69
ADV,0.8823
AENT,7.935
AHCO,10.24
AHL,37.05
AII,20.74
ALAB,169.97
ALIT,1.97
ALK,51.38
AMTM,29.91
AMZN,232.38
ARCO,7.33
ARDT,8.97
ASIX,17.11
ASML,1065.52
ATR,122.75
AVGO,350.22
AVNW,21.39
AXON,591.15
BA,218.16
BHVN,10.81
BIIB,176.33
BILL,55.23
BMRN,60.16
BRZE,35.83
BTM,1.3
BWMX,13.79
CAL,13.0810486891386
CBZ,52.51
CCJ,93.34
CDE,18.72
CG,60.99
CHA,12.21
CHE,435.28
CHMI,2.65584905660377
CIVI,27.11
CLDX,26.83
CLS,308.59
CMPS,6.845
CON,19.85
COP,91.8
COUR,7.48
CPRX,24.45
CRM,265.26
CRNT,2.11
CRNX,48.71
CRTO,20.06
CSTM,18.9
CTRA,25.69
CVE,16.73
CVNA,441.57
CVS,78.4887107804907
CWAN,24.19
CWT,43.29
DAR,35.45
DAVA,6.53
DBRG,13.6111270358306
DDI,8.32
DDL,2.72
DDOG,138.04
DHR,231.148848421783
DIS,114.48
DOX,80.8209644976986
DUOL,180.69
DVN,36.2
DXCM,67.42
EEFT,77.27
EFX,220.56
ENOV,26.86
ERIE,282.552648772966
EVH,4.13
FANG,146.91
FINV,5.43
FLOC,18.02
FSLR,272.21
GDEV,17.07
GDYN,9.27
GE,316.384448932487
GOOGL,314.09
GPCR,69.69
HAL,28.03
HBM,19.86
HLF,14.18
HQY,92.45
HRTG,29.78
HTO,49.4
IBM,304.56
IDYA,35.68
IMCR,36.57
IMVT,26.88
IMXI,15.385
INSW,48.01
ITGR,78.71
JANX,14.31
KELYA,8.6
KINS,17.38
KNF,73.46
KO,70.11
KOP,27.25
KRO,4.59
LFST,7.09
LKQ,30.26
LNTH,66.68
LVO,4.39
LW,42.48
MA,578.575411599383
MANH,175.29
MATV,12.36
MAX,12.71
MD,21.78
MDB,435.51
MDLZ,54.1173311246089
MDXG,7.08
META,667.55
MNKD,5.93
MPAA,12.27
MRVL,86.4276873198847
MSFT,488.02
MTDR,41.73
MU,286.568047948113
NESR,15.07
NRDS,14.01
NVDA,188.61
NX,15.31
PACS,37.31
PAR,37.22
PEP,143.74
PFE,24.6173121165644
PFGC,91.66
PG,143.480144411495
PMTS,15.19
PRCT,32.88
PRU,114.55
QUAD,6.43
RARE,34.58
RCI,37.27
RCKT,3.51
SBUX,84.57
SHOP,169.45
SLB,37.97
SLGN,40.83
SLP,19.18
SLVM,48.5046052087639
SMCI,30.55
SMP,37.39
SNDX,21.6
SNPS,475.75
SPB,59.84
SPGI,525.74
SPNT,22.66
SPRY,11.48
SSTK,18.19
STZ,139.570055209604
TBLA,4.32
TCOM,72.24
TEAD,0.8854
TNC,75.37
TRVG,2.91
TSLA,485.4
TWLO,140.31
TX,38.16
TXG,16.69
TXO,10.66
UAL,114.81
UBER,81.15
UHS,227.08
UIS,2.81
UPWK,20.97
UTL,48.69
UTZ,10.32
VCEL,37.56
VERA,55.67
W,100.71
WDAY,216.85
WELL,187.7
WMT,111.61
XPO,141.14
ZBH,89.992109194771
ZM,87.79
ZTS,124.952634725701
