symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
ALAB,0.9955273430984527,1.5067068021116372,243.2804138029555,161.465
NX,1.0120559959523663,1.4265305412792821,20.342325518642564,14.26
CIVI,1.045928101717127,1.281193245268508,36.53963135505785,28.52
MAX,1.0401350578388142,1.273193651378391,14.03059403818987,11.02
CHMI,1.0119288229992822,1.1993230494806306,2.9143550102379328,2.43
ALK,1.0073671458323703,1.180830653130696,57.6717690989032,48.84
KRO,1.0099875125928421,1.1699183567174285,6.095274638497802,5.21
CAL,1.011334188519324,1.1585194646533665,15.08392342978683,13.02
TEAD,1.0241399850044646,1.1462228971242021,1.730796574657545,1.51
HLF,0.998088648030553,1.1375695358423827,9.930982047904001,8.73
PFE,1.011550249835319,1.1297487458612938,27.55457191155696,24.39
SNPS,1.0046920530915602,1.124222518504105,490.0485958159394,435.9
KELYA,1.0315198949722737,1.1172860223416834,13.854346677036874,12.4
COUR,1.0237463837446685,1.116361248234155,11.442702794400088,10.25
AMTM,1.0346412139670398,1.1150918299647552,25.70286668068761,23.05
TCOM,1.023911717237642,1.1147528317462172,77.82089518420342,69.81
MATV,1.008043212901796,1.1131987998591777,12.378770654434055,11.12
INSW,1.0477637158785762,1.0969981156741062,48.24597712734719,43.98
AMZN,1.0450150616037222,1.096733123534473,236.42275944032636,215.57
ZM,1.0229105623421604,1.0884325504085373,86.5412720829828,79.51
TMUS,1.0371041309972733,1.08780963939542,246.55205476897194,226.65
DVN,1.0119345684983656,1.0856579327087388,35.40330518563197,32.61
MNKD,1.0313230018188486,1.0832143457736854,5.665211028396374,5.23
SBUX,1.033381771412544,1.082711243012004,89.71345359597466,82.86
SMP,1.0324473241048133,1.0817042853394752,42.47852728528119,39.27
MA,1.0218090380415836,1.0794389540230045,607.5190377136871,562.81
TXN,1.03168808415437,1.0743669746903277,188.30429965397374,175.27
BA,1.0370188304773154,1.0733794764717426,229.70320796495292,214.0
META,1.0459879358764224,1.0716990790382583,768.9976741639022,717.55
CVNA,1.0383987925537768,1.071626472883814,380.8774809923652,355.42
CG,1.0051947992641217,1.0694304435443465,63.52416834653418,59.4
PG,1.0301982804645142,1.0637225063179943,156.81397188139871,147.42
BABA,1.018299941909911,1.061357864956103,176.08988337486707,165.91
DIS,1.0432496240214866,1.0608518786933616,118.50776336883541,111.71
UPWK,1.003793129004047,1.0575357712469764,17.777176314661673,16.81
NKE,1.0419302423845624,1.056027329565409,72.2956309820479,68.46
MANH,1.0280127411061204,1.0557723312250207,210.95386950207137,199.81
W,0.9876498769073125,1.0500232238975007,85.37738833510579,81.31
UBER,1.0259157113674309,1.0497540525977451,99.22275305153886,94.52
IMCR,1.0260383047078223,1.049609012838749,36.09605395152458,34.39
XOM,1.0232101579149668,1.0482898976971282,116.99963548197648,111.61
CVX,1.0231380203947356,1.0456767627028083,159.0578923747242,152.11
HQY,1.0086108415190846,1.041195891936611,96.36267979873335,92.55
EFX,1.0056075130286166,1.0403334648589464,238.90217687020842,229.64
NFLX,1.0299822045684275,1.0373879061534126,1248.2784935953398,1203.29
QCOM,1.0191176419621617,1.0348252514124012,168.64547122267902,162.97
PFGC,1.0419520647096154,1.0319157986543361,106.84456179266996,103.54
WDAY,1.0052752395387037,1.030839616690033,241.99990841415215,234.76
AHL,1.0220511578132303,1.0280877420331915,37.699977500357136,36.67
KO,1.0482022691605708,1.0272982961188952,68.91116970365549,67.08
KINS,1.0145861491919939,1.0242030795160886,15.127479484452628,14.77
PRU,1.034084872735143,1.023277220909379,105.53057979238424,103.13
DAR,1.0135581517116785,1.0218870113654408,32.332505039602545,31.64
ZBH,1.0319632577033153,1.0212477345095377,101.49159985555784,99.38
WELL,1.004895993253649,1.0201780033859698,175.81747710353804,172.34
SLP,1.0213336282520364,1.0160251831574512,15.849992857256236,15.6
MDB,1.0237225469518352,1.0137310060371874,322.19412564879923,317.83
IBM,1.003574107884536,1.0123459918225162,284.2161372041714,280.75
MCD,1.0270522231758334,1.0122499044871704,308.9892833447088,305.25
MD,1.0031040773321915,1.009375875203216,16.604233147092902,16.45
AHCO,1.0133088788685198,1.0078017653964084,9.271776241646958,9.2
UHS,1.0047580970272616,1.0044611266332977,205.91453095982604,205.0
XPO,1.0265286035275514,1.002913272478792,129.53627827336075,129.16
ENOV,1.0223220646153308,1.0018583385692503,31.24796157997492,31.19
ARCO,1.0156179566427024,1.0002298057844796,6.931592554086444,6.93
GOOGL,0.9784662852387197,0.9987132974368425,250.70699905557055,251.03
SHOP,1.012278385072943,0.9958937202404538,155.5685580387613,156.21
IMXI,1.00584395373206,0.994627691452345,14.720489833494707,14.8
LNTH,1.0175145588717864,0.9928508124872437,56.11592792177902,56.52
RCI,1.0328396468432652,0.9860079325235802,36.344252392819165,36.86
GE,1.004811113420843,0.983970189483293,295.3091332677259,300.12
CVE,0.9999065561240191,0.9795265214193402,16.93601355534039,17.29
DHR,1.006784172028086,0.9742505350280516,200.79303526928143,206.1
AAPL,0.9992590932947423,0.9613409718636295,239.7007579244774,249.34
WMT,1.0273808991058162,0.9593651493061864,104.5995822288535,109.03
TX,1.0004874695363604,0.9500621264783311,34.534758297487336,36.35
PEP,1.0213980195503278,0.9500062421565749,143.60294356438786,151.16
CSTM,1.0075761371544494,0.9461462909545867,15.053187489087474,15.91
BILL,1.008642468827271,0.94475768395636,46.53876351169029,49.26
MRVL,1.0053061572678705,0.9284563781367996,82.53048745258012,88.89
LW,1.0275054429664237,0.9133836768713323,58.438287646227835,63.98
CVS,1.0052011090628514,0.9123786833703473,73.60158838748592,80.67
