bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,63,-11.329175678947099,
0-2%,21,1.1748572064019602,
2-5%,18,3.6244733188429006,
5-10%,21,7.813417881032305,
10-20%,32,14.083464552469064,
>20%,36,107.10722594655563,
