symbol,actual1_T
AAPL,248.35
ACCO,4.04
ADV,0.835
AENT,7.74
AHCO,10.5
AHL,37.26
AII,19.18
ALAB,176.35
ALIT,1.55
ALK,48.86
AMTM,35.56
AMZN,234.34
ARCO,7.88
ARDT,8.63
ASIX,17.1
ASML,1395.0
ATR,124.47
AVGO,325.49
AVNW,21.71
AXON,607.29
BA,251.41
BHVN,13.76
BIIB,173.8
BILL,46.79
BMRN,57.18
BRZE,25.83
BTM,1.18
BWMX,19.44
CAL,12.64
CBZ,43.08
CCJ,121.87
CDE,25.77
CG,62.35
CHA,12.4
CHE,444.74
CHMI,2.71
CIVI,27.25
CLDX,26.85
CLS,290.93
CMPS,7.13
CON,21.73
COP,96.88
COUR,6.48
CPRX,24.45
CRM,228.09
CRNT,2.34
CRNX,54.95
CRTO,19.94
CSTM,22.87
CTRA,27.28
CVE,18.43
CVNA,478.45
CVS,82.68
CWAN,24.29
CWT,45.01
DAR,42.32
DAVA,6.84
DBRG,15.37
DDI,8.88
DDL,2.84
DDOG,131.25
DHR,240.08
DIS,113.21
DOX,83.15
DUOL,153.7
DVN,37.98
DXCM,73.92
EEFT,74.42
EFX,214.08
ENOV,23.55
ERIE,285.35
EVH,3.84
FANG,151.85
FINV,5.18
FLOC,21.0
FSLR,239.68
GDEV,20.5
GDYN,8.8
GE,295.0
GOOGL,330.54
GPCR,91.87
HAL,33.72
HBM,24.11
HLF,16.94
HQY,86.42
HRTG,25.9
HTO,52.58
IBM,294.67
IDYA,36.2
IMCR,35.03
IMVT,26.18
IMXI,15.5
INSW,56.3
ITGR,85.54
JANX,15.14
KELYA,10.37
KINS,15.46
KNF,75.95
KO,71.87
KOP,29.45
KRO,5.59
LFST,7.37
LKQ,34.12
LNTH,67.18
LVO,4.57
LW,44.11
MA,532.86
MANH,170.2
MATV,13.0
MAX,11.17
MD,22.21
MDB,404.64
MDLZ,57.58
MDXG,5.42
META,647.63
MNKD,5.91
MPAA,13.06
MRVL,83.1
MSFT,451.14
MTDR,43.15
MU,397.58
NESR,20.1
NRDS,13.15
NVDA,184.84
NX,19.2
PACS,35.14
PAR,33.88
PEP,144.4
PFE,26.1
PFGC,94.22
PG,149.93
PMTS,14.56
PRCT,30.73
PRU,108.77
QUAD,6.21
RARE,23.4
RCI,37.09
RCKT,3.78
SBUX,95.83
SHOP,137.64
SLB,49.32
SLGN,43.16
SLP,20.77
SLVM,51.37
SMCI,32.45
SMP,39.72
SNDX,20.79
SNPS,509.47
SPB,65.24
SPGI,539.8
SPNT,19.96
SPRY,10.57
SSTK,19.3
STZ,160.72
TBLA,4.14
TCOM,62.1
TEAD,0.7614
TNC,79.23
TRVG,2.8
TSLA,449.36
TWLO,126.42
TX,43.35
TXG,23.19
TXO,11.13
UAL,110.4
UBER,82.56
UHS,205.71
UIS,2.97
UPWK,21.13
UTL,50.26
UTZ,10.51
VCEL,39.14
VERA,48.715
W,110.15
WDAY,188.18
WELL,181.96
WMT,117.83
XPO,149.6
ZBH,87.54
ZM,84.65
ZTS,124.4
