symbol,actual1_T
AAPL,273.76
ACCO,3.75
ADV,0.8602
AENT,8.43
AHCO,10.17
AHL,37.04
AII,20.87
ALAB,170.105
ALIT,1.94
ALK,50.29
AMRK,
AMTM,29.2
AMZN,232.07
ARCO,7.33
ARDT,8.96
ASIX,17.18
ASML,1065.995
ATR,123.21
AVGO,349.39
AVNW,21.4
AXON,580.55
BA,217.25
BABA,148.49
BHVN,11.54
BIIB,176.83
BILL,55.22
BMRN,60.04
BRZE,35.25
BTM,1.3
BWMX,13.66
CAL,13.07
CBZ,52.92
CCJ,92.84
CDE,18.31
CG,60.33
CHA,11.9
CHE,434.43
CHMI,2.71
CIVI,27.18
CLDX,26.03
CLS,303.22
CMPS,6.73
CON,20.14
COP,92.63
COUR,7.44
CPRX,24.06
CRM,266.23
CRNT,2.08
CRNX,47.52
CRTO,20.29
CSTM,18.91
CTRA,26.2
CVE,16.9
CVNA,433.55
CVS,80.02
CVX,150.99
CWAN,24.1
CWT,43.56
DAR,35.71
DAVA,6.56
DBRG,15.26
DDI,8.85
DDL,2.68
DDOG,137.94
DHR,230.63
DIS,114.19
DOX,81.23
DUOL,180.17
DVN,36.18
DXCM,67.47
EEFT,75.81
EFX,222.13
ENOV,27.08
ERIE,287.43
EVH,4.07
FANG,148.57
FI,67.28
FINV,5.21
FLOC,18.27
FSLR,268.25
GDEV,14.852
GDYN,9.17
GE,311.58
GOOGL,313.56
GPCR,67.38
HAL,28.15
HBM,19.41
HLF,12.76
HQY,92.78
HRTG,29.54
HTO,48.89
IBM,305.74
IDYA,34.84
IMCR,35.36
IMVT,25.61
IMXI,15.36
INSW,49.15
ITGR,78.53
JANX,14.07
KELYA,8.68
KINS,17.09
KNF,72.64
KO,70.16
KOP,27.29
KRO,4.5
LFST,7.12
LKQ,30.55
LNTH,67.34
LVO,4.22
LW,41.84
MA,577.9
MANH,176.29
MATV,12.24
MAX,12.78
MD,21.89
MDB,423.14
MDLZ,55.04
MDXG,6.91
META,658.69
MNKD,5.77
MNMD,13.46
MPAA,12.4
MRVL,85.76
MSFT,487.1
MTDR,42.08
MU,294.37
NESR,15.23
NRDS,13.85
NVDA,188.22
NX,15.49
PACS,39.02
PAR,37.19
PEP,144.24
PFE,25.0
PFGC,91.38
PG,144.57
PMTS,14.9
PRCT,32.15
PRU,113.33
QCOM,173.43
QUAD,6.38
RARE,19.72
RCI,37.5
RCKT,3.48
SBUX,85.57
SHOP,167.88
SLB,37.9
SLGN,41.0
SLP,18.27
SLVM,48.36
SMCI,30.08
SMP,37.18
SNDX,21.07
SNPS,478.97
SPB,60.31
SPGI,530.1
SPNT,22.19
SPRY,11.72
SSTK,18.26
STZ,138.51
TBLA,4.56
TCOM,72.61
TEAD,0.8168
TNC,74.88
TRVG,2.91
TSLA,459.64
TWLO,141.52
TX,38.19
TXG,16.15
TXO,10.54
UAL,111.45
UBER,81.5
UHS,226.11
UIS,2.84
UPWK,20.3
UTL,48.93
UTZ,10.43
VCEL,37.59
VERA,52.25
W,102.03
WDAY,218.99
WELL,189.64
WMT,112.53
XOM,120.53
XPO,139.02
ZBH,90.53
ZM,86.33
ZTS,125.98
