bin,count,mean_delta_f10_act_pct
<0%,86,-0.082474314292986
0-2%,11,1.9339172485914107
2-5%,24,3.7111069571193465
5-10%,16,11.011296820530458
10-20%,16,14.054551588740338
>20%,19,35.991344157946045
