symbol,actual1_T
AAPL,260.33
ACCO,3.79
ADV,0.8873
AENT,7.865
AHCO,10.5
AHL,37.2
AII,20.06
ALAB,165.77
ALIT,1.75
ALK,49.8
AMTM,31.19
AMZN,241.56
ARCO,7.72
ARDT,9.03
ASIX,17.76
ASML,1228.47
ATR,120.44
AVGO,343.5
AVNW,21.6
AXON,620.91
BA,228.12
BHVN,11.74
BIIB,186.91
BILL,56.31
BMRN,61.31
BRZE,31.97
BTM,1.36
BWMX,15.85
CAL,12.8
CBZ,53.08
CCJ,103.94
CDE,19.27
CG,63.71
CHA,13.37
CHE,439.28
CHMI,2.52
CIVI,25.58
CLDX,27.76
CLS,305.87
CMPS,7.82
CON,19.5
COP,93.94
COUR,7.39
CPRX,22.72
CRM,266.12
CRNT,2.18
CRNX,53.34
CRTO,21.32
CSTM,20.0
CTRA,25.29
CVE,15.85
CVNA,450.78
CVS,79.15336492891
CWAN,24.11
CWT,43.24
DAR,36.8
DAVA,6.67
DBRG,15.39
DDI,8.75
DDL,3.04
DDOG,141.445
DHR,235.57
DIS,112.91
DOX,82.67
DUOL,176.3
DVN,34.47
DXCM,70.1
EEFT,74.07
EFX,213.5
ENOV,27.69
ERIE,281.9
EVH,4.15
FANG,140.45
FINV,5.17
FLOC,18.69
FSLR,241.11
GDEV,15.0
GDYN,9.92
GE,323.64
GOOGL,321.98
GPCR,66.25
HAL,30.38
HBM,21.19
HLF,14.24
HQY,97.77
HRTG,26.45
HTO,50.52
IBM,296.73
IDYA,37.86
IMCR,33.76
IMVT,26.73
IMXI,15.49
INSW,54.11
ITGR,80.88
JANX,13.98
KELYA,8.8
KINS,16.84
KNF,74.64
KO,67.54
KOP,26.93
KRO,4.83
LFST,7.3
LKQ,31.21
LNTH,69.37
LVO,4.21
LW,40.29
MA,579.044702208497
MANH,173.07
MATV,12.32
MAX,11.61
MD,21.93
MDB,440.6
MDLZ,51.51
MDXG,6.44
META,648.69
MNKD,5.85
MPAA,12.38
MRVL,84.5790201729107
MSFT,483.47
MTDR,39.92
MU,339.55
NESR,16.32
NRDS,13.75
NVDA,189.11
NX,15.76
PACS,41.18
PAR,34.76
PEP,137.01
PFE,24.8631901840491
PFGC,85.85
PG,137.075224130132
PMTS,13.77
PRCT,33.92
PRU,116.85
QUAD,5.98
RARE,24.2
RCI,36.57
RCKT,3.89
SBUX,86.69
SHOP,166.74
SLB,42.37
SLGN,40.73
SLP,18.99
SLVM,47.11
SMCI,30.01
SMP,37.48
SNDX,22.11
SNPS,519.7
SPB,62.39
SPGI,537.5
SPNT,20.44
SPRY,11.1
SSTK,18.79
STZ,139.570055209604
TBLA,4.21
TCOM,76.16
TEAD,0.6394
TNC,74.62
TRVG,2.87
TSLA,431.41
TWLO,142.9
TX,40.67
TXG,19.99
TXO,10.15
UAL,116.6
UBER,86.19
UHS,208.39
UIS,2.88
UPWK,20.86
UTL,48.63
UTZ,9.94
VCEL,40.35
VERA,48.68
W,109.99
WDAY,211.14
WELL,185.65
WMT,112.72
XPO,143.9
ZBH,92.67
ZM,86.63
ZTS,125.131863941181
