bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,35,-2.8774050895406504,
0-2%,18,0.734559079549789,
2-5%,22,3.5140923926761705,
5-10%,38,6.8232883735010255,
10-20%,32,13.869766156897914,
>20%,38,38.79468181109607,
