symbol,actual1_T
AAPL,256.44
ACCO,3.86
ADV,1.03
AENT,7.33
AHCO,9.62
AHL,37.32
AII,18.53
ALAB,167.9
ALIT,1.545
ALK,52.365
AMTM,35.69
AMZN,243.01
ARCO,7.795
ARDT,8.255
ASIX,16.375
ASML,1422.92
ATR,123.66
AVGO,333.24
AVNW,21.6
AXON,549.86
BA,241.62
BABA,175.66
BHVN,12.18
BIIB,174.83
BILL,46.53
BMRN,56.68
BRZE,23.77
BTM,1.1
BWMX,18.52
CAL,12.3
CBZ,38.55
CCJ,134.04
CDE,25.62
CG,60.54
CHA,11.98
CHE,432.61
CHMI,2.73
CIVI,27.78
CLDX,24.77
CLS,344.92
CMPS,6.71
CON,21.5
COP,101.4
COUR,6.17
CPRX,24.2
CRM,228.05
CRNT,2.29
CRNX,51.32
CRTO,19.71
CSTM,23.06
CTRA,27.8
CVE,19.815
CVNA,410.03
CVS,74.03
CVX,169.92
CWAN,24.13
CWT,43.68
DAR,44.0
DAVA,6.61
DBRG,15.385
DDI,8.86
DDL,2.835
DDOG,140.56
DHR,224.53
DIS,109.62
DOX,81.82
DUOL,142.8
DVN,39.83
DXCM,73.36
EEFT,72.32
EFX,205.28
ENOV,21.455
ERIE,273.53
EVH,3.225
FANG,160.27
FINV,5.185
FLOC,19.81
FSLR,249.41
GDEV,18.8
GDYN,8.28
GE,292.41
GOOGL,336.01
GPCR,89.05
HAL,33.355
HBM,27.075
HLF,16.49
HQY,82.85
HRTG,25.74
HTO,51.26
IBM,294.11
IDYA,33.65
IMCR,33.13
IMVT,26.06
IMXI,15.47
INSW,59.64
ITGR,85.92
JANX,13.95
KELYA,9.94
KINS,14.96
KNF,68.92
KO,73.045
KOP,29.25
KRO,5.41
LFST,7.1
LKQ,32.57
LNTH,66.31
LVO,4.63
LW,45.465
MA,521.3
MANH,161.14
MATV,12.29
MAX,10.47
MD,20.67
MDB,411.04
MDLZ,57.73
MDXG,5.15
META,668.73
MNKD,5.64
MPAA,12.78
MRVL,83.62
MSFT,481.63
MTDR,43.97
MU,435.28
NESR,19.3
NRDS,12.23
NVDA,191.52
NX,18.38
PACS,34.33
PAR,28.55
PEP,148.5
PFE,25.865
PFGC,97.4
PG,147.32
PMTS,12.83
PRCT,30.02
PRU,107.7
QCOM,152.7
QUAD,6.025
RARE,24.44
RCI,36.31
RCKT,3.58
SBUX,95.16
SHOP,138.92
SLB,48.82
SLGN,42.39
SLP,18.63
SLVM,49.47
SMCI,31.21
SMP,39.58
SNDX,20.55
SNPS,511.35
SPB,62.645
SPGI,528.03
SPNT,20.13
SPRY,10.06
SSTK,19.48
STZ,157.68
TBLA,4.1
TCOM,62.4
TEAD,0.6757
TNC,75.52
TRVG,2.82
TSLA,431.46
TWLO,135.89
TX,43.54
TXG,21.08
TXO,11.81
UAL,104.91
UBER,79.775
UHS,203.02
UIS,2.73
UPWK,20.51
UTL,49.22
UTZ,10.245
VCEL,36.2
VERA,45.11
W,108.695
WDAY,189.12
WELL,183.96
WMT,116.57
XOM,137.64
XPO,148.145
ZBH,85.71
ZM,96.22
ZTS,121.89
