bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,213,-2.8568956177252027,
0-2%,87,0.971680304422995,
2-5%,105,3.3105187693153364,
5-10%,62,7.457124565413269,
10-20%,69,13.807207689523176,
>20%,56,34.10016976372663,
