symbol,forecast1_T,forecast10_T,consensus1_T,actual1_T
AAPL,257.8743348518277,258.25633378835255,248.19609561752986,258.27
ACCO,5.119758733988349,5.165973000428565,3.9488844621513945,3.92
ADV,0.8546461000619038,0.9049594085808161,0.8564422310756972,0.9678
AENT,8.270260868875097,8.297072943286615,7.590956175298805,7.53
AHCO,10.915803003126936,10.94787999396835,10.103107569721116,10.06
AHL,38.10337327978921,38.13613275979746,37.27338645418327,37.345
AII,20.13152569006841,20.194899684131997,18.52589641434263,18.5
ALAB,177.06210655386423,177.34962949000808,169.77749003984064,170.93
ALIT,2.3885941492992173,2.4234985952603925,1.5042629482071712,1.61
ALK,55.85493849303979,56.048570419517155,50.94912350597609,51.79
AMTM,35.38239678735258,35.4045392930271,35.383187250996016,35.38
AMZN,253.3291731083633,253.87955187219248,239.38490039840636,244.68
ARCO,7.785213012491866,7.833372962333931,7.786932270916335,7.76
ARDT,9.732188457326075,9.777720234599451,8.578605577689244,8.3
ASIX,17.10274610720465,17.40526809098268,17.11354581673307,16.52
ASML,1373.3447228615419,1372.7350650386502,1388.790876494024,1454.59
ATR,126.0992869160807,127.0165402136474,126.13203187250996,124.71
AVGO,354.09366605291984,355.4160375628959,320.59035856573706,332.79
AVNW,24.669035253408676,24.80533808987159,21.21569721115538,21.41
AXON,663.8076578149553,665.7757615752131,613.9442231075697,610.22
BHVN,13.529234218504467,13.706927826542435,13.535577689243027,12.66
BIIB,176.44441643783432,176.6329784447866,171.6670517928287,174.12
BILL,51.85110355391184,51.98321395692132,48.50398406374502,47.04
BMRN,64.87716647354804,65.2138286297043,56.34756972111554,56.85
BRZE,30.536665291027123,30.74706695131823,25.20597609561753,24.37
BTM,1.8859938016856876,1.9126401287281154,1.2108884462151395,1.11
BWMX,19.03381148711925,19.161407676068634,19.03836653386454,18.47
CAL,12.553362089490642,12.676806558626053,12.557768924302788,12.69
CBZ,50.987728369390965,51.37840466817987,41.08964143426295,39.72
