symbol,actual1_T
AAPL,270.97
ACCO,3.67
ADV,0.8993
AENT,7.85
AHCO,10.29
AHL,37.06
AII,21.06
ALAB,172.62
ALIT,1.96
ALK,53.48
AMTM,29.87
AMZN,228.43
ARCO,7.14
ARDT,8.82
ASIX,16.85
ASML,1056.98
ATR,122.74
AVGO,341.45
AVNW,21.23
AXON,600.19
BA,216.84
BHVN,11.0
BIIB,174.7
BILL,56.13
BMRN,59.28
BRZE,36.1
BTM,1.32
BWMX,14.08
CAL,13.2302621722846
CBZ,52.16
CCJ,91.71
CDE,18.89
CG,61.68
CHA,12.35
CHE,435.74
CHMI,2.61735849056604
CIVI,27.5
CLDX,27.27
CLS,306.86
CMPS,6.53
CON,19.68
COP,93.31
COUR,7.6
CPRX,24.31
CRM,264.63
CRNT,2.05
CRNX,49.24
CRTO,19.66
CSTM,18.96
CTRA,25.52
CVE,16.72
CVNA,433.59
CVS,77.7347747315376
CWAN,24.06
CWT,43.28
DAR,34.72
DAVA,6.82
DBRG,13.0215114006515
DDI,8.33
DDL,2.58
DDOG,141.84
DHR,227.69364897676
DIS,112.38
DOX,79.5790935004998
DUOL,185.37
DVN,36.43
DXCM,67.43
EEFT,78.36
EFX,220.46
ENOV,27.2
ERIE,284.691691712621
EVH,4.02
FANG,148.46
FINV,5.19
FLOC,18.28
FSLR,284.59
GDEV,17.0401
GDYN,9.52
GE,314.366780150029
GOOGL,309.78
GPCR,63.25
HAL,28.19
HBM,19.72
HLF,13.65
HQY,93.78
HRTG,29.61
HTO,49.8
IBM,302.79
IDYA,35.5
IMCR,35.98
IMVT,27.54
IMXI,15.39
INSW,48.76
ITGR,79.23
JANX,14.09
KELYA,8.63
KINS,17.38
KNF,73.32
KO,70.21
KOP,27.27
KRO,4.6
LFST,7.05
LKQ,30.225
LNTH,68.01
LVO,4.3
LW,42.8
MA,574.831071633039
MANH,176.09
MATV,12.53
MAX,12.88
MD,22.0
MDB,439.68
MDLZ,53.8101840603718
MDXG,7.04
META,661.5
MNKD,5.99
MPAA,12.65
MRVL,84.7389048991354
MSFT,484.92
MTDR,41.93
MU,276.481988216717
NESR,14.89
NRDS,14.26
NVDA,183.69
NX,15.23
PACS,36.88
PAR,37.41
PEP,147.05
PFE,24.7943443251534
PFGC,92.15
PG,141.692724798091
PMTS,15.23
PRCT,34.26
PRU,114.84
QUAD,6.41
RARE,34.75
RCI,36.76
RCKT,3.53
SBUX,86.17
SHOP,169.67
SLB,38.33
SLGN,40.97
SLP,19.34
SLVM,48.5838610996279
SMCI,31.07
SMP,37.79
SNDX,21.48
SNPS,481.24
SPB,60.45
SPGI,521.9
SPNT,22.63
SPRY,11.36
SSTK,18.92
STZ,140.811870064839
TBLA,4.11
TCOM,73.76
TEAD,0.6914
TNC,75.2
TRVG,2.83
TSLA,488.73
TWLO,141.95
TX,38.46
TXG,16.94
TXO,10.67
UAL,116.02
UBER,81.26
UHS,226.64
UIS,2.82
UPWK,21.29
UTL,48.15
UTZ,10.35
VCEL,37.37
VERA,53.78
W,103.64
WDAY,217.99
WELL,186.43
WMT,112.6
XPO,141.28
ZBH,89.5632428869603
ZM,89.99
ZTS,123.249957178638
