symbol,actual1_T
AAPL,277.18
ACCO,3.61
ADV,0.8818
AENT,8.04
AHCO,9.49
AHL,37.0
AII,19.92
ALAB,167.08
ALIT,2.12
ALK,49.54
AMTM,28.84
AMZN,227.92
ARCO,7.21933333333333
ARDT,8.59
ASIX,15.95
ASML,1111.44
ATR,115.72
AVGO,405.518037123648
AVNW,21.14
AXON,546.65
BA,200.37
BHVN,10.48
BIIB,175.84
BILL,54.25
BMRN,53.74
BRZE,30.65
BTM,1.56
BWMX,13.92
CAL,12.6731985018727
CBZ,50.66
CCJ,93.36
CDE,16.07
CG,57.64
CHA,13.51
CHE,420.48
CHMI,2.38641509433962
CIVI,29.3057469244288
CLDX,28.09
CLS,342.03
CMPS,6.36
CON,19.4
COP,93.43
COUR,8.22
CPRX,22.55
CRM,260.599564015395
CRNT,2.12
CRNX,47.9
CRTO,20.74
CSTM,17.38
CTRA,26.86
CVE,17.6050052169538
CVNA,456.33
CVS,77.6157321974923
CWAN,20.9
CWT,42.31
DAR,35.43
DAVA,6.67
DBRG,15.0701758957655
DDI,9.32
DDL,2.03
DDOG,152.57
DHR,222.920280957336
DIS,106.298451995685
DOX,76.6482779471106
DUOL,209.08
DVN,37.1534743202417
DXCM,66.33
EEFT,74.14
EFX,209.02
ENOV,27.04
ERIE,275.986284400073
EVH,3.94
FANG,158.17
FINV,5.16
FLOC,17.85
FSLR,253.42
GDEV,17.9
GDYN,9.71
GE,284.980732833237
GOOGL,317.08
GPCR,66.74
HAL,28.58
HBM,17.57
HLF,12.57
HQY,93.26
HRTG,28.2
HTO,46.58
IBM,310.48
IDYA,34.08
IMCR,36.64
IMVT,22.76
IMXI,15.4
INSW,49.52
ITGR,71.6
JANX,15.74
KELYA,8.59
KINS,14.97
KNF,74.21
KO,70.09
KOP,27.79
KRO,4.67
LFST,6.48
LKQ,28.17
LNTH,60.88
LVO,5.13
LW,58.23
MA,536.738653042105
MANH,174.24
MATV,12.17
MAX,13.71
MD,21.22
MDB,414.06
MDLZ,53.6120246640898
MDXG,6.98
META,656.427769487759
MNKD,5.77
MPAA,12.98
MRVL,88.8359510086455
MSFT,492.02
MTDR,44.54
MU,252.321426897805
NESR,14.84
NRDS,14.85
NVDA,184.97
NX,13.5624829721362
PACS,31.12
PAR,35.54
PEP,144.64
PFE,24.912365797546
PFGC,93.75
PG,138.654111455305
PMTS,17.66
PRCT,35.0
PRU,111.68
QUAD,6.15
RARE,36.3
RCI,36.58
RCKT,3.36
SBUX,82.28
SHOP,159.89
SLB,38.3
SLGN,38.14
SLP,19.6
SLVM,47.612976436544
SMCI,35.02
SMP,36.84
SNDX,19.51
SNPS,465.85
SPB,58.26
SPGI,490.73
SPNT,21.31
SPRY,9.93
SSTK,18.08
STZ,142.431196636066
TBLA,4.18
TCOM,70.12
TEAD,0.7067
TNC,73.49
TRVG,2.9
TSLA,445.17
TWLO,129.65
TX,37.26
TXG,17.84
TXO,12.05
UAL,105.7
UBER,89.07
UHS,225.35
UIS,2.8
UPWK,20.98
UTL,48.04
UTZ,9.51254169446297
VCEL,38.38
VERA,44.66
W,94.22
WDAY,222.25
WELL,195.8
WMT,114.828768119041
XPO,142.74
ZBH,92.026730748105
ZM,87.63
ZTS,115.254342732488
